 	voglio	che	Maria	è	di	venire	domani	</S>
t	0.73231052	0.018473708	0.0010671770695	0.000903228908	0.03099779603	0.00037760731334	0.00128441165646	0.214585564347
è	0.904634253333	0.0122436213333	0.000363735336833	0.000306122130553	0.010363955014	0.000125996219916	0.000428219387535	0.0715340957677
l	0.633772827311	0.0307075544444	0.000959101946278	0.000268257266071	0.005330144322	6.57739832147e-05	0.000150204290255	0.328746136677
o	0.287625955304	0.290961714815	0.00245680988209	0.00038357178869	0.003890527474	4.70914197382e-05	5.9682088985e-05	0.414574636149
k	0.170842506576	0.386987808272	0.0790728839607	0.0205882744296	0.187978599858	0.00758557572858	0.000484531925228	0.14645982264
a	0.0572266814663	0.445712906091	0.138994594654	0.0353640161432	0.252180054286	0.0102962023662	0.000725059235076	0.0595005213133
i	0.0193647998334	0.484384228697	0.327819314885	0.0458149780477	0.0887368731953	0.00564238101207	0.00118971547169	0.0270477778711
M	0.00748187648913	0.298479869566	0.386024898295	0.0582527940159	0.227075725165	0.00546541977069	0.00132228342056	0.0158971737904
a	0.00655036949638	0.210237887855	0.333754176098	0.112093591339	0.314988025055	0.00779030542356	0.00186023937019	0.0127254040968
r	0.286625688832	0.119399603952	0.295861793699	0.12131389078	0.156580555018	0.00730528574119	0.00203061130006	0.0108825850323
ì	0.376989258904	0.0766255523173	0.2280030829	0.21665389726	0.0744680683393	0.0128335966804	0.00833349844335	0.0060930459441
a	0.125722995595	0.0401315003391	0.2667186043	0.414833429087	0.0581013071131	0.0320242628935	0.0287167098145	0.0337511879147
è	0.0419090878725	0.0143550556697	0.275353891433	0.397375406362	0.0449687350377	0.0639796196312	0.118179382271	0.0438788261716
n	0.0139969596985	0.0049440835599	0.209702910811	0.263779988787	0.238671780013	0.0779146115437	0.14527550509	0.0457141389239
a	0.00469164556076	0.00170440827377	0.073584141537	0.142213894262	0.326925575338	0.143507525515	0.200920462697	0.106452326308
r	0.00161685444485	0.000615712865057	0.0258373974457	0.0643852994207	0.445262187113	0.153335077172	0.205574384566	0.103373081103
t	0.00125338854495	0.000363931688352	0.00959356226857	0.0320917835736	0.537780492371	0.061604742524	0.073448750522	0.283863332701
i	0.00107928004643	0.000233757596751	0.00327812351619	0.0118313610245	0.265978504957	0.058109082308	0.176185345507	0.4833045309
à	0.000359807610887	7.8306617717e-05	0.00112726268673	0.0043122892615	0.093414412219	0.0909506241027	0.496443651836	0.313313642633
v	0.000156326447596	0.000699970790739	0.000781006970243	0.00403726027383	0.255990890473	0.0710567103676	0.468141553945	0.199136249878
v	0.00202995059587	0.00280879109691	0.000652762553414	0.00392373531128	0.340401826824	0.0288759428525	0.171598844982	0.449708119959
r	0.00261874562586	0.0028902971923	0.000234841048805	0.00158534197043	0.160252355608	0.0102302001808	0.0646248736607	0.757563336653
i	0.000873515408776	0.00101559465227	8.4558442055e-05	0.000677436010477	0.068838342866	0.0118098288936	0.0475962952202	0.869104418884
</S>	0.000436760863772	0.000507818968391	4.23311082075e-05	0.000339657065739	0.034508682928	0.0176609294468	0.0548849261101	0.891618894442
