 	hai	già	mangiato	</S>
è	0.872011155	0.1169666135	0.00238012885784	0.00864208733507
c	0.773037721667	0.211637991167	0.0122328055245	0.00309148930174
h	0.670755823889	0.243521507056	0.0209346135082	0.0647880664006
i	0.43789422463	0.431867172352	0.0199499855027	0.110288625467
g	0.16224866201	0.485131990784	0.262350028501	0.0902692951557
i	0.0561912250133	0.394411163595	0.3873233695	0.162074225052
à	0.0188520143578	0.397872687865	0.395554539833	0.187720753351
f	0.0142620745959	0.321905242622	0.532908926611	0.130923738117
a	0.0126556016064	0.209886604341	0.46047653887	0.316981238039
m	0.00428153914991	0.107340113247	0.524016629623	0.364361686013
è	0.00149050406084	0.0766319274157	0.752066819874	0.169810715338
n	0.000498264987113	0.0377435328052	0.796474183291	0.165283978446
a	0.000167187319459	0.0195455822434	0.519028277097	0.461258902815
</S>	8.35939014111e-05	0.0097847445842	0.276200112548	0.713931501407
