 	perché	aveva	lavorato	molto	</S>
j	0.61762323	0.126498073525	0.09434297899	0.108908531848	0.05262715385
a	0.304762211	0.277262251175	0.256662109663	0.109121428249	0.05219198948
t	0.1219764861	0.380454157058	0.442827256554	0.0372765674497	0.0174655142607
ì	0.0434752895667	0.575251192353	0.361451486851	0.0136714743832	0.00615050625757
ì	0.0172491129889	0.820035314118	0.15210280695	0.00723803712773	0.00337465691919
c	0.00655922054963	0.707648861373	0.24620571565	0.0347939598759	0.0047921912064
h	0.0022703441714	0.482314890458	0.420964845217	0.0477586829586	0.0466911897355
e	0.00075678295945	0.306398183486	0.606261305072	0.0241280129862	0.0624556665785
p	0.000252264030955	0.124666822162	0.712092768357	0.0434789199954	0.119509202193
o	8.40910158615e-05	0.047865091754	0.618986236119	0.169757416665	0.163307150731
l	2.80452751307e-05	0.0185305682847	0.68724129204	0.203179288888	0.091020753577
e	9.36344076084e-06	0.00833983599723	0.568245177347	0.366296929629	0.0571086345257
m	3.13152764089e-06	0.00336534073474	0.457096829116	0.497759076543	0.0417756055086
ì	1.0632744343e-06	0.00252836574491	0.399035098372	0.540294358848	0.0581411071695
s	3.63645130232e-07	0.00512392491497	0.451584478124	0.478213772949	0.0650774527232
o	1.21243485525e-07	0.00515274216825	0.453706404041	0.294439520983	0.246701216574
n	4.28400966578e-08	0.00172527896834	0.163046024347	0.528758623661	0.306470038025
t	1.82797427193e-08	0.000585246534547	0.065974980449	0.811860177887	0.121579563508
a	7.7379724131e-09	0.000197662610229	0.0254167251697	0.747162512629	0.227223076169
p	3.46550249311e-07	8.1759436023e-05	0.0156523914099	0.577953910876	0.406311572056
o	4.59463542927e-07	4.30943446077e-05	0.0123282250866	0.583927970292	0.403700224019
d	4.60367224132e-07	0.000173877164136	0.0338110776455	0.715247356764	0.250767221673
d	4.79328014711e-07	0.00264255043471	0.301767265882	0.603403172255	0.0921865083577
h	1.83113880904e-07	0.00341891467824	0.366129518627	0.560921344085	0.0695300035859
ì	6.84297106347e-08	0.00126523475141	0.127697659976	0.590813758028	0.280223247862
</S>	3.83542018174e-08	0.000651635713705	0.065458365638	0.464315444014	0.469574473931
