 	i	genitori	non	li	dimentichiamo	mai	</S>
u	0.11151596	0.511158935	0.00312578605	0.0028422622	0.01797598937	0.0422688236035	0.311112242766
g	0.36431104	0.498462480967	0.00219447258333	0.0018094921	0.00981811037	0.0192116121035	0.104192794099
e	0.443312750893	0.494772062956	0.00628720396111	0.00177867533333	0.00709794169067	0.0115283064395	0.035223034911
n	0.165237348524	0.802759687652	0.0124441186537	0.00156777463111	0.00238720238856	0.00385847168917	0.0117453147583
i	0.0725180478664	0.896410529217	0.0235328395512	0.0014922410637	0.000822127843853	0.00130203788806	0.0039221324441
t	0.0242552773005	0.915537343072	0.0560377278504	0.00208977065457	0.000308118024618	0.000454049021687	0.00131777469103
ò	0.0116342497535	0.699091737691	0.272472249283	0.00737461695152	0.00180179162821	0.00371810204556	0.00390729682534
r	0.0096211773845	0.343166303897	0.376315146428	0.0131227496505	0.00339054397607	0.0102066460152	0.244177433608
u	0.00548258635994	0.129786339332	0.430177402143	0.100098867884	0.00416807275869	0.00905642140507	0.321230318303
e	0.0018275289388	0.0446812908107	0.434057170714	0.397948022628	0.00984365358623	0.00347896203502	0.108163385001
n	0.000609976088981	0.0167016262702	0.356875253571	0.573197580876	0.0136293605287	0.00208340417834	0.0369027740003
è	0.000208945014327	0.00822066019007	0.41823885119	0.431875856959	0.101677903176	0.0192342363928	0.0205435075334
n	8.4118437109e-05	0.00416970346336	0.309068920397	0.38592436232	0.168687547725	0.0408136821309	0.0912516515111
u	3.76896499144e-05	0.00160990607839	0.133930127786	0.41067989744	0.309069979242	0.034459492377	0.11021290517
s	1.28596996495e-05	0.00065609695673	0.049020074582	0.51668273248	0.365011459747	0.0249502991257	0.04366648539
s	5.2835267165e-06	0.00044215325891	0.020935915694	0.473343627493	0.429278766582	0.0235802497086	0.05241401213
c	5.69489593883e-06	0.000747930619637	0.0116212660647	0.438163425831	0.482901798861	0.0143325067362	0.05222737101
e	5.13161739386e-06	0.000752069026546	0.00818177544157	0.396817111944	0.427853562954	0.0679673744121	0.0984229826367
r	0.000127060415546	0.0100945745955	0.00581132423386	0.169517502648	0.465687234318	0.214265884804	0.134496440879
r	0.000169736229282	0.0137603947318	0.00521700199795	0.0922092265493	0.380133078106	0.355211648268	0.153298920293
è	5.86130730616e-05	0.00515560261593	0.00207293523265	0.0372035568498	0.241127936035	0.555686769423	0.158694561431
t	1.95394913411e-05	0.00173124056231	0.000798238180883	0.0204771912833	0.286894918678	0.539810803141	0.150268035144
s	6.51510250633e-06	0.000581136244437	0.000289774863028	0.0129154381611	0.472581902893	0.27458246438	0.239042758381
u	2.17321540392e-06	0.00019546069754	9.7255261531e-05	0.0045617607337	0.370521150964	0.212369288127	0.412252922794
m	1.89918936345e-06	6.8140312574e-05	4.32441172987e-05	0.0033992848579	0.274546836988	0.357909299376	0.364031326931
e	1.80784566271e-06	2.5714227616e-05	2.52449610562e-05	0.0030021649173	0.229346684429	0.488868219792	0.27873017831
m	5.13373582913e-06	4.338348663e-05	3.43277199754e-05	0.00224023850377	0.10419695691	0.645427929931	0.248052014437
à	6.24371501414e-06	6.43841255433e-05	4.69308943251e-05	0.00203160813459	0.0621376224033	0.812864619977	0.122848591812
i	2.08259309514e-06	3.65930680734e-05	2.52603223597e-05	0.00073069801863	0.0215824120344	0.604043483326	0.373579475937
</S>	1.04130207655e-06	1.83025633752e-05	1.26390360569e-05	0.000367258869965	0.0113725177172	0.357394176663	0.630834057969
