 	sta	seduta	nel	giardino	</S>
s	0.96107611	0.0130753345	0.0028804998	0.0004979512945	0.022470112806
t	0.981162656667	0.00950708143333	0.0015597753	0.000167585974387	0.00760291375267
è	0.680981328889	0.308187215078	0.00753066313333	6.3828530349e-05	0.00323697753089
i	0.25120590613	0.692898871693	0.0537110097111	0.000105524335783	0.00207871574363
k	0.0875624005433	0.815205357231	0.081494878237	0.00244232827859	0.0132950604812
a	0.03069574995	0.789922965744	0.147381967746	0.00391814229286	0.0280811831604
s	0.0151637480855	0.760471368581	0.198945122582	0.00371361306429	0.0217061718868
i	0.00998450661993	0.623726376194	0.329108840861	0.0088926666881	0.0282876184623
m	0.00341336080808	0.585731612065	0.36792824362	0.0123776922294	0.0305490846208
m	0.257093165279	0.554655970688	0.16894586954	0.00752365072197	0.0117813390736
è	0.34158334601	0.452693556896	0.146436124847	0.0364936568862	0.0227933147579
n	0.114170035187	0.415801045632	0.210558158282	0.123867922295	0.135602861586
i	0.0383502600115	0.210676075624	0.395141492761	0.160861877432	0.194970308529
s	0.0129436347864	0.0791236629547	0.684891664254	0.116939169144	0.10610183991
t	0.00451653673213	0.0419086089849	0.739470254751	0.124747193048	0.08935735237
o	0.00154730349568	0.0208807006093	0.513184074917	0.302109111016	0.16227875079
n	0.000621826723534	0.00728686621743	0.347514961639	0.508827870339	0.13574840693
g	0.0416567995845	0.233286157806	0.27875553388	0.39571017478	0.0505912576433
h	0.0552291875903	0.308429326235	0.165855311293	0.279502532927	0.190983594548
i	0.0184098414612	0.102931811118	0.0854795997643	0.455967820976	0.337210901516
a	0.00613666280938	0.0343113179053	0.0299420965414	0.677196060325	0.252413847172
r	0.00239807225645	0.0119348698949	0.0166577284671	0.845503840108	0.123505501891
d	0.257739494285	0.0496812784316	0.0342377118224	0.614304006703	0.0440374951303
ì	0.342502824557	0.0622827712105	0.0436477496075	0.415389408901	0.13617720671
n	0.114204471324	0.0235724099702	0.0675535455358	0.448361949634	0.34630761557
o	0.0381030271687	0.010152406711	0.0655676830373	0.275291911878	0.610884971857
</S>	0.0190515136603	0.00507620668689	0.0328219083067	0.164737378939	0.778312985929
