 	quella	famiglia	non	ha	da	mangiare	</S>
c	0.49500309915	0.3802703297	0.07653756412	0.020103124003	0.01473760075	0.00085325585	0.0124950675
ì	0.453997732483	0.425061796567	0.0765301615223	0.0200997437581	0.0146302236147	0.000630336457533	0.009049974544
s	0.482621757494	0.358784852189	0.0317185806564	0.0102063173431	0.0062533009029	0.000873679160044	0.109541440225
i	0.240338392498	0.587589504063	0.0174716807855	0.00692213934837	0.00358254580097	0.000958536750681	0.143137191568
f	0.116452415933	0.787533344688	0.0285996421618	0.00615339785012	0.00584241010032	0.00305321438089	0.052365590016
a	0.0393716389043	0.873167754896	0.0478653793873	0.00676049668337	0.00685104396677	0.0037709436153	0.0222127404887
m	0.0136779494948	0.924835268299	0.0434915981291	0.00420033912779	0.00430964572226	0.00154290972677	0.00794229224623
ì	0.00507926693827	0.867107832766	0.0792767337097	0.0329422237093	0.00582482204075	0.00430052460892	0.00546860918208
g	0.00228538098609	0.688686720922	0.0856541312366	0.0447291862364	0.00670678434692	0.00838192453631	0.163555885227
l	0.0014243665087	0.433280796974	0.0366016304122	0.0186450137455	0.00741486678231	0.00792544204544	0.494707881742
i	0.00065179286358	0.202154325658	0.267240383471	0.0448680445818	0.0182709459274	0.00691856571515	0.459895902914
a	0.000221508158873	0.0819804786193	0.559606677824	0.136850389527	0.0276855833091	0.00912098607172	0.184534351305
e	9.17082566243e-05	0.0290533883064	0.462058899275	0.383658569842	0.0311071057697	0.0122453843572	0.081784949435
n	0.000127573942208	0.0104742987355	0.228735564092	0.649094309947	0.0629558819232	0.0168550677857	0.0317572806783
è	0.000128788050069	0.0044273998785	0.095925065364	0.673943759982	0.155729720641	0.0526427979286	0.0172024687594
c	0.188306717343	0.0996566063262	0.0352988950213	0.415744621261	0.148188219414	0.0569743308895	0.0558306282531
h	0.251158661954	0.131311622675	0.0126962462538	0.142801360687	0.253203669005	0.107854748543	0.100973654418
i	0.0838485528924	0.0441381357387	0.00455822960127	0.053002888129	0.428478503002	0.237718759514	0.148254876473
n	0.0281284792318	0.0147250569266	0.00162743813376	0.0235996932763	0.480542527667	0.296813753171	0.154563020158
a	0.0095551316012	0.00492034550692	0.000613874432587	0.0123564152254	0.360305514222	0.490492141057	0.121756554719
f	0.00319157483534	0.00187341280036	0.000584376968862	0.0091686425418	0.261132996407	0.632503583686	0.091545391573
à	0.00107363351345	0.00097400551012	0.000603166604287	0.00846522281393	0.251780260802	0.679661797895	0.0574419155243
i	0.000361143664458	0.000440987146532	0.000235076603052	0.00330916417564	0.112077966534	0.550724612632	0.332851086841
</S>	0.000180574686191	0.000220512423004	0.000117931781961	0.00165769149432	0.056883109667	0.331236341316	0.609703893421
