 	lo	sentii	che	arrivò	</S>
t	0.69634293	0.0354900735	0.00271201755	0.01878155189	0.246673371685
o	0.86955556	0.0394753561667	0.00227132501667	0.00644722399	0.0822505297617
n	0.932777853333	0.0350169680556	0.00246291840556	0.00231190654	0.0274303857604
ì	0.675852254444	0.284703952019	0.0200950638352	0.00658589862333	0.0127628966833
k	0.334163931481	0.526426060673	0.0280915836117	0.0101355669411	0.101182882561
u	0.183363831427	0.357466608558	0.278043176871	0.0202078603804	0.160918474187
s	0.0835896480757	0.204703647853	0.584808825624	0.0347988954601	0.092098896729
a	0.0501359431888	0.135406326928	0.708011761875	0.0434854791534	0.062960402243
k	0.0169366361265	0.077625908286	0.578143460625	0.246026599051	0.0812673354143
a	0.00587036091277	0.058319089852	0.389539323542	0.40549446635	0.140776708471
ì	0.00195892264852	0.0195478144407	0.385209491181	0.407011302117	0.186272446157
r	0.00249464458984	0.0136371428802	0.353303680394	0.439233880706	0.191330638719
t	0.00292438484328	0.0125265726267	0.251571188465	0.530873810235	0.20210401624
e	0.00122747722472	0.00508692417753	0.108841596822	0.472148563412	0.41269542208
</S>	0.000613775557808	0.00254353304172	0.058136831911	0.315386596706	0.62331926104
