 	lo	ho	finito	di	fare	</S>
t	0.19152398	0.03398812	0.27592745	0.016493622	0.04582842	0.4362384
o	0.96846193	0.011334497	0.019935457	0.00018034625	4.9507795e-05	3.8225553e-05
s	0.78896606	0.07663646	0.13358602	0.0007112113	7.642582e-05	2.3835333e-05
p	0.3900837	0.21581939	0.38933948	0.0038815252	0.00074917957	0.00012677533
ì	0.69097346	0.0116298925	0.2942373	0.00021081971	7.081909e-05	0.0028777274
c	0.014894408	0.89747757	0.081404515	0.0016756521	0.0028330265	0.0017148091
c	0.011064113	0.0021270048	0.9345902	0.0057615344	0.005780224	0.040676825
e	0.0007495932	0.0023667654	0.97652596	0.005952051	0.0032113623	0.011194297
t	0.043303344	0.4003805	0.52779186	0.0045613586	0.003326799	0.020636186
s	0.011636864	0.0033937416	0.98115945	0.0021574188	0.0001513169	0.001501211
a	0.0005637145	0.0018499197	0.99161726	0.00083065894	0.0006235241	0.0045149135
a	2.0983676e-05	0.003001316	0.19700192	0.5946773	0.0070649614	0.19823352
t	2.1018815e-05	0.0013943719	0.12647942	0.81365	0.0026556014	0.055799514
s	0.0003585034	0.0029094398	0.6214072	0.3674272	0.0047232797	0.003174364
è	0.009465541	0.020632736	0.6290368	0.08606141	0.09365134	0.16115221
k	1.5129935e-07	4.6800702e-05	0.003163256	0.8551265	0.09028805	0.05137528
à	0.00046898623	0.004775858	0.22321127	0.4514031	0.24416466	0.075976074
m	1.2691538e-06	0.0001885667	0.013945048	0.24061432	0.5286642	0.21658666
i	3.0602716e-06	0.0011586612	0.4764871	0.30417487	0.1495142	0.0686621
</S>	9.448151e-10	7.5475434e-08	9.044637e-05	0.041178565	0.09035051	0.8683804
