 	non	aveva	dove	aveva	per	stare	</S>
e	0.8661265	0.10024248	0.0030274217	0.00016254032	0.0010740565	0.0002941087	0.029073067
n	0.9897579	0.005838188	0.0029480776	0.00010597953	0.0010855161	0.00024991093	1.451671e-05
ì	0.7340579	0.23454505	0.027352482	0.00093269505	0.002591755	0.0005087122	1.1368653e-05
c	0.0057966057	0.9680397	0.026039194	0.000100154786	1.9522617e-05	2.5040188e-06	2.2907889e-06
h	0.049484424	0.31186488	0.04862506	0.26263916	0.2885926	0.006636135	0.032157756
e	0.0013700993	0.5422751	0.30968952	0.061334703	0.0073112287	0.00090949796	0.077109896
p	1.0819286e-06	0.101407476	0.73962194	0.12546729	0.028575728	0.0018418451	0.0030845632
u	6.012402e-06	0.0010317609	0.015319934	0.19539592	0.11667255	0.056612033	0.61496174
ì	5.5186615e-09	0.0005618063	0.0490746	0.67275435	0.2481953	0.016628359	0.0127855735
c	5.5094993e-08	0.0056183985	0.023132859	0.54199547	0.3832272	0.00787343	0.03815253
h	0.0035513246	0.110157214	0.0124981385	0.5227552	0.3234006	0.009552925	0.018084511
e	2.415774e-08	0.00010742111	0.1836257	0.0077425456	0.75260633	0.0028345087	0.05308342
n	2.6877448e-11	1.4475693e-06	0.0001798839	0.0043246164	0.80382264	0.09995409	0.091717295
a	7.452738e-08	1.3511301e-05	0.0023545935	0.0045545017	0.95730805	0.031362724	0.004406633
s	1.3980417e-09	5.4669586e-06	3.3812117e-05	0.0010977711	0.15959541	0.724887	0.11438051
t	1.3039568e-06	1.0896525e-06	1.5438342e-05	0.002004286	0.803658	0.19188328	0.0024365687
a	7.821404e-06	0.00013374773	0.520974	0.0031725154	0.2808884	0.17272073	0.022102866
t	1.854552e-10	3.254858e-07	1.7269153e-05	0.00011253333	0.0730508	0.7699295	0.15688948
ì	1.213914e-07	3.000144e-06	0.00078041485	3.645431e-05	0.03992574	0.93903154	0.0202228
</S>	6.361586e-08	2.699446e-06	6.1771902e-06	5.0413226e-05	0.0024817253	0.040077444	0.9573815
