 	dovevo	comprare	il	pane	ogni	giorno	</S>
ì	0.99664235	3.8311064e-05	1.3810278e-05	4.608139e-05	7.651986e-05	0.00043686834	0.0027460959
c	0.99990857	9.14047e-05	3.3185852e-09	3.4235986e-11	7.5972475e-12	2.8508704e-12	1.5503492e-12
h	0.64371186	0.18147352	0.029459221	0.026184462	0.0069420342	0.0017468606	0.11048208
a	0.05742735	0.814195	0.0593658	0.0009586935	0.0047790594	0.00019028268	0.06308386
n	0.6655307	0.32437277	0.0096918205	0.00021534544	4.444544e-05	7.2152147e-06	0.00013783552
a	0.03132777	0.46540466	0.49754143	0.0034361372	0.0017107455	5.4313587e-05	0.0005249161
a	0.0029545554	0.63705426	0.3513385	0.0075133448	0.0008386758	2.4085719e-05	0.0002765617
g	0.0021198199	0.3134427	0.668532	0.014936744	0.0007416846	4.4494685e-05	0.00018261498
o	6.5633416e-05	0.044066798	0.09269406	0.3606533	0.2537256	0.18307728	0.06571727
r	0.00014687378	0.041618604	0.7597566	0.17350762	0.019074658	0.000436602	0.0054590297
à	0.03026569	0.36723068	0.5558774	0.027788082	0.016980901	0.00087289966	0.0009843393
s	0.000165036	0.008361704	0.7561854	0.19184238	0.022904852	0.015748994	0.004791638
o	0.00012417922	0.004626097	0.10898228	0.109968826	0.02844258	0.17613645	0.5717196
o	5.0427923e-10	2.2139675e-07	0.0102878865	0.94785726	0.030407356	0.0035266052	0.007920584
s	6.663758e-07	3.6500858e-06	0.010922509	0.94086516	0.033481803	0.0028187365	0.01190745
s	6.4276195e-05	0.0009919915	0.1030003	0.639369	0.23458983	0.014799466	0.0071852324
o	0.0007556786	0.0009662783	0.069433875	0.34036264	0.18799424	0.004617435	0.39586988
m	6.7238997e-09	1.3821891e-07	0.00098631	0.7202049	0.24635738	0.010990016	0.021461211
ì	9.7790735e-06	0.00021964582	0.0024040549	0.23360857	0.72041184	0.03666648	0.00667965
k	7.1174605e-07	2.0215719e-05	0.0021045455	0.06453984	0.793413	0.08692151	0.053000182
a	1.6057415e-06	0.0008434711	0.012789284	0.25101706	0.38944915	0.23482545	0.11107388
m	2.1267145e-10	1.07542455e-08	7.4624927e-06	0.004012323	0.4289518	0.24505857	0.32196984
è	8.0277374e-08	6.3246193e-06	0.00027547235	0.0712225	0.8745327	0.03261453	0.021348434
r	5.499923e-08	1.0983071e-05	0.000579562	0.009254087	0.51690245	0.2902183	0.18303452
i	5.4817104e-08	2.4086059e-05	0.00045803594	0.03260421	0.29930586	0.50935084	0.15825689
</S>	6.52926e-11	1.2669998e-09	4.6028237e-07	0.00011756413	0.021406418	0.24504621	0.7334293
