 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
o	0.5496084	0.0030809366	0.0016146887	0.005364918	0.047752976	0.008381969	0.04400211	0.34019405
m	0.68612915	0.2994789	0.012971542	0.00091077556	0.00026192266	0.00019716403	4.928278e-05	1.3750424e-06
a	0.04916405	0.16768882	0.012981646	0.035744183	0.63821566	0.033472512	0.058526244	0.0042068497
r	0.10551598	0.70397204	0.18721347	0.002355608	0.0005161353	0.0003165805	5.6416124e-05	5.3832082e-05
ì	0.6347234	0.34503263	0.01101454	0.0026408385	0.0014437175	0.0047760527	0.00022237889	0.00014638294
o	0.005760336	0.97171247	0.018454058	0.0035321144	0.00020382703	5.703181e-05	0.00018728388	9.2946844e-05
e	4.5599812e-05	0.12632042	0.8663862	0.006479486	0.00041521597	0.00020599415	1.1186358e-05	0.00013593351
t	0.00010623666	0.07126022	0.9124532	0.012687193	0.0022130043	0.0009646068	9.785888e-05	0.00021765236
è	0.0015602716	0.0515947	0.8735208	0.06591401	0.004389394	0.0026946482	5.4278702e-05	0.00027190958
l	9.8056946e-05	0.18114083	0.07700419	0.60375553	0.13009797	0.0017812978	0.0032388621	0.0028833286
i	0.000850792	0.14280644	0.012424758	0.37951845	0.38867977	0.0006128101	0.0026912598	0.07241568
f	2.2746927e-07	0.0007181269	0.042663127	0.755641	0.19567926	0.0040228562	0.00036546506	0.0009098516
a	0.00012834753	0.03917001	0.009052612	0.46346024	0.45738384	0.028981911	0.0011368742	0.00068613346
m	8.025141e-07	0.00043124784	0.051859718	0.7337365	0.20283774	0.008338853	0.00024151763	0.0025536546
è	0.00064702303	0.018629415	0.017347153	0.74114627	0.17477855	0.0463328	0.0003975241	0.00072117057
n	8.293271e-06	0.0005520283	0.00203673	0.74812126	0.23883748	0.004090491	0.00398649	0.0023672818
o	4.1955784e-07	1.2971799e-05	0.00014063009	0.09723066	0.89282835	0.004123741	0.0008597151	0.0048035253
a	1.2848108e-09	3.0391146e-08	0.000266803	0.0064834766	0.6925199	0.27435535	0.006282491	0.020091904
p	3.05758e-07	6.738005e-07	0.0003153414	0.024463277	0.24353689	0.66815996	0.023733031	0.039790593
p	2.576729e-06	0.00013710496	0.000104822895	0.067611724	0.81264865	0.11026985	0.007255	0.0019702476
è	0.5579155	0.0428713	0.018786184	0.053758465	0.25412118	0.061575778	0.0011267693	0.009844789
n	2.7460849e-06	0.00014752071	0.0004190889	0.055563275	0.82413524	0.0706167	0.03230198	0.016813504
a	8.50062e-08	1.3808866e-06	1.2865517e-05	0.002386235	0.9683525	0.016184043	0.00094576	0.012117202
o	1.0263251e-09	2.301576e-09	5.7502325e-06	1.432912e-05	0.01871258	0.7332918	0.07603265	0.1719429
m	1.564857e-07	6.003022e-08	7.470583e-06	8.035027e-05	0.002999175	0.74378365	0.17730178	0.0758273
a	6.5700747e-06	5.136059e-05	2.7083925e-05	0.010608969	0.17267036	0.74469334	0.06701307	0.0049291663
r	1.863598e-08	2.3498903e-07	7.262429e-05	0.00010170369	0.000999481	0.49792138	0.06647308	0.43443146
è	0.002052945	0.0003032348	0.00017445438	0.0010074	0.0022836402	0.9425813	0.04311124	0.008485736
i	2.5397927e-07	1.1303619e-05	6.43181e-05	0.00022243292	0.0053356374	0.1553694	0.7377694	0.101227306
</S>	3.1327176e-09	1.759482e-09	6.482036e-07	1.3327414e-07	3.5877045e-05	0.10697315	0.18322456	0.7097656
