 	mi	si	gonfiò	il	dito	</S>
m	0.9912976	0.0035913237	0.0014098003	0.0005278992	0.00035779845	0.0028155497
u	0.0021033958	0.021528354	0.13062932	0.10203581	0.5355198	0.20818342
p	0.00039287453	0.0113376435	0.8642528	0.0530475	0.070080966	0.0008881828
r	0.0003821756	0.00864776	0.7413959	0.04001032	0.18148513	0.028078783
ì	0.0021274586	0.6945332	0.28607017	0.015953064	0.00084194064	0.00047405777
s	0.0019103992	0.8094801	0.039786734	0.115020745	0.010674091	0.023128005
t	0.0025287077	0.11554182	0.7352348	0.1072853	0.0029150986	0.036494184
i	1.2309147e-05	0.0009691298	0.98851854	0.008886689	0.0005729957	0.0010403414
t	9.114913e-05	0.08363585	0.012533204	0.82584053	0.06317815	0.0147210825
o	5.438955e-05	0.0033619218	0.05528237	0.92608035	0.014955832	0.0002650931
d	1.9234434e-05	0.0035313144	0.00013422992	0.45645162	0.49654567	0.04331787
à	4.648026e-06	3.0074501e-05	0.005302083	0.10922951	0.72797143	0.1574622
t	7.22526e-06	0.0076296898	0.0032911715	0.38074127	0.14518553	0.46314514
t	3.0365292e-05	0.019624716	0.055616934	0.69393265	0.07736184	0.15343355
i	0.0003268045	0.00046355842	0.019158233	0.14193258	0.5744442	0.26367465
l	4.484789e-06	6.1693405e-05	2.2409706e-05	0.009818163	0.48343477	0.5066585
o	3.2320802e-06	2.1413944e-06	0.00047594646	0.01510953	0.5394641	0.44494504
</S>	3.9248488e-07	8.21825e-06	2.8746495e-06	0.0019137365	0.16543502	0.83263975
