 	Anna	ora	sta	vicino	a	me	dormendo	</S>
i	0.9964838	5.415303e-05	7.938359e-05	1.913807e-05	1.8047025e-05	4.873417e-05	0.0002032978	0.0030934198
A	0.99035674	0.009484928	0.00013351944	1.7014183e-05	5.2274127e-06	1.7946027e-06	6.6705337e-07	2.5549852e-08
n	0.99569774	0.00429255	9.2383625e-06	2.1345141e-07	8.508944e-08	3.7754177e-08	2.4242903e-08	3.5205062e-08
n	0.91490966	0.07873363	0.0038319118	0.00028381485	7.2467854e-05	0.00016071778	0.00022709431	0.0017808229
a	0.0057955515	0.88408864	0.05461553	0.001957609	0.00024656978	0.00025502077	0.0010679333	0.051973086
à	0.000479382	0.9977235	0.0012336877	0.00042736347	7.1057184e-05	1.4204865e-05	1.7546054e-05	3.323406e-05
r	0.0003031505	0.9992974	0.0002757917	9.935643e-05	1.7720553e-05	3.6917115e-06	1.3194133e-06	1.5286848e-06
t	0.0064804414	0.34678757	0.52324575	0.043202348	0.005434508	0.0146951405	0.01693071	0.043223575
e	1.01399365e-07	0.009135083	0.9517523	0.009066311	0.00036338097	0.00015243168	0.0005751444	0.028955197
n	1.447148e-07	0.09068766	0.47096398	0.4169103	0.014787267	0.0013732549	0.0018765427	0.0034008585
a	7.345586e-06	0.8044835	0.11323227	0.07799169	0.002804809	0.0010707945	0.00028490706	0.00012466381
s	1.0340266e-07	0.02924175	0.030589264	0.8904807	0.04478105	0.0023326254	0.001199305	0.0013750624
t	4.6496036e-05	0.17256553	0.23403458	0.5580494	0.020267675	0.012263407	0.0025376426	0.00023531057
è	2.709355e-06	0.024177507	0.6352326	0.3027407	0.013091107	0.0023287588	0.0041593257	0.01826724
i	2.0254883e-07	0.0020780035	0.05444821	0.8571369	0.0765251	0.0072467327	0.0011458131	0.0014190931
i	3.9394135e-10	8.897499e-06	0.003150409	0.88131976	0.10934358	0.0032118254	0.0013268872	0.0016385433
t	3.545825e-08	9.6299664e-05	0.0017584447	0.69044733	0.29501665	0.0096577555	0.001380778	0.0016426704
t	1.4094991e-08	0.0034125492	0.001034775	0.7200736	0.22944355	0.041355226	0.004085535	0.00059474685
u	1.4916525e-06	0.1281179	0.031282097	0.25806218	0.25271568	0.1366922	0.1222407	0.070887715
m	7.3166295e-10	1.2372139e-05	0.00012068809	0.26395914	0.6555788	0.06601858	0.011169253	0.0031411217
b	1.0410812e-05	0.04122236	0.00036242098	0.13925682	0.24589574	0.41452074	0.15629242	0.0024391364
r	1.0355819e-05	0.2749459	0.0730875	0.34201515	0.20487607	0.08783366	0.016418926	0.0008124625
ò	5.266757e-09	0.00013823317	4.531577e-05	0.05355131	0.4844031	0.38180912	0.06457732	0.015475588
s	5.943058e-08	6.914147e-05	1.4958418e-06	0.002867594	0.13399003	0.77187204	0.07432534	0.016874371
e	1.6170623e-06	0.002768839	1.0612051e-05	0.010510737	0.11656918	0.7366814	0.08385472	0.049602874
m	8.267549e-12	6.4368095e-08	1.1704993e-07	0.00015392432	0.00740211	0.28496832	0.64208925	0.06538628
è	9.2615416e-08	0.00025153055	3.1256616e-06	0.0026104879	0.048749268	0.8184371	0.1272128	0.0027356255
n	2.5345264e-08	0.00030604826	6.2365016e-06	0.0003543506	0.010199008	0.59009683	0.28442803	0.11460939
a	9.3251705e-11	5.3305284e-05	2.6811415e-06	0.0010750474	0.025941327	0.58149064	0.28638658	0.10505046
s	6.353123e-12	6.03288e-09	3.854702e-08	3.191266e-06	9.170997e-05	0.013929224	0.5267797	0.45919606
t	1.5761773e-07	0.0001414673	4.933784e-07	0.00020910762	0.0052547394	0.5347387	0.43052202	0.02913337
e	1.0855845e-07	0.0010130571	2.0426605e-05	0.00089616235	0.0028252741	0.038272038	0.90789986	0.049073122
p	3.883536e-11	2.092354e-08	1.1842749e-07	3.9194056e-06	7.8790516e-05	0.015512539	0.49461737	0.48978728
l	1.7270982e-07	0.00013932517	9.453979e-07	9.4751544e-05	0.0016614681	0.27328327	0.7116265	0.0131936
ò	1.8683402e-05	0.17699471	0.018770361	0.049906462	0.033550728	0.10201796	0.60829955	0.0104415575
n	3.8868706e-08	0.0006517943	2.1166536e-06	0.00012181889	0.00212123	0.1784427	0.5337524	0.284908
n	8.439004e-11	0.00012634025	5.361728e-07	0.00010012749	0.0015523119	0.12184743	0.5918615	0.28451172
i	1.6221278e-10	1.8829196e-05	2.623473e-07	5.0679687e-06	4.697968e-05	0.0022469896	0.2317809	0.7659009
</S>	1.6507651e-10	2.8656729e-08	4.8378115e-07	1.8466516e-06	1.1611313e-05	0.0016242563	0.17243527	0.82592654
