 	l	ho	sentito	che	veniva	</S>
o	0.17388025	0.042666238	0.035201147	0.0026821154	0.03487394	0.71069634
n	0.9479474	0.03901518	0.0027136516	0.00532365	0.0049879286	1.2340327e-05
ì	0.8629416	0.13456127	0.0010729812	0.0007896719	0.0006278045	6.724548e-06
k	0.036140304	0.9538962	0.00834513	0.0010245881	0.00041149894	0.00018232087
u	0.015011646	0.277137	0.20343411	0.008321485	0.010341808	0.48575398
s	0.0039414465	0.77021414	0.0029908833	0.16200939	0.03431214	0.026531909
a	0.028713008	0.15439768	0.056380052	0.65811837	0.09388282	0.008508071
k	3.1193035e-06	0.0011103424	0.00011630658	0.8337113	0.13094741	0.03411154
a	0.00058617874	0.0073904274	0.121318094	0.28147957	0.5051734	0.08405234
è	5.9208583e-06	0.0002958733	0.00012256358	0.3410665	0.5067314	0.15177779
r	8.791684e-06	0.0018446044	0.00061598676	0.4563827	0.33457085	0.20657703
k	0.00032758687	0.0066356403	0.04950324	0.6147385	0.1437249	0.18507017
a	0.00017558936	0.00028859774	0.44307548	0.050347745	0.36742458	0.138688
t	1.1547432e-08	2.1915362e-07	3.8045889e-07	0.0028564793	0.74024767	0.25689527
o	4.4375953e-05	1.5449392e-05	2.3945422e-05	0.008045116	0.75646174	0.23540938
</S>	2.4360713e-08	2.0021203e-07	1.4093503e-07	0.00015567146	0.2540501	0.7457939
