 	perché	aveva	lavorato	molto	</S>
j	0.99739623	0.00082501705	0.00029090798	3.2673695e-05	0.0014550977
a	0.23785023	0.25217113	0.18839505	0.21778439	0.10379921
t	0.058813173	0.45311755	0.4872483	0.0006713629	0.00014960459
ì	0.0023540743	0.41098267	0.58457136	0.0020369112	5.4948712e-05
ì	0.0060953083	0.93431675	0.056955844	0.0017009445	0.0009310558
c	0.0021767411	0.950538	0.03790109	0.0063416925	0.0030424087
h	0.00025180756	0.35237327	0.54861325	0.09080215	0.007959508
e	4.4045825e-09	0.38692254	0.46807557	0.017679939	0.12732187
p	3.023665e-10	0.04995712	0.9297435	0.006945417	0.01335394
o	8.831049e-09	0.017645163	0.6002735	0.09936333	0.282718
l	1.855806e-10	0.0012832901	0.54459244	0.36643	0.08769425
e	4.462395e-08	0.006443323	0.8981452	0.07335045	0.02206086
m	4.2320183e-10	4.5616707e-05	0.11934904	0.82236105	0.05824429
ì	3.071896e-08	0.0017105695	0.68369627	0.30461925	0.009973892
s	2.7576702e-08	0.002509187	0.056312196	0.81850475	0.122673824
o	8.4254395e-11	0.010334222	0.89940614	0.07584221	0.014417427
n	1.0719483e-12	7.958978e-08	0.010128594	0.32926258	0.66060877
t	7.2757325e-09	2.3015147e-05	0.025303075	0.96257377	0.0121001275
a	4.723399e-09	7.4454883e-06	0.009575842	0.94424814	0.046168525
p	2.1077552e-10	2.9580784e-07	0.00069935306	0.48537922	0.51392114
o	1.031702e-06	4.731989e-05	0.020841096	0.50132	0.4777905
d	1.3837947e-10	2.037078e-07	0.00049118785	0.67251	0.3269986
d	9.2149975e-07	0.00047833344	0.08861382	0.8893041	0.021602841
h	5.611707e-08	0.0072754407	0.7828769	0.20565806	0.0041894624
ì	1.3896558e-08	0.0003387529	0.01374439	0.8737028	0.11221404
</S>	8.278693e-09	3.8036676e-05	0.0032190713	0.33781713	0.6589257
