 	vestita	la	figlia	l	avevo	portata	alla	chiesa	</S>
n	0.9945005	0.003985916	0.000119316035	1.8885786e-06	2.9856042e-07	4.723622e-05	3.091296e-05	3.6991246e-06	0.0013101248
d	0.9843508	0.014075842	0.0015723002	2.8684755e-07	1.5326733e-09	7.8292317e-07	1.5996674e-08	3.5362024e-10	3.893685e-09
ì	0.90701556	0.017583663	0.06165416	0.0006548373	0.0011833621	0.0064958427	0.004088571	0.000887187	0.0004368318
s	0.29112014	0.70637095	0.0024826392	8.776226e-07	1.22984884e-08	5.4516922e-06	3.5428872e-07	2.2596538e-08	1.9464866e-05
o	0.0071970136	0.86398524	0.037386112	0.00013961304	9.115099e-05	0.00028549752	0.00018531742	8.1298764e-05	0.09064875
n	0.00034703777	0.9861498	0.013344621	0.000117946875	4.7469777e-07	3.0241474e-05	2.2293423e-06	4.180818e-08	7.616875e-06
t	0.00011414824	0.99336916	0.006423945	7.8166835e-05	3.5918251e-06	6.2317326e-06	3.306137e-06	1.5502256e-07	1.3229525e-06
a	5.1560082e-06	0.99523586	0.0046377513	9.367554e-05	7.6105977e-07	4.589253e-06	4.3031037e-06	1.0291851e-07	1.784967e-05
t	3.7573243e-06	0.4581971	0.31891498	0.21854784	0.0016468255	0.0016282961	0.0004991408	1.6144548e-05	0.0005458857
i	2.4342908e-06	0.93348897	0.06087597	0.005137916	0.00038076082	5.296289e-05	4.4555436e-05	6.4138385e-06	1.0134245e-05
k	2.2959728e-07	0.011054586	0.080560274	0.8797798	0.023811856	0.0031525088	0.00079339475	9.031684e-05	0.00075716333
i	0.0001093464	0.006343458	0.95185816	0.0041050897	0.0011936043	0.018767372	0.0130667295	0.0018985063	0.0026577562
a	1.1503634e-08	0.0016690015	0.03197163	0.8887728	0.064983115	0.008138281	0.0026219457	8.7576824e-05	0.0017556463
t	3.0880443e-08	0.00014893696	0.0033424706	0.8653086	0.12837163	0.002317756	0.00029083787	7.919901e-05	0.00014045584
è	1.6580644e-06	0.07786851	0.022858376	0.33980826	0.5498543	0.0047174874	0.0026143645	0.001811533	0.00046550002
r	1.7952107e-05	0.0028921154	0.012068665	0.02486674	0.9008694	0.02130792	0.008344092	0.016083768	0.013549302
a	0.0008267769	0.26594433	0.29439116	0.11568102	0.016666142	0.07300978	0.0069541624	0.00787102	0.21865556
t	8.947607e-11	9.413355e-07	8.8868816e-05	0.05760177	0.73972225	0.17104831	0.02566219	0.002068986	0.003806687
i	1.1308135e-07	0.000540101	0.00044605657	0.15800701	0.61833936	0.113972485	0.07521374	0.023848956	0.009632204
n	4.1722778e-10	1.6032261e-07	8.7900713e-07	0.0028327047	0.8443589	0.10954564	0.03517444	0.0038760507	0.004211072
ì	2.1372614e-06	0.00018881982	3.822449e-05	0.0077135125	0.91510075	0.032800734	0.022367423	0.020922987	0.0008653413
c	1.1169014e-06	6.9236e-05	0.00018677539	0.0008857518	0.4535579	0.21495514	0.13657889	0.16112551	0.03263969
h	0.24801876	0.7318089	0.015769722	0.00024747674	9.157468e-06	7.4839685e-05	7.364558e-06	2.0313137e-06	0.0040617953
a	1.1371096e-06	0.0037594324	0.0013512728	0.0009779598	0.0003596557	0.9184319	0.063356966	0.00089366676	0.010867951
p	2.2420069e-10	5.388653e-07	2.6836395e-07	0.00025221417	0.009374089	0.24013017	0.62416494	0.04834566	0.077732086
à	5.4865217e-07	7.047753e-06	7.3731346e-05	0.00034405908	0.0013639326	0.9039771	0.084843494	0.00510132	0.00428883
r	2.851362e-08	4.5874625e-05	0.00010241241	0.0002624397	0.008875371	0.19038011	0.1416614	0.5025961	0.15607628
o	6.919761e-09	8.6486965e-05	0.00028900892	0.00035506996	0.000423844	0.86684245	0.07940265	0.0050858124	0.0475146
n	2.3512027e-11	2.6051108e-08	4.499494e-08	2.2707743e-05	0.00017026108	0.017437257	0.4949008	0.114405684	0.3730632
t	3.1592012e-06	0.000102543905	4.676276e-07	2.4776988e-05	0.00059260346	0.060109794	0.5477287	0.28860012	0.102837846
a	1.0615295e-07	0.00014431853	6.0252296e-06	0.00017938872	9.949573e-05	0.04744884	0.7966236	0.041291144	0.114207104
s	7.169977e-11	2.603021e-08	3.7907824e-09	3.7017567e-06	0.00025880965	0.0022786004	0.35452124	0.30672175	0.3362159
t	4.7782796e-06	3.383666e-05	1.5885911e-05	0.00015007018	0.00020721249	0.15855289	0.6071224	0.22234362	0.011569378
i	1.2069482e-06	0.0014411411	8.003281e-05	0.00048427476	7.830041e-05	0.07820383	0.8278537	0.050532807	0.04132476
n	7.4007755e-10	2.8383823e-07	8.658051e-09	2.638743e-06	0.00015177511	0.0010038704	0.16979739	0.29282036	0.5362236
a	6.080477e-05	0.00082145724	4.3080863e-07	8.1660355e-06	8.0055135e-05	0.00092380506	0.08518428	0.86504126	0.047879815
g	6.1865874e-10	6.682761e-08	1.2154228e-08	3.0211093e-06	0.00021994137	0.00023369917	0.03447882	0.6658775	0.2991869
l	0.00012706986	0.00011856848	0.00081922376	0.0005106626	0.000364345	0.1931285	0.4710548	0.3123798	0.021497013
i	0.0001127378	0.22390386	0.0052151433	0.0025906274	2.004798e-05	0.27852374	0.48225436	0.0014641325	0.005915272
s	1.2297724e-09	6.859925e-07	2.3873798e-07	2.7119955e-05	3.5491685e-05	0.0022452143	0.19338503	0.30644253	0.49786377
ì	0.0014147788	0.007773036	0.00010588925	0.00035805747	9.5492695e-05	0.009847567	0.15620431	0.80358946	0.020611277
a	1.2542797e-06	8.910794e-06	6.634825e-07	9.314693e-06	0.000112044254	0.00020691946	0.008726419	0.86993444	0.1210001
</S>	2.1248239e-09	5.33144e-07	1.4777219e-08	1.1397376e-06	6.105881e-06	2.2538878e-05	0.0070463163	0.099534154	0.89338917
