 	dove	aveva	per	stare	non	aveva	</S>
p	0.99645907	0.00293072	5.3964493e-05	4.7772814e-06	3.543237e-06	2.7575343e-06	0.0005451822
u	0.013101804	0.40565383	0.13302901	0.11778819	0.0399612	0.2643201	0.026145872
ì	0.0006746157	0.7226935	0.25418225	0.02196944	5.6399913e-05	2.0924943e-05	0.00040273427
c	5.506538e-05	0.9043421	0.093757585	0.0017885708	2.7836295e-05	1.616446e-05	1.257464e-05
h	0.00022292153	0.51833457	0.36540848	0.009240934	0.039720263	0.04175286	0.025319953
e	0.21888466	0.1804792	0.47047138	0.0032517102	0.00015873888	0.00048604378	0.1262683
n	2.491887e-06	0.065000206	0.8971701	0.036349684	0.0002067181	6.451156e-05	0.0012063455
a	0.0013604673	0.07098544	0.911074	0.015792847	0.00030217084	0.00039584306	8.9218855e-05
s	3.0258573e-06	0.0032011329	0.3293221	0.6486534	0.014741812	0.0015523884	0.0025261296
t	0.00037963758	0.024588566	0.7508074	0.13251072	0.04716853	0.044086058	0.0004590764
a	0.7726652	0.01142656	0.07596264	0.11491112	0.0057022027	0.0045147105	0.014817562
s	2.5470456e-06	3.8423044e-05	0.027654767	0.91517717	0.0461706	0.0049340986	0.006022499
ì	0.0014289255	0.0016434588	0.074643664	0.2334148	0.40142915	0.2853178	0.0021221316
e	2.3151875e-07	8.741845e-05	0.001223875	0.008634621	0.7161637	0.23647651	0.03741359
n	8.73039e-06	8.746911e-07	0.00012972954	0.14991622	0.43027645	0.14728463	0.2723833
ì	0.009339796	2.7496526e-05	0.00037335177	0.009326748	0.16920838	0.80557245	0.0061517977
c	4.125276e-08	7.470701e-06	2.5775456e-05	7.968839e-05	0.09905707	0.8345389	0.06629114
h	0.011882307	0.9737723	0.014004512	4.4085915e-05	0.00010130844	3.7216832e-05	0.00015807028
e	0.055502173	0.00040809915	0.008561385	0.012436835	0.33907533	0.12672485	0.4572914
</S>	3.5882704e-06	2.7305177e-08	2.2796885e-06	0.003549679	0.0030422125	0.08843428	0.9049679
