 	io	voglio	che	Maria	venga	qui	</S>
e	0.9756747	0.001056261	0.0004332824	0.000104939674	0.0002341754	0.0022836362	0.020213176
v	0.9887213	0.010766015	0.0005043966	6.038867e-07	1.8015456e-06	6.019263e-06	3.462659e-08
ò	0.6248997	0.2724216	0.06569588	0.0015020687	0.002546661	0.031432167	0.0015018989
t	0.051267866	0.9308523	0.016375447	0.0012297488	5.289717e-05	0.00013358418	8.820968e-05
è	0.0007223032	0.8993454	0.06952214	0.015622757	0.0052805836	0.003785535	0.005721438
l	0.0003185047	0.59299695	0.34632626	0.03800256	0.0024889281	0.008040567	0.011826165
o	1.672286e-06	0.043503754	0.12308634	0.0059831357	0.0010239067	0.0027448884	0.82365626
n	1.4821008e-07	0.09771145	0.8602955	0.028804762	0.006022638	0.0041787536	0.0029867226
a	6.1453966e-06	0.33221877	0.643432	0.00956187	0.013173402	0.0013449959	0.00026282083
r	1.2852168e-07	0.0061618825	0.41604573	0.4582847	0.08738609	0.01913468	0.012986899
t	0.00032756812	0.022334415	0.52521056	0.054891594	0.19672617	0.19369403	0.006815579
i	3.4568172e-06	0.01703716	0.4625943	0.0032726477	0.20683177	0.024742888	0.28551778
e	1.0932292e-09	0.00015804237	0.18181767	0.3326268	0.4465511	0.019231059	0.019615268
M	3.8441255e-09	7.866315e-05	0.0071973577	0.7227065	0.2605776	0.0053348346	0.0041050254
a	2.857097e-05	0.01183516	0.081097744	0.116060354	0.57028085	0.21373226	0.0069650053
r	5.565242e-05	0.016629353	0.011450106	0.22245605	0.39976785	0.29014763	0.059493363
ì	0.0015333629	0.48511502	0.034526084	0.07886765	0.30018872	0.08130928	0.018459829
a	3.1473373e-06	0.0016453316	0.010914738	0.41180632	0.24709515	0.26148486	0.06705043
e	1.5600236e-11	1.294322e-07	4.321234e-05	0.010802082	0.7166106	0.1470374	0.12550656
t	2.0177833e-09	6.7290284e-06	4.137271e-05	0.029155834	0.71332276	0.1712293	0.08624401
t	1.5838144e-09	8.503168e-06	2.0271404e-05	0.00068398094	0.8547777	0.1374153	0.007094152
ù	1.2055651e-06	0.001834573	0.0038088644	0.0007759445	0.22023167	0.60123515	0.17211266
</S>	3.137123e-07	2.4945699e-05	6.404597e-05	0.025827136	0.08185639	0.83184147	0.06038579
