 	vuole	vuole	mangiato	caldo	</S>
t	0.64787346	0.015013367	0.011269675	0.07276057	0.2530829
è	0.9799989	0.018490858	0.00083698647	0.00064875965	2.4610312e-05
l	0.9644158	0.035508964	5.167435e-05	1.1944061e-05	1.173245e-05
i	0.011328014	0.5888121	0.02211665	0.024918145	0.35282516
t	0.019652523	0.9684563	0.009833831	0.0013885394	0.0006688436
è	0.0035308516	0.9346449	0.061099757	0.00060926273	0.00011526385
l	0.00023630285	0.22062798	0.69708985	0.05038107	0.031664845
i	0.0004920973	0.45289582	0.3777879	0.07215842	0.09666571
f	1.7034787e-06	0.006559685	0.7546501	0.21975105	0.01903742
a	2.9650928e-05	0.0027885726	0.35533896	0.6349114	0.0069313543
m	4.3916075e-06	0.0023413268	0.41182584	0.530686	0.055142395
è	0.0018840096	0.020043897	0.9071752	0.068368934	0.0025281115
n	6.180548e-05	0.003944643	0.83171856	0.12328123	0.04099368
o	8.628987e-06	0.004120623	0.23549062	0.60228187	0.15809822
t	7.7203965e-10	7.1234786e-07	0.00061340304	0.87505645	0.12432945
r	4.817883e-05	0.00018030821	0.014981301	0.8805172	0.104273
e	0.00031227432	0.00048520532	0.001999016	0.8423809	0.15482263
m	4.3029966e-09	2.6105243e-07	0.00010323554	0.5373543	0.46254215
m	3.1556906e-06	0.00021311358	0.059544526	0.9361438	0.0040954
ò	0.111128815	0.111143395	0.021178614	0.75314593	0.003403236
</S>	2.793036e-06	0.00044415522	0.01235742	0.672189	0.31500664
