 	io	non	sono	ancora	pronta	bisogna	venire	alle	sette	</S>
e	0.9695026	0.00406219	0.0004172641	5.5847366e-05	0.00015445074	1.2503312e-05	1.2694513e-06	0.00013948951	0.0012805254	0.02437399
v	0.9634548	0.03402307	0.0023973985	4.8693026e-05	6.8910376e-05	1.659084e-07	4.550189e-08	2.0573054e-06	4.781572e-06	1.1185603e-07
ò	0.7664024	0.19534	0.028061025	0.0006896404	0.002814781	0.00013535089	4.332875e-05	0.00083564565	0.0052958955	0.00038192025
e	0.026495084	0.944615	0.028769715	8.714599e-05	2.942952e-05	3.456953e-07	1.4062181e-07	5.991267e-07	1.0022935e-06	1.6434939e-06
n	0.00012098848	0.6742095	0.3114158	0.014142991	0.00010233766	1.5485306e-06	2.1844862e-06	2.3986925e-06	1.4442332e-06	8.3066897e-07
ì	0.00032806175	0.2587737	0.7053976	0.034906823	0.0004532008	3.057558e-05	2.35513e-05	5.011256e-05	3.1708274e-05	4.5816923e-06
m	1.6073465e-05	0.0999739	0.8902805	0.0084462855	0.0011739167	2.8059743e-05	2.1142261e-05	1.2742593e-05	1.8178189e-05	2.92725e-05
e	4.93312e-07	0.08331563	0.75907075	0.07716014	0.002883235	0.00063893985	0.00032338945	0.00062626175	0.002811094	0.07316992
a	5.845602e-11	1.9343803e-05	0.08019983	0.89216876	0.027092041	0.0002441964	7.103959e-05	6.6028384e-05	4.3085798e-05	9.565203e-05
n	2.429551e-10	2.362211e-06	0.0033223366	0.9929611	0.002500403	0.00035850058	0.0007929473	3.9583992e-05	1.0698808e-05	1.2023224e-05
k	4.2858744e-08	2.7431834e-05	0.015889235	0.9700791	0.010979775	0.0022063784	0.0006102382	0.00016278458	3.974853e-05	5.118672e-06
ò	0.010679399	0.641172	0.22819382	0.01695605	0.044441633	0.00303312	0.00024215165	0.0037893346	0.01859019	0.032902308
r	1.2981601e-06	0.00020835784	0.031666625	0.2025479	0.72540176	0.035468817	0.0028123925	0.0004294669	0.00040542873	0.0010579883
a	1.0144779e-08	0.00070386106	0.047216326	0.2110818	0.5121414	0.01281122	0.000577512	0.003177792	0.005480408	0.20680968
p	1.2063113e-12	6.27868e-10	1.559442e-06	0.063081115	0.8409456	0.08937846	0.0028936549	0.0030809962	0.00032325953	0.0002953755
r	2.0578119e-08	7.973709e-06	0.00034955758	0.057977926	0.41732505	0.36637473	0.017654154	0.023849849	0.08371356	0.032747198
ò	6.3895186e-08	1.4904455e-05	0.0004189818	0.008172192	0.8537294	0.12836336	0.0013570804	0.002260936	0.0011394472	0.004543654
n	5.737453e-11	3.9412054e-08	6.8245117e-06	0.0032525233	0.3419586	0.64273417	0.006564234	0.0029704054	0.0009933138	0.0015198311
t	3.9970963e-10	1.2696444e-06	5.3814143e-05	0.010061677	0.49708855	0.4462334	0.0010780857	0.009606706	0.0058108666	0.0300657
a	8.155691e-11	5.541759e-07	1.2936721e-05	0.0018883627	0.76362747	0.06624628	0.00026322465	0.070049174	0.027847003	0.07006504
n	1.7195979e-12	5.768284e-10	6.318346e-08	0.00041453997	0.02116697	0.74280345	0.12026704	0.102472566	0.0052396916	0.0076356507
g	8.0647325e-08	1.2563114e-06	7.599423e-06	0.0014903852	0.021173118	0.8989858	0.042184	0.031803176	0.0034877327	0.00086681976
h	3.979852e-05	0.0011911863	0.0048150155	0.024619984	0.06661767	0.21534343	0.02324913	0.18729241	0.37003165	0.10679976
ì	5.24128e-08	7.449795e-06	0.00010028471	0.0009180163	0.22676948	0.61247545	0.020831874	0.08480371	0.026113816	0.027979841
z	1.7051713e-10	1.8897923e-08	4.4117672e-07	7.340751e-05	0.006398353	0.87684613	0.022690132	0.065325245	0.015776338	0.012889921
i	5.6036824e-09	1.3828641e-05	0.00013431862	0.002889212	0.15967132	0.71735525	0.013866174	0.038548212	0.016062042	0.051459674
n	4.7835325e-12	1.9192539e-09	6.7371964e-08	2.6157999e-05	0.0016304912	0.04061512	0.0028181258	0.65878844	0.21143313	0.08468851
a	1.0231554e-08	8.5695746e-07	1.7559292e-06	5.7366244e-05	0.0007243434	0.14876282	0.010559583	0.64242744	0.14754614	0.049919616
r	2.3036463e-11	1.8463052e-09	3.971167e-08	6.3921602e-06	2.9891315e-05	0.012225212	0.20178929	0.5366166	0.16631892	0.08301367
t	7.341626e-07	1.5685199e-06	2.1899077e-06	4.9518185e-05	0.00078928756	0.074476875	0.016726317	0.45458654	0.44136178	0.012005182
i	7.695812e-08	5.3849258e-06	2.4165414e-05	0.00036857682	0.00908184	0.00355191	0.0005587803	0.5966039	0.3602874	0.029518066
s	6.6992705e-12	5.041317e-10	1.0176192e-08	6.617694e-06	1.8194938e-05	0.006310455	0.015077928	0.69621134	0.18922856	0.0931469
t	4.858858e-07	6.994564e-06	5.2342316e-06	3.7927173e-05	0.00012014143	0.009055036	0.0040635066	0.6470016	0.33016536	0.00954368
e	2.0096472e-07	6.0943858e-06	1.7142716e-05	0.00025546728	0.0019085567	0.0017174226	0.0005283837	0.40161008	0.5558809	0.038075738
s	1.1282731e-10	8.294686e-09	7.8626755e-08	7.6157608e-06	1.0025853e-05	0.002500589	0.018391315	0.44424698	0.2897035	0.24513991
e	3.2852843e-06	2.1206464e-05	1.0846759e-05	4.226267e-05	5.8651847e-05	0.003560758	0.0039041354	0.53986883	0.43604267	0.016487412
t	3.654084e-11	1.6222588e-09	2.4778105e-08	7.044927e-06	9.883493e-06	0.0018774893	0.007898249	0.21366026	0.5293455	0.24720155
t	1.9090821e-08	1.0706699e-07	2.3107157e-07	1.5092057e-05	2.3231294e-05	0.0046432405	0.0027814033	0.34160408	0.6099491	0.040983498
ò	1.0932973e-06	2.3952509e-05	0.00010908384	0.0024986155	0.010358401	0.0025260886	0.0012350645	0.28506264	0.65181935	0.046365708
</S>	3.0695634e-08	2.528874e-07	6.87732e-07	1.1388162e-05	1.2670728e-05	0.0024792897	0.0032777367	0.15281573	0.48547557	0.35592663
