 	ho	messo	uno	specchio	sul	muro	</S>
è	0.9844207	0.0026148397	6.4964166e-05	1.6063902e-06	0.00021854325	1.8198145e-05	0.012661138
v	0.34424502	0.6557534	1.6648638e-06	1.405715e-10	7.2789477e-09	1.0453312e-12	7.4412765e-10
a	0.014830796	0.8524135	0.044464268	0.029745458	0.010023355	0.016502513	0.03202018
l	0.004926044	0.8738266	0.10196071	9.991887e-05	0.009261891	2.8655027e-06	0.009921924
a	5.949054e-06	0.03759315	0.8001707	0.048165306	0.014344012	0.0074898913	0.09223099
è	2.2993041e-05	0.08859119	0.8360421	0.02656404	0.020674614	0.00062760105	0.027477529
n	6.549794e-07	0.0024684083	0.9756318	0.011403283	0.004793744	0.00056217075	0.005139992
a	0.00020615107	0.03929588	0.81827354	0.043698706	0.0031180072	0.008378141	0.08702958
n	3.984281e-09	1.579423e-06	0.017419016	0.92995644	0.040450204	0.0017270278	0.010445699
j	0.00020094814	0.0005285011	0.042401057	0.9496474	0.0034368979	0.002619296	0.0011659709
a	0.007985736	0.59605306	0.22196501	0.03510902	0.11218271	0.0032598898	0.023444619
l	8.76083e-08	1.5045635e-05	0.0047233473	0.26025504	0.49932167	0.073719725	0.16196509
ì	0.0112472465	0.11348778	0.31353217	0.09987133	0.3952349	0.042454813	0.02417181
s	1.6500505e-06	0.0002066437	0.00913053	0.023117078	0.2620008	0.37882388	0.3267194
t	2.985015e-06	0.00016319497	0.012233194	0.034429573	0.5091733	0.044761356	0.39923644
o	9.22996e-08	2.113953e-06	3.079933e-05	0.00013475436	0.95668596	0.023327585	0.019818636
t	3.9244616e-09	7.496845e-09	9.477452e-07	0.074843004	0.10879592	0.17556588	0.6407942
ì	0.00010315858	1.743402e-06	8.622621e-06	0.022180783	0.22123997	0.6853218	0.071143985
c	9.379151e-09	2.0664282e-07	1.4464692e-05	9.661119e-05	0.004306199	0.55908036	0.43650216
h	0.08193053	0.910203	0.0016209935	0.0008520592	0.0013936454	2.4582356e-05	0.0039752177
o	1.8458404e-06	2.9771127e-05	0.00012526788	8.369545e-05	0.83205783	0.050851822	0.11684984
</S>	5.7065846e-10	1.0328443e-09	2.5974481e-08	0.00015153008	0.0022326286	0.09399552	0.9036203
