 	è	che	stanno	ancora	alzati	</S>
è	0.93218374	0.002501865	0.0030131992	0.00082929706	0.0010614344	0.060410433
n	0.97366774	0.026327942	4.2762717e-06	2.7198734e-09	1.11939076e-10	4.342548e-10
a	0.9433459	0.024956172	0.016377937	0.0010813853	0.00069970026	0.013538991
s	0.015874833	0.25037062	0.7325186	0.0009471636	0.00013101078	0.00015775241
t	0.0004730341	0.3033298	0.60654974	0.08179313	0.0073801847	0.0004741576
a	0.13488637	0.5749701	0.27322933	0.0008232882	0.0007650605	0.015325804
s	1.23651e-06	0.3362427	0.6462913	0.014725087	0.0018567545	0.00088295975
ù	0.0003430933	0.6063539	0.34580866	0.043206606	0.0041398825	0.00014785473
n	1.2855438e-05	0.20158648	0.47852117	0.17649044	0.017835386	0.1255537
e	9.441748e-05	0.05195895	0.38724598	0.42432395	0.009585387	0.12679128
a	2.2569985e-10	5.0375224e-06	0.007413295	0.91916835	0.03165764	0.0417557
n	1.0696124e-07	6.5900465e-05	0.00088958244	0.92803127	0.048536148	0.02247702
k	1.961409e-05	0.0012347305	0.005627788	0.91087395	0.078330286	0.003913678
ò	0.4152534	0.5509932	0.02242317	0.0033452844	0.006201349	0.001783574
r	9.358003e-06	0.010633623	0.01934917	0.3131153	0.032596175	0.62429637
a	2.0815984e-05	0.007847293	0.20790674	0.5896471	0.008957375	0.18562073
o	4.036657e-11	1.2468988e-08	9.407784e-06	0.034724668	0.54516226	0.42010367
r	3.0765012e-08	2.0776467e-06	1.0684405e-05	0.024682447	0.5795137	0.39579108
t	0.00049610715	0.00013953919	0.00026514087	0.33382124	0.5784895	0.08678849
ì	5.2740925e-05	0.0016588588	0.022995902	0.025842562	0.7846214	0.1648285
</S>	6.0857786e-08	4.7035196e-06	1.4277428e-05	0.007184118	0.30808324	0.6847136
