 	io	non	so	cosa	è	da	scrivere	</S>
e	0.9759523	0.003072467	0.0005018057	0.00019459928	2.9717947e-05	0.0008777633	0.00013805355	0.019233253
v	0.99453545	0.004565015	0.0008232491	6.359795e-05	1.5212115e-06	1.1094964e-05	3.474329e-08	6.999862e-08
ò	0.8268889	0.13855757	0.012184242	0.006610053	0.0006468364	0.013688501	0.00030022007	0.0011236463
e	0.027983885	0.9543288	0.017393239	0.00021390681	3.4310022e-05	1.6591814e-05	2.2218069e-06	2.7060307e-05
n	6.286665e-05	0.44243106	0.5562029	0.0011409576	0.00013023392	1.5706655e-05	2.1746748e-06	1.4112881e-05
e	0.0001035632	0.34533998	0.6498329	0.003413	0.0012092972	7.455232e-05	1.3526182e-05	1.3101963e-05
s	2.6166254e-07	0.015008159	0.9753817	0.008379908	0.00092724356	0.00012192165	3.7683072e-05	0.00014321573
s	7.522065e-05	0.09110861	0.83506674	0.053499673	0.01822473	0.0017710854	0.0002103307	4.3613196e-05
è	8.616685e-06	0.009804499	0.96081406	0.018241646	0.00075528835	0.00038519502	0.00029738454	0.009693467
r	1.4796503e-06	0.01235755	0.6304812	0.24767055	0.09882316	0.0040090196	0.0015942511	0.00506282
o	2.687003e-08	0.0345871	0.6714915	0.11596019	0.026058055	0.015163684	0.0016989041	0.13504052
t	4.326113e-11	6.0101615e-07	0.13422367	0.7763397	0.04531626	0.015321463	0.008865227	0.019933127
i	3.3815546e-09	1.5394595e-05	0.49505302	0.47210455	0.017063377	0.006647371	0.006824776	0.0022914978
e	5.8719196e-10	1.7453422e-06	0.01025578	0.32654124	0.3300958	0.09665478	0.16619341	0.07025722
n	5.5889218e-09	9.0882695e-06	0.0117856	0.2279001	0.5642468	0.06947373	0.10753639	0.019048331
a	2.9868403e-07	3.3529755e-05	0.020101912	0.11733075	0.62926245	0.07512694	0.15351994	0.004624182
g	4.02276e-10	2.4977683e-07	0.0005599305	0.020157287	0.21296696	0.21984768	0.5024873	0.043980565
r	0.00044287974	0.0021140452	0.0024916145	0.044258907	0.13816494	0.7219958	0.083489105	0.0070427563
à	4.2714546e-06	9.214344e-05	0.0018449877	0.017976403	0.09816283	0.34235695	0.47910646	0.060455907
s	2.3439055e-07	9.097817e-06	0.0009999982	0.0112223085	0.16906963	0.3923006	0.31747106	0.10892709
s	1.174612e-09	0.00016372834	0.019244954	0.03249052	0.028224736	0.7962926	0.031434625	0.09214877
o	4.327043e-10	1.1557918e-06	0.00057639525	0.0011422002	0.00034704737	0.6630948	0.063380145	0.27145815
</S>	1.07476415e-11	2.3032756e-09	8.494614e-06	4.048359e-05	0.0001911291	0.013016849	0.3729671	0.613776
