 	lo	posso	finire	di	scrivere	</S>
o	0.34029567	0.018654939	0.05047156	0.017745981	0.01014979	0.56268203
s	0.6310098	0.3628329	0.0045341155	0.0016107737	4.3152377e-06	8.062886e-06
ò	0.68692493	0.24413633	0.05996113	0.008556831	0.0001946043	0.00022620051
z	0.09703787	0.8875459	0.013076185	0.0008825103	0.00012788316	0.0013296857
o	0.020289779	0.11649073	0.052149776	0.0016096629	0.0002222726	0.8092378
s	0.0003107128	0.9115021	0.07900835	0.0040424485	0.00017949747	0.0049568475
p	0.009733407	0.38310185	0.5799188	0.02264964	0.0016605684	0.0029357506
i	0.032059282	0.26167214	0.5330966	0.0121994475	0.0002638895	0.16070856
c	2.7045462e-06	0.014154239	0.90775436	0.03221422	0.0031470696	0.042727526
c	0.014282704	0.0032521766	0.7472303	0.19016936	0.010585029	0.03448044
è	0.31603947	0.021959595	0.61369795	0.0470288	0.000329389	0.0009448419
t	0.0014976771	0.060878795	0.5558838	0.11140714	0.0360139	0.23431863
s	0.0034262997	0.07686517	0.5226711	0.15010059	0.07118575	0.17575103
i	8.21701e-05	0.00270583	0.37282678	0.10942078	0.009906126	0.5050583
à	5.907077e-08	8.4658204e-05	0.01152764	0.6406691	0.16203474	0.18568383
t	1.9605416e-06	0.00080657064	0.008386744	0.7184236	0.1765537	0.09582741
s	3.0306655e-06	7.765125e-05	0.0148746185	0.4616124	0.4959146	0.027517712
e	6.479965e-05	0.00034185188	0.025170617	0.5092051	0.34622276	0.118994884
g	1.1588612e-09	3.0164165e-07	0.00034920854	0.14842899	0.6000744	0.25114715
r	4.3943496e-06	1.3390032e-05	0.00020736942	0.7037749	0.24502839	0.05097148
à	0.00042824604	0.0020555202	0.0029196562	0.1068516	0.52536523	0.36237964
t	8.888812e-08	2.6221176e-05	0.0005104002	0.09516116	0.5835125	0.3207896
s	2.1312238e-07	2.7183407e-05	0.0020188428	0.2813632	0.54841506	0.16817547
i	1.6896687e-06	7.6832905e-05	0.00046411288	0.083682254	0.19749187	0.71828324
</S>	8.159803e-10	3.6611176e-08	2.1032423e-05	0.0015308465	0.16516946	0.8332786
