 	dopo	Giovanni	é	tornato	a	casa	</S>
d	0.9999293	8.808142e-07	6.8311867e-09	8.099221e-08	3.78793e-07	1.1746765e-05	5.7546313e-05
ò	0.9982753	0.0002507917	0.00014317945	0.00020406047	0.00044875604	0.00065225223	2.5728328e-05
p	0.9998184	0.00017727332	1.481366e-08	1.03026835e-07	1.3099498e-07	2.252109e-06	1.9012339e-06
u	0.064451985	0.17033094	0.0030268284	0.0020944716	0.006292389	0.040934302	0.7128691
o	0.001042525	0.9967649	0.00038576924	0.00018204228	0.00020603478	0.0009543392	0.00046427685
G	2.230337e-07	0.9974281	0.0025513284	8.2471815e-06	6.9476114e-06	4.1371977e-06	1.0530158e-06
i	0.00036718964	0.02760902	0.0054453644	0.004012511	0.012746493	0.8797723	0.07004704
o	1.1850556e-05	0.98763925	0.008129377	0.0017945288	0.001172803	0.00088848965	0.00036363024
v	1.4046153e-08	0.9601328	0.039534703	0.00020369438	7.672349e-05	3.9709706e-05	1.2336151e-05
à	0.008318667	0.68556106	0.05816561	0.0417383	0.08673263	0.11840695	0.0010768049
n	0.0002779101	0.29222497	0.48296463	0.19213773	0.02218964	0.005676074	0.0045290003
n	7.4325355e-05	0.37575775	0.04939198	0.09224359	0.090156175	0.021620102	0.3707561
i	2.5630934e-06	0.1264207	0.2920231	0.03647509	0.07887438	0.055319954	0.4108842
j	1.913945e-10	0.002692736	0.98958683	0.0027302958	0.0018933302	0.001396098	0.0017006343
ù	0.00033056716	0.2554802	0.24391744	0.026596043	0.034042437	0.37679246	0.06284081
r	2.081429e-06	0.010458218	0.09314254	0.7014044	0.12640794	0.02960359	0.038981203
i	1.5157143e-06	0.06017255	0.04681659	0.25034818	0.16542926	0.04673343	0.43049848
s	5.7233468e-11	9.69052e-05	0.05724735	0.18963541	0.54836625	0.13129073	0.07336338
e	2.5173686e-05	0.0028582357	0.0146022	0.2005655	0.7247226	0.03986651	0.017359732
è	7.574409e-11	1.0332845e-05	0.006219579	0.05428343	0.4900525	0.40570948	0.043724623
s	2.4183447e-07	2.9183273e-05	0.003247324	0.16714342	0.60388416	0.2106553	0.015040383
s	9.339897e-05	0.002885361	0.00069779734	0.12511119	0.74829435	0.07339211	0.049525797
u	3.1203732e-07	0.00023905588	0.00010408856	0.0051174634	0.12885775	0.7898707	0.075810656
</S>	9.762438e-11	1.54325e-06	0.00013794162	0.0004305869	0.044440445	0.48158047	0.473409
