 	possono	essere	ancora	svegli	</S>
i	0.6129658	0.014675944	0.0054401215	0.12017878	0.24673928
s	0.8793951	0.118144915	0.0024249495	2.6418784e-05	8.567073e-06
ò	0.9186193	0.074329965	0.0065825167	0.00036771302	0.00010051296
z	0.79615706	0.19636388	0.0017355331	0.0023147725	0.0034287611
o	0.13622501	0.52441806	0.0064668236	0.04846418	0.28442585
n	0.0008420671	0.96423495	0.024577053	0.003137201	0.0072086775
e	0.045186218	0.82955647	0.1239487	0.00060429814	0.0007042553
ì	8.629256e-06	0.34818467	0.55115724	0.0731439	0.027505623
n	0.00017347538	0.4491607	0.40299883	0.12414747	0.023519574
e	0.0018240223	0.29458985	0.61999106	0.05931998	0.0242751
a	4.8591275e-08	0.0006301654	0.40078184	0.56657016	0.032017734
n	5.7949603e-07	0.00018810136	0.34131452	0.63299865	0.025498133
k	0.0003829929	0.0073159854	0.9337507	0.05682208	0.0017282421
ò	0.8501772	0.10965914	0.008658217	0.02944905	0.0020562843
r	0.00030266072	0.0026402578	0.059953682	0.8456016	0.09150181
a	0.00017150248	0.013308418	0.07198931	0.8922448	0.022285994
a	1.900088e-10	3.7358726e-07	0.022110792	0.9108234	0.0670654
t	3.7002714e-08	1.5588215e-06	0.008605635	0.8678028	0.12358991
s	9.565436e-06	1.8634553e-05	0.37071916	0.60310304	0.026149582
ù	0.03229079	0.017420955	0.34414396	0.14047398	0.46567035
n	1.9553309e-07	9.75148e-06	0.0031140689	0.91799057	0.07888546
n	2.7720973e-05	8.587963e-05	0.010706735	0.97060883	0.018570816
i	3.5795736e-06	3.0682927e-06	0.00064659223	0.8629975	0.1363493
t	2.2210387e-09	7.230303e-08	0.00084961386	0.21117517	0.7879752
i	2.2082686e-05	9.0706664e-07	0.015511159	0.6435779	0.34088796
</S>	1.5595903e-09	3.205223e-08	0.00017176328	0.011431138	0.98839706
