 	qui	dentro	deve	mettere	un	tappeto	</S>
c	0.914919	0.017679632	5.8355065e-05	0.0018991762	0.0003630169	0.017980661	0.04710017
i	0.0011796894	0.18759945	0.07526962	0.7106396	0.0027327635	0.018828915	0.003750027
ù	0.051847722	0.9435804	0.000953696	0.0033484665	3.3328586e-05	0.00023448461	1.7944418e-06
m	0.041562293	0.938493	0.019666873	0.00012201701	4.746707e-05	9.279237e-05	1.5516154e-05
è	0.007218666	0.95245063	0.012246946	0.007840026	0.0005298469	0.010842187	0.008871634
s	0.0006672929	0.9807397	0.015181542	0.00090161763	0.00019227457	0.0015784755	0.000739031
a	0.023351029	0.9298801	0.0021984791	0.0029152294	0.00036911023	0.0036470701	0.037638955
è	0.0001903244	0.22259137	0.7571109	0.009210634	0.0038375831	0.0046798415	0.0023791753
n	0.0001408457	0.013935782	0.9741009	0.0009081973	0.008287674	0.0019539353	0.0006727381
a	0.0027386148	0.16722786	0.616826	0.031295296	0.10792971	0.019484105	0.054498333
v	6.6178677e-07	2.9338173e-05	0.8492716	0.028469779	0.092230156	0.019539487	0.010458908
à	1.7551265e-05	0.0074763307	0.02416988	0.34520707	0.0414366	0.5688569	0.012835633
l	5.6403846e-06	0.0016950776	0.13458994	0.28655934	0.46464893	0.08285228	0.029648867
i	1.4306202e-05	0.008539574	0.0011349606	0.97530115	0.0027808512	0.0023339584	0.009895277
è	1.2164059e-08	1.1059063e-07	0.00030490113	0.022704532	0.75892276	0.13579577	0.0822718
n	4.5995733e-07	1.0772226e-06	0.002345049	0.0010829982	0.89552313	0.0771346	0.023912622
a	3.458447e-05	1.4840802e-05	0.000732999	0.020733792	0.8432564	0.053859096	0.08136829
t	1.46809445e-08	5.124297e-09	8.426005e-06	1.2860075e-05	0.50559217	0.42113718	0.073249385
a	2.8089615e-05	3.0550657e-07	4.3961074e-05	0.00046607188	0.889642	0.085139535	0.024680028
p	1.3173556e-08	7.549412e-09	1.9020326e-05	2.196733e-06	0.13734129	0.68055654	0.18208095
p	2.2672592e-05	0.000111767215	6.2275256e-05	0.0014035987	0.08323967	0.9116975	0.0034625307
è	0.24185264	0.011296644	8.061391e-05	0.44243106	0.028640714	0.26636955	0.009328784
t	3.214725e-07	1.0330402e-05	6.1037004e-05	0.00022673026	0.17758803	0.74981	0.07230361
o	2.3574029e-07	4.2055117e-07	3.6418257e-06	0.0005220355	0.05029965	0.57207245	0.37710163
</S>	5.159994e-09	5.12966e-10	4.2927613e-08	4.2535362e-07	0.0017629024	0.13161922	0.86661744
