 	la	madre	e	il	padre	non	è	non	è	che	li	dimentichiamo	mai	perchè	ci	hanno	dato	la	vita	e	amore	</S>
i	0.8278791	0.016856695	0.0010281826	0.00040228706	0.0018393758	3.9367304e-05	1.9491481e-05	2.4398394e-05	1.2149626e-05	4.44813e-05	0.000103228405	0.0006487777	0.0002227967	7.233343e-05	8.281751e-05	9.832126e-06	0.022536032	0.00053438096	0.003169267	0.00094095955	0.003891364	0.11964278
m	0.7106134	0.16890271	0.0059535536	0.009029254	0.100201555	3.0346604e-05	8.4417035e-05	3.6446116e-05	4.806233e-05	7.15958e-05	0.0001358459	6.184995e-05	3.8208247e-05	1.2147859e-06	1.126652e-06	1.6533895e-07	0.00478	3.3069146e-06	4.910176e-06	3.9512867e-07	4.4065896e-08	1.5603919e-06
à	0.096240886	0.044386674	0.005960415	0.0073336526	0.054424312	0.002688771	0.002162789	0.0022071537	0.0024299389	0.0033725984	0.0047566956	0.006239016	0.003978296	0.0018883287	0.0009490822	0.0007192622	0.74560887	0.0047365515	0.0051572244	0.0017832107	4.2956748e-05	0.0029334342
n	0.0032926523	0.9622133	0.033573125	0.0004798289	0.00042613418	7.1111924e-07	1.423759e-06	4.6669575e-07	6.1277177e-07	5.4389983e-07	8.460759e-07	7.37224e-07	3.853794e-07	5.446797e-08	4.911282e-08	9.680134e-09	6.397303e-06	1.4446933e-07	6.0722317e-07	1.316318e-07	2.5701934e-07	1.4820503e-06
a	0.7466585	0.19632824	0.035969738	0.0015292853	0.0004911899	5.9955422e-05	3.480151e-05	3.0682684e-05	7.56363e-05	7.723652e-05	9.0749025e-05	2.321548e-05	1.7296217e-05	1.5462456e-05	1.1783701e-06	1.9940705e-06	0.0019866885	5.984933e-05	0.00028592112	8.471526e-05	0.00032023052	0.015857419
c	0.00012536297	0.15185945	0.83127725	0.014891589	0.0015680151	8.543519e-05	7.279766e-05	2.4946854e-05	1.6367538e-05	2.1104324e-05	2.5823254e-05	6.693997e-06	4.689521e-06	2.931395e-07	2.1288496e-07	3.0912915e-08	1.7330334e-05	4.216626e-07	4.5368662e-07	9.3903225e-08	2.4691062e-07	1.2435987e-06
e	3.1617492e-05	9.706087e-05	0.001731271	0.05949995	0.17550875	0.29752406	0.04973261	0.080714546	0.059580367	0.040876947	0.023149844	0.009188796	0.0037747417	0.007609769	0.00049477234	0.0030095137	0.15434857	0.008508303	0.008065004	0.005966774	0.00015137641	0.010435338
o	4.8882225e-06	0.015104744	0.93574506	0.04567582	0.0017890926	0.00045008547	0.0005380882	0.00017184102	0.00022373043	0.00011827762	0.00010485604	1.6931028e-05	1.3337817e-05	2.0811035e-06	5.746245e-07	4.1236493e-07	3.057159e-05	1.8414834e-06	2.5301931e-06	6.882341e-07	1.3312368e-06	3.2117416e-06
c	6.44842e-08	0.00012789729	0.8618163	0.12827489	0.003515848	0.0030386876	0.001686155	0.0006105218	0.0004141194	0.00028429995	0.00018371407	1.9047402e-05	1.6344786e-05	1.7967565e-06	8.0217256e-07	3.9835402e-07	6.747814e-06	9.4709867e-07	4.2936384e-07	1.3060846e-07	3.5189203e-07	5.676772e-07
i	0.01234891	0.0056648264	0.0017701484	0.025389262	0.13393192	0.07322201	0.01942495	0.03652295	0.021969104	0.028194392	0.022667984	0.025859237	0.0058316104	0.004154206	0.0007821684	0.0009141546	0.5511791	0.0076764077	0.0075271786	0.0036421055	0.00014106819	0.011186259
