 	la	donna	è	capace	pulire	deve	pulire	la	casa	ogni	giorno	</S>
e	0.89741516	0.012993848	0.00022485574	6.544337e-05	0.0004513031	1.0182684e-05	0.0015081351	0.00016150606	0.0024700367	0.0015469409	0.010016933	0.07313565
j	0.119383626	0.8778359	0.0008821928	0.0002007532	0.0016154081	1.4052318e-06	5.6779696e-05	3.5933165e-06	1.6514634e-05	3.3283875e-06	3.207282e-07	1.679274e-07
i	0.08579685	0.17922373	0.06449833	0.020550657	0.1205177	0.014311424	0.11996757	0.030772062	0.1675258	0.13303033	0.033982243	0.029823396
n	0.0011132546	0.9149819	0.06607828	0.017037774	0.0007683149	3.6516642e-06	1.0331931e-05	3.4457853e-06	2.0750554e-06	8.5782693e-07	2.0612667e-08	6.7010504e-08
è	0.68729717	0.2734651	0.036659673	0.0025298465	2.9754245e-05	4.840069e-06	3.3382448e-06	4.3235664e-06	2.2823783e-06	2.7017768e-06	1.7903174e-07	7.7949244e-07
k	0.002696504	0.6568005	0.31002197	0.029694432	0.0006435988	5.7743615e-05	4.086377e-05	1.1388147e-05	1.20513705e-05	6.8739823e-06	6.6770267e-06	7.4351988e-06
a	0.3394826	0.53535867	0.0604256	0.0013913652	0.00013766183	0.00014487238	9.350952e-05	8.436344e-05	0.00015616902	0.0003674157	0.0013039459	0.061053872
è	4.8222105e-06	0.14281201	0.6764267	0.17758358	0.0028606248	0.0002171653	5.6073564e-05	2.302563e-05	8.744095e-06	2.357986e-06	9.06009e-08	4.870151e-06
n	4.634738e-06	0.01542597	0.5668042	0.40656132	0.008860096	0.0021222192	0.00012402261	5.411831e-05	2.043636e-05	8.718873e-06	6.3494276e-06	7.884647e-06
e	0.00079579017	0.13061543	0.7049837	0.14542806	0.004086367	0.005559096	0.0005578749	0.0015445675	0.0003939188	0.0008070538	0.0015849513	0.0036431516
k	7.2393384e-08	0.00020277812	0.13614504	0.6728282	0.18467122	0.0049054623	0.00087593717	0.00026246608	6.9025744e-05	1.3667273e-05	6.1576935e-07	2.5563942e-05
a	0.00023803154	0.061995726	0.25825578	0.03003701	0.4399783	0.04215775	0.04654688	0.014116836	0.03467157	0.047387592	0.008019454	0.016595105
p	5.720599e-09	5.430865e-05	0.05552369	0.77066654	0.16906597	0.0035795069	0.00093961816	0.000120605226	2.5794749e-05	6.684663e-06	2.4860043e-07	1.6950102e-05
à	0.0010480871	0.027530394	0.10250647	0.06560201	0.7354441	0.031419184	0.013525306	0.0073323697	0.0037410941	0.0077601518	0.00075875665	0.0033320293
c	4.9094734e-08	5.2904627e-05	0.019122243	0.89289564	0.07887746	0.008340472	0.00050561404	0.0001341606	1.9005169e-05	1.5180416e-05	1.3720145e-05	2.3591603e-05
e	0.11751672	0.13665493	0.40705204	0.14940351	0.03427926	0.0016752076	0.00025595256	9.3741626e-05	8.575873e-05	0.00010865718	0.00054510654	0.15232907
n	2.0798119e-09	8.3286636e-07	0.0002156514	0.29731497	0.6841434	0.006925647	0.009771125	0.0014535023	0.00010350313	2.3452656e-05	4.263574e-06	4.362882e-05
a	3.3927317e-05	3.9492934e-05	0.0010719118	0.64572257	0.3413734	0.004789897	0.0044900016	0.0018722422	0.00015446692	0.00011008732	1.3280972e-05	0.0003287135
p	8.802441e-09	1.2840076e-07	3.161074e-05	0.034387697	0.5321679	0.26589116	0.1581135	0.0077902894	0.0013623692	9.9029996e-05	9.797987e-06	0.00014649858
u	2.5680743e-05	6.0945393e-05	0.00025189377	0.0009175423	0.6475075	0.1177134	0.18927805	0.011962402	0.012762955	0.012280717	0.0023963056	0.004842587
l	5.2523284e-09	1.4502574e-06	0.00034728358	0.05169147	0.11752286	0.5194743	0.28707996	0.02103169	0.0020882601	0.00030708584	1.0416748e-05	0.00044519902
i	0.00067798764	0.002474601	0.0034931544	0.011705955	0.6750872	0.15180987	0.124813624	0.01874229	0.004042849	0.0049139545	0.00045824368	0.0017802545
z	6.0337246e-09	1.2226354e-06	0.00010939282	0.06935818	0.13893878	0.3884626	0.36035606	0.040038876	0.002186512	0.00027336902	1.5616353e-05	0.00025940328
z	0.0018506912	0.001876416	0.001570769	0.015033717	0.30393848	0.3605711	0.24218526	0.058485117	0.0065103304	0.0067899833	0.00039472652	0.000793371
è	0.44910753	0.2045261	0.013100007	0.11962219	0.091421194	0.0042775697	0.090187415	0.014411089	0.003510433	0.0006969153	3.640099e-05	0.009103191
s	3.72616e-08	2.994622e-06	5.991444e-05	0.012328933	0.07865577	0.5130603	0.35490772	0.03549485	0.0028368542	0.0009476497	0.0012341761	0.00047073915
s	6.796829e-06	1.9722045e-05	1.5131414e-05	0.0006259103	0.22408587	0.018053029	0.7121512	0.017435014	0.010286634	0.0019793743	0.0031754337	0.012165845
i	3.9672004e-06	9.30667e-06	5.15905e-07	0.0001364964	0.0967241	0.00041728103	0.8505814	0.009060442	0.025554214	0.0020194564	0.0006987612	0.014794088
è	2.644561e-10	9.030509e-10	7.06505e-09	3.6955503e-06	0.00065489585	0.02321338	0.71412736	0.19953586	0.058090042	0.0023232216	0.0005877403	0.0014637264
n	3.3291187e-08	5.0096908e-08	1.0118392e-06	0.00011243585	0.0013527554	0.26491588	0.57947165	0.114794925	0.035180047	0.0020569195	0.0017349666	0.00037926954
a	8.350706e-06	4.6930603e-07	1.3802357e-06	0.00012519365	0.007263108	0.10643447	0.58459646	0.22154827	0.040295687	0.012922746	0.01795521	0.008848593
p	1.4601199e-09	3.509239e-09	5.740286e-08	1.0713461e-05	6.545221e-05	0.015574518	0.076055475	0.6477493	0.22954558	0.027647516	0.0009943612	0.0023569663
u	5.4968015e-05	6.3903876e-06	6.2141555e-07	6.5835575e-06	0.004816021	0.031465214	0.37581652	0.26518765	0.2608269	0.05010912	0.0052081402	0.006501852
l	3.340137e-10	1.362941e-08	8.080323e-08	3.5445766e-05	0.00040315615	0.0056192596	0.05546476	0.77216285	0.13065867	0.028190289	0.0010393019	0.0064261444
i	0.0003051559	6.779409e-05	4.369693e-06	3.974588e-05	0.00708174	0.023914974	0.23948658	0.4982332	0.18262799	0.043865316	0.0023536822	0.0020194703
z	8.866802e-10	2.0198616e-08	7.098787e-08	2.1591719e-05	0.0003127843	0.0027983512	0.060672075	0.71114844	0.17159611	0.0441279	0.0015625008	0.0077601317
z	0.0019234769	9.3667666e-05	2.831914e-06	2.5030897e-05	0.0018436257	0.010580617	0.07632351	0.58422583	0.22315985	0.09647482	0.0032417425	0.0021049506
è	0.25598064	0.06185135	0.00053894223	0.033425037	0.033651087	0.00066850375	0.07341771	0.20858082	0.28667715	0.03297261	0.00045359298	0.011782487
s	2.4647906e-07	2.159267e-06	4.77801e-06	6.898287e-05	0.00026565787	0.008564891	0.0998907	0.48606342	0.189587	0.15631184	0.041982573	0.017257784
s	4.3751647e-06	2.4422998e-06	4.8071837e-07	1.4499157e-06	0.00026601367	0.00033781226	0.22917418	0.11882788	0.50638056	0.1071573	0.017013716	0.020833801
