 	le	ragazze	vogliono	guardate	</S>
t	0.59527564	0.009647541	0.0071662166	0.022501888	0.36540866
a	0.9939262	0.0056449682	0.0003438389	6.495026e-05	2.0062804e-05
k	0.42739663	0.56979614	0.0027353172	5.2086954e-05	1.9780502e-05
o	0.54895866	0.12121608	0.1056706	0.17266151	0.05149318
r	0.002953754	0.92673564	0.056723274	0.00396683	0.009620396
à	0.31002304	0.58704865	0.08844208	0.013889061	0.0005970686
s	0.006689105	0.5893614	0.30223802	0.04815173	0.053559687
i	0.062023353	0.16510618	0.13412774	0.15604703	0.48269573
a	3.2806523e-07	0.04179	0.7642528	0.09582153	0.098135404
t	1.4910191e-05	0.044631124	0.7948596	0.062762074	0.09773234
è	8.994438e-05	0.04579645	0.8835069	0.06772328	0.0028834606
l	2.7769016e-05	0.003760984	0.2960481	0.4597414	0.24042171
o	0.034768973	0.21536629	0.24655534	0.07130843	0.43200094
n	3.2250394e-08	8.188497e-05	0.054972615	0.86125296	0.08369259
e	0.00020817704	0.001299181	0.20191063	0.78697294	0.009609114
k	2.0353668e-09	1.1455613e-05	0.01471186	0.90308243	0.0821942
a	0.0041317875	0.010103336	0.08042587	0.894902	0.010437021
n	2.0010717e-08	3.0389036e-05	0.003967424	0.7651922	0.23080991
o	0.0011426937	0.0014791723	0.017158518	0.9642302	0.01598941
n	1.1922262e-09	1.7202123e-06	0.0013386619	0.7684013	0.23025827
i	0.0012203085	0.00075549236	0.008243004	0.97221506	0.017566202
m	2.1241238e-09	2.2080517e-06	0.0009210053	0.6478019	0.3512749
m	0.0012300259	0.004643685	0.010108461	0.9788892	0.0051284814
è	0.5606255	0.09732232	0.025963176	0.3072748	0.008814179
n	1.7354152e-05	0.001461029	0.00737201	0.7184939	0.2726557
a	3.2579287e-06	0.00064931076	0.008667373	0.6881343	0.30254582
</S>	4.1682766e-10	3.3506367e-08	9.731925e-06	0.02241497	0.9775753
