 	avete	fatto	già	le	verdure	</S>
i	0.8092971	0.024196334	0.0025696482	0.013009435	0.00024726515	0.15068026
k	0.30272382	0.6896408	0.0029262723	0.00467975	1.2126378e-06	2.820445e-05
à	0.1256105	0.31115198	0.054654278	0.27348277	0.005160535	0.22993985
m	0.42775238	0.49438384	0.0474232	0.007439806	0.0012137323	0.021787062
a	0.06972605	0.759509	0.045946244	0.077986136	0.00036446974	0.046468098
t	0.0010803897	0.14660904	0.57471925	0.119625665	0.00022437192	0.15774137
o	0.0055354675	0.5649869	0.24585295	0.18046631	9.484529e-06	0.0031489017
g	1.9034582e-05	0.0006812819	0.71203977	0.11981258	0.003138983	0.16430838
i	0.000603213	0.03066572	0.24021164	0.68341523	0.005333067	0.03977121
à	1.0433635e-06	7.275167e-05	0.33134195	0.4514257	0.006301905	0.21085662
t	7.203018e-06	4.6258367e-05	0.6037776	0.1645488	0.11833555	0.1132846
a	3.8539132e-05	0.00041233303	0.31134576	0.62755543	0.04629669	0.014351368
l	7.522646e-09	1.3997405e-07	0.0057817497	0.28418195	0.038071547	0.6719646
à	0.00031776377	0.002586415	0.03263287	0.9589502	0.003011709	0.0025009771
c	3.4811926e-06	3.118422e-05	0.012464218	0.10864121	0.7607516	0.11810832
h	0.4482572	0.45447397	0.021610156	0.070311494	4.5164e-05	0.0053020106
a	1.4143961e-05	0.0010828354	0.00016259297	0.97705656	2.3170835e-05	0.021660673
n	7.368068e-09	1.415788e-07	0.00010509736	0.06058386	0.3608764	0.5784345
a	0.0003359278	0.00013455423	0.0013666057	0.79718244	0.08649926	0.11448126
</S>	8.811721e-09	2.0243073e-08	1.0542996e-05	0.0018849378	0.03134448	0.96676004
