 	hai	già	mangiato	</S>
è	0.93588525	0.042070687	0.004759832	0.017284174
c	0.80813706	0.19186254	4.2571568e-07	6.70145e-10
h	0.63896495	0.32608482	0.034317862	0.0006323799
i	0.6002648	0.19284171	0.016253173	0.19064033
g	0.04266205	0.8592383	0.02266217	0.07543748
i	0.0061897114	0.1642905	0.74443793	0.08508178
à	0.00013530163	0.533811	0.15518215	0.3108716
f	0.00022951643	0.2653959	0.6441581	0.090216435
a	0.023704693	0.30244714	0.55901414	0.114834026
m	3.7223337e-08	0.0053074304	0.28950655	0.70518595
è	0.00018897862	0.106826305	0.8220668	0.07091787
n	9.944126e-07	0.015729364	0.91011703	0.07415259
a	3.2964879e-06	0.020869307	0.7272387	0.25188863
</S>	4.833632e-10	2.3906925e-05	0.033371948	0.9666041
