 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
c	0.9040409	0.012736568	0.004052364	0.00042896278	0.0010641457	0.026659187	0.0030035865	0.048014335
ì	2.4925614e-05	0.041918177	0.7126026	0.10070125	0.13187224	0.0067525078	0.0035634835	0.0025647576
n	0.15354392	0.797904	0.04840483	2.8141918e-05	9.6346965e-05	3.5059356e-06	6.2948575e-06	1.296722e-05
i	0.023919415	0.7806258	0.07973423	0.001479695	0.0011419272	0.03758431	0.0018693282	0.07364531
e	0.025396874	0.91304624	0.061305456	7.944629e-05	0.00014672162	3.83039e-07	8.245881e-06	1.6520606e-05
n	0.004561443	0.78251946	0.21145774	0.00074976496	0.00068975054	1.00668e-07	1.6121134e-05	5.6753347e-06
è	0.00015653488	0.7220599	0.27304962	0.0039592884	0.00071096735	3.4897837e-06	5.7601672e-05	2.5233264e-06
r	0.0002806258	0.7913136	0.19032593	0.013745113	0.00267399	0.0001909689	0.00064568163	0.00082406803
k	0.0004628523	0.15036362	0.75310594	0.014271853	0.002033985	0.044890683	0.00080585724	0.03406528
o	0.00013431515	0.026829485	0.73311704	0.025106475	0.0027290147	0.104421675	0.00037635252	0.10728573
t	8.146358e-08	0.00060707395	0.8831106	0.10444543	0.009971862	1.5475624e-05	0.0007069143	0.001142588
t	2.9035505e-07	0.00023644825	0.98773044	0.007929041	0.0034644965	6.8604684e-05	0.00033402935	0.00023664451
e	3.7399974e-07	0.0001876142	0.98992366	0.0030422297	0.004686993	0.0012674779	0.0002722852	0.0006193785
e	3.2738615e-07	4.815525e-05	0.016760303	0.355744	0.6061396	6.0642105e-05	0.005696283	0.015550645
t	4.382589e-06	0.00024669667	0.009102096	0.2541179	0.73216605	6.495409e-05	0.0021220846	0.0021759002
u	4.3007753e-06	0.00047685034	0.09701292	0.18585005	0.6679101	0.009364143	0.03645639	0.0029252819
s	1.2983698e-07	1.5485988e-05	0.0005619929	0.042754576	0.37386534	0.030824982	0.44019577	0.1117818
m	1.5272844e-05	0.0021493759	0.03099111	0.28096682	0.45788115	0.060432676	0.16453983	0.0030237683
è	0.00015019937	0.0053305505	0.73603284	0.084278546	0.15446968	0.005087417	0.013232363	0.0014183621
n	4.95718e-06	0.00051018473	0.008562696	0.17355648	0.36452937	0.0126661025	0.30813706	0.13203323
o	7.139389e-07	0.00010596005	0.0031758957	0.03150897	0.48930553	0.2099903	0.12781096	0.13810173
m	2.121423e-09	2.0316378e-08	1.5675174e-05	0.00012013502	0.050477784	0.019360522	0.43452263	0.49550316
e	3.4357594e-08	1.3640374e-06	0.00017468166	0.019360915	0.603967	0.18090147	0.1745196	0.021074887
t	6.4044625e-10	1.01599715e-08	4.615118e-06	2.2605003e-05	0.0010677797	0.010113176	0.6938167	0.29497504
r	1.4523218e-06	3.9588895e-06	9.737511e-05	0.00013893272	0.028368521	0.078248106	0.7623733	0.13076836
ò	1.1818762e-05	2.8971977e-05	0.00063280226	0.000111681205	0.003495871	0.04518732	0.7728463	0.17768528
m	6.324371e-08	5.189163e-07	2.1035721e-06	2.9416826e-05	0.00086938316	0.077844806	0.6046946	0.31655917
e	1.6698311e-07	6.419837e-05	0.005780119	0.012918269	0.37794378	0.344521	0.2422217	0.016550789
</S>	2.813109e-10	2.5871632e-09	1.1709529e-06	5.879286e-07	5.5365734e-05	0.034608874	0.30282366	0.66251034
