 	quando	è	arrivato	Giovanni	Anna	stava	e	dormiva	</S>
m	0.9762463	0.0029340656	0.0004128496	1.4560861e-06	9.666718e-06	0.00010194234	0.00016785282	0.00018222231	0.01994358
ò	0.99024725	0.00612861	0.0024801572	0.0001983983	0.0001554415	0.000479941	0.00023472085	4.703442e-05	2.8438695e-05
t	0.89758587	0.09956113	0.0028397862	2.4953275e-08	3.8206625e-09	8.666877e-08	6.167261e-08	8.5357975e-08	1.2953882e-05
t	0.9921657	0.0039927782	0.0013835918	8.833087e-06	1.6164198e-06	3.3032593e-06	3.124482e-06	2.749253e-06	0.0024383576
i	0.99984217	5.57439e-06	0.00012873622	9.4715784e-07	5.031061e-09	1.0375633e-08	7.4248394e-09	1.4249859e-09	2.2487942e-05
è	0.0015496971	0.41779584	0.5804206	4.5441528e-05	6.43537e-07	1.7808976e-05	8.561326e-06	2.9835787e-06	0.0001583073
t	3.997142e-05	0.5853289	0.41365573	0.00086972245	2.4018203e-05	2.9242545e-05	1.29199425e-05	1.9656627e-05	1.985299e-05
t	0.012197523	0.34114584	0.62876993	0.0071019772	0.002876121	0.00085283275	0.0006831422	0.0006681378	0.0057044686
a	0.5588537	0.002491996	0.42330956	0.00045721422	3.5402209e-06	4.2265724e-06	4.5299807e-06	3.915555e-06	0.014871373
s	1.2611491e-07	0.0016117598	0.9072563	0.09035891	0.00014473006	0.00019597108	9.071835e-05	1.3926127e-05	0.00032755287
e	0.002592462	0.038925283	0.9327659	0.023937104	0.0006191204	0.00051534874	0.00022179112	4.2944048e-05	0.00037996733
o	4.2741353e-09	6.667945e-05	0.16133061	0.8364794	0.0012856805	0.00041259982	0.00013785677	2.2140961e-05	0.00026505743
G	1.3216995e-08	7.578162e-06	0.008932465	0.9890619	0.001759894	0.00015988939	4.9540395e-05	6.2616887e-06	2.2495296e-05
i	0.14763519	0.34781086	0.07855886	0.06623678	0.03184061	0.080483906	0.06345086	0.03719395	0.14678898
o	1.6362405e-07	0.00046836492	0.11951699	0.81307477	0.048237078	0.010318554	0.0024292257	0.0016959568	0.004258887
v	9.506519e-09	1.5008665e-06	0.0046223747	0.98314226	0.010854381	0.0010908972	0.00018778194	2.9456427e-05	7.140958e-05
à	0.005516986	0.06487407	0.153634	0.40142938	0.15216835	0.16331697	0.044296548	0.012869422	0.0018943935
n	1.5455371e-06	0.000494679	0.017128265	0.11000725	0.7914102	0.039662004	0.008468862	0.025339233	0.0074879387
n	0.0003306442	0.0003639111	0.06313035	0.22220755	0.22440128	0.10246686	0.03494341	0.13563192	0.21652406
i	5.6209305e-05	7.2614203e-06	0.03097452	0.1293052	0.15188463	0.26375413	0.08954438	0.06530162	0.26917207
e	1.5934116e-09	1.4486057e-09	1.1295264e-05	0.047839046	0.76285416	0.14761724	0.035008557	0.00017224527	0.00649755
A	1.704384e-08	3.9070482e-08	1.4098122e-05	0.018797077	0.84991765	0.10846353	0.021671575	0.00011643693	0.0010195664
n	2.2028157e-08	2.665401e-07	1.7037528e-05	0.0006808369	0.73015666	0.2167388	0.029989148	0.015231754	0.0071855043
n	2.2021466e-06	1.7273246e-06	0.00015849282	0.003947018	0.42413768	0.39598525	0.0666254	0.08016298	0.0289792
a	6.848234e-06	1.6554648e-07	0.00013017627	0.00073744747	0.079875164	0.5943773	0.18310162	0.041288316	0.10048296
ì	3.3466518e-10	1.4590686e-10	2.1240982e-07	8.438011e-05	0.11102346	0.42487296	0.44001514	0.0013675088	0.02263623
s	1.370161e-08	1.7098696e-08	6.5034277e-07	2.8936505e-05	0.16280404	0.48722652	0.33588538	0.0062539163	0.0078006177
t	8.538149e-05	6.3867665e-06	0.00029368902	0.0015990332	0.1068187	0.6427103	0.14695218	0.041809518	0.059724845
i	0.0005299817	7.5322137e-06	0.007869689	0.00056373904	0.0047510313	0.4136974	0.39505178	0.048413675	0.1291151
g	2.798274e-09	1.8729432e-10	2.4315142e-07	1.0208964e-05	0.004730842	0.20000798	0.6414007	0.024555052	0.129295
g	0.023977818	5.0215735e-06	2.4965919e-05	0.000114741524	0.025878835	0.4354163	0.4280123	0.026524836	0.060045145
h	0.80798286	0.00052863295	0.18177551	0.00069613423	5.744967e-05	0.00351507	0.002541466	9.8473334e-05	0.0028045608
e	7.782581e-07	1.0905617e-06	0.0002705506	3.5083394e-05	0.0014750046	0.14588247	0.2030679	0.504094	0.14517312
c	1.8517376e-08	6.752587e-10	3.354159e-07	1.6855906e-06	0.00036680742	0.046815656	0.65634507	0.04495792	0.2515126
è	0.34126395	0.18790989	0.014810176	0.06529884	0.08274467	0.12314127	0.0476887	0.02353644	0.113606095
p	3.3058635e-07	2.5258773e-06	2.8118859e-05	1.9338356e-06	0.00025345111	0.016155707	0.038298175	0.91961896	0.025640726
l	0.009164686	3.1339532e-05	0.0029519417	0.00043659876	0.0012225567	0.18055864	0.25039598	0.087245315	0.4679929
o	0.0031752237	4.887762e-06	0.0061124624	1.4981419e-05	1.610956e-05	0.015206526	0.06498413	0.007544267	0.90294135
n	1.2974386e-09	1.5820016e-10	8.22652e-08	4.7621916e-07	1.2353899e-05	0.002120431	0.04369677	0.33291835	0.6212515
n	0.0040836246	2.561072e-06	3.3018896e-05	3.1525497e-06	8.3690065e-05	0.015501894	0.2433925	0.19661553	0.540284
e	5.8730904e-05	3.356393e-07	6.683549e-06	1.7986985e-06	0.00017074424	0.00733981	0.09188349	0.5544032	0.34613523
</S>	1.1508448e-08	1.7186134e-09	3.0144778e-07	1.6792624e-06	0.0003059102	0.0049207495	0.1828683	0.042098213	0.76980484
