 	le	melanzane	vogliono	girate	</S>
e	0.78776085	0.0045550507	0.0031547311	0.024022473	0.1805069
m	0.9198254	0.07703087	0.0029429975	0.00019605037	4.7697176e-06
a	0.29058406	0.046622593	0.078982875	0.48020747	0.103602946
r	0.004333524	0.9216883	0.06674106	0.0039968523	0.0032402056
a	0.88872504	0.07490693	0.022576248	0.013369273	0.0004225447
n	6.415728e-05	0.97254974	0.023208411	0.0012858895	0.0028918877
g	0.022388328	0.9458381	0.030390363	0.0012903519	9.287919e-05
i	0.9887543	0.0061444277	0.0013961933	0.0020253963	0.0016798348
à	2.6726048e-06	0.7320634	0.23837453	0.009074365	0.020484911
n	8.413302e-06	0.7803033	0.19322796	0.014007228	0.012453031
e	0.0052325213	0.19000097	0.48025635	0.19120567	0.13330458
e	3.636858e-09	0.014182067	0.90224546	0.03527118	0.048301224
t	2.6544794e-07	0.030402433	0.896788	0.017508661	0.055300612
è	8.380132e-06	0.013172069	0.9068887	0.073900044	0.0060307677
l	1.4196673e-05	0.0046633277	0.10752356	0.71540785	0.1723911
u	0.014371488	0.025127245	0.17715968	0.46092767	0.32241392
n	9.265485e-09	0.00012930506	0.035443816	0.91559166	0.048835255
v	5.9006674e-05	0.00073767983	0.13648283	0.84993124	0.012789263
o	0.16016774	0.0130541	0.049079027	0.74795574	0.02974331
t	7.851871e-10	8.803656e-06	0.009400625	0.8528612	0.13772938
i	4.2280612e-06	2.2113458e-05	0.015465703	0.92657554	0.057932448
m	6.0056843e-10	5.3072113e-06	0.0030768234	0.6769296	0.3199883
m	0.00020244214	0.00039214353	0.0051134797	0.9922226	0.0020693473
è	0.3623584	0.0009819749	0.034450088	0.59604764	0.006161811
n	3.0468548e-06	0.00046194656	0.011250129	0.85989934	0.1283855
e	8.636355e-07	8.186015e-05	0.006479578	0.8024897	0.190948
</S>	1.3040712e-10	6.126961e-08	6.661548e-05	0.03636001	0.9635733
