 	sto	ancora	cucinando	</S>
s	0.99779993	0.0011890751	0.0001565881	0.00085433805
t	0.99909663	0.0007963646	0.00010187786	5.2038063e-06
e	0.9977882	0.0014234259	0.00046127243	0.00032707414
a	0.061835494	0.9022324	0.033967707	0.0019643784
n	0.00479645	0.93964094	0.05263629	0.002926357
k	0.02565537	0.8796238	0.09402119	0.00069962285
ò	0.95555705	0.02834474	0.01501713	0.0010810735
r	0.0014023959	0.17471242	0.546403	0.2774822
a	0.04158067	0.45764026	0.32072785	0.18005124
m	2.8675487e-08	0.054530296	0.5856284	0.3598413
a	0.0005988966	0.32033738	0.6378141	0.041249648
r	1.4514353e-09	0.0036066761	0.362807	0.6335863
è	0.00032406658	0.2653395	0.72971374	0.0046227183
o	2.2472581e-07	0.054940924	0.73033303	0.2147258
n	6.579832e-09	0.0012030664	0.124209486	0.8745874
t	6.266841e-05	0.024241704	0.96047455	0.015221064
a	9.287862e-05	0.0068700993	0.66310865	0.3299283
</S>	7.287322e-10	4.0227864e-05	0.13597333	0.8639864
