 	le	canzoni	più	belle	sono	scritti	nella	notte	</S>
t	0.8731693	0.0032893422	0.0010272305	0.0003205308	0.00034113167	0.0061773886	0.0021141176	0.008271013	0.10529005
a	0.99813795	0.0013789942	0.00038064743	5.410733e-06	6.6692487e-06	6.6615095e-05	1.6953227e-05	3.5704998e-06	3.1303484e-06
t	0.9744573	0.009078169	0.016412405	8.327128e-06	5.0521758e-06	3.3677818e-05	3.4282348e-06	6.9877285e-07	9.863435e-07
r	0.99884593	0.00094982836	0.00019784563	1.0415941e-06	1.4112566e-06	2.1934563e-06	1.3568143e-06	1.9459681e-07	1.623452e-07
a	0.9980026	0.00024066694	0.0017414388	1.9317338e-06	8.454337e-07	6.798672e-06	1.9546853e-06	1.7379985e-07	3.5105672e-06
v	0.03186964	0.8546141	0.11220846	0.0008236762	0.00025250623	0.00015612623	4.320478e-05	9.439793e-06	2.2788368e-05
ù	0.11912534	0.6323315	0.11630932	0.0065116715	0.0066059795	0.07606453	0.022878809	0.019322567	0.00085024635
d	0.00022921048	0.9629718	0.035927046	0.00050815044	0.00022860644	5.0327242e-05	1.81186e-05	2.5866644e-05	4.0930703e-05
i	0.05983119	0.0065250034	0.115195684	0.0019335427	0.0032784068	0.0037277369	0.0016302867	0.016537119	0.79134107
a	7.0879956e-08	0.0030337689	0.9459671	0.04735389	0.0032790976	0.00023079047	5.0834464e-05	1.06050575e-05	7.3811294e-05
p	5.807815e-07	0.00081484485	0.5768943	0.41018113	0.011450231	0.00030289873	0.00016598057	2.5659163e-05	0.00016433497
l	0.00025801666	0.056754768	0.2351082	0.24259551	0.06361909	0.20881511	0.069183215	0.11541762	0.008248459
è	0.9972037	8.130796e-06	0.0007830758	0.00013452116	5.2590094e-05	4.7365156e-05	9.656637e-06	1.5795877e-05	0.0017452632
o	5.269876e-06	0.03619839	0.75258094	0.18387689	0.025197318	0.0009443913	0.00023106564	0.00043196458	0.000533828
n	2.2009992e-09	2.484048e-06	0.060046103	0.909126	0.029609261	0.0008621874	0.00018644768	2.4733574e-05	0.00014287126
ò	0.00021589374	0.00032671465	0.074413724	0.7910305	0.12791252	0.0027204175	0.001845006	0.0010329298	0.00050219375
r	4.3822936e-08	0.0022146786	0.020013183	0.45743516	0.501233	0.015008013	0.0012271105	0.0015284664	0.0013403656
r	0.00071251503	0.00013074491	0.100174956	0.22185616	0.18244007	0.047652695	0.004743615	0.018892305	0.42339686
i	0.00087769853	2.6480866e-06	0.031180548	0.32162127	0.33094794	0.20766905	0.015794022	0.011016138	0.08089068
a	7.624321e-10	1.6232763e-08	0.00010035339	0.20990908	0.67946815	0.09503158	0.012197806	0.00079981197	0.0024931764
è	6.169903e-08	1.18491016e-07	4.4441145e-05	0.05929144	0.90141463	0.03098805	0.0061170342	0.00081959984	0.001324542
r	5.640882e-08	2.8846823e-06	3.9403127e-05	0.016695136	0.9190924	0.051535077	0.00792331	0.003529084	0.0011826335
k	7.8320016e-05	7.494614e-06	0.0010189477	0.003841737	0.5501308	0.36599207	0.031514283	0.021251258	0.026165137
u	0.020868624	2.2033396e-06	0.0061901514	0.0021714207	0.058409665	0.8287534	0.02307008	0.01669683	0.043837685
t	5.5142213e-10	2.9750597e-08	6.59634e-05	0.00055974704	0.06972166	0.7603762	0.14110547	0.017845154	0.010325752
