 	mi	si	gonfiò	il	dito	</S>
m	0.9912976	0.0035913237	0.0014098003	0.0005278992	0.00035779845	0.0028155497
u	0.0021033958	0.021528354	0.13062932	0.10203581	0.5355198	0.20818342
b	0.00039287453	0.0113376435	0.8642528	0.0530475	0.070080966	0.0008881828
r	0.000754278	0.007348838	0.6422722	0.061203897	0.2579364	0.030484527
i	0.0016114095	0.45858994	0.5091153	0.02854444	0.0015037517	0.00063518895
s	0.00043611883	0.5886136	0.040884092	0.3503234	0.017921587	0.0018211476
t	0.00035560908	0.025658524	0.2073058	0.7073639	0.05890722	0.00040894555
ì	0.00017016084	0.062305626	0.86466134	0.06898036	0.0030752998	0.0008071367
o	7.113637e-05	0.098536156	0.01369849	0.7190328	0.06502065	0.1036407
d	0.00012799511	0.061808597	0.008673311	0.79110706	0.09880425	0.03947887
à	8.128069e-05	2.7193988e-05	0.004975436	0.09367361	0.7694629	0.13177957
t	1.6949533e-06	0.0024788107	0.002163047	0.43722224	0.16581132	0.39232287
t	4.220942e-05	0.011656008	0.034580845	0.61805433	0.089433596	0.246233
i	0.00050257304	0.00037672961	0.0083677145	0.10728877	0.57975423	0.30371
l	5.7826055e-06	0.00010300114	3.879802e-05	0.015327102	0.51752484	0.4670004
o	5.0301373e-06	2.2915942e-06	0.0004593404	0.015018178	0.5255324	0.4589828
</S>	3.3870967e-07	6.312196e-06	1.939773e-06	0.0018353174	0.19235192	0.8058042
