 	sta	e	dorme	nel	letto	</S>
s	0.9450807	0.01650899	0.00045486898	0.0006872389	0.0064251227	0.030843148
t	0.984313	0.009961219	0.00085007824	0.0013422103	0.0033197901	0.00021363006
e	0.99683076	0.0029873296	7.64978e-06	6.555537e-05	3.3905948e-05	7.4898635e-05
c	0.011299379	0.97543347	0.0077318265	0.0050866534	0.00033245818	0.00011618075
e	0.0005118418	0.003571084	0.0065595964	0.0724372	0.886653	0.030267246
p	4.450694e-05	0.89429	0.0770778	0.027206616	0.00087877514	0.0005024038
l	0.010053485	0.6668055	0.16936809	0.063925356	0.08706886	0.002778625
ò	0.88179517	0.116290025	0.0006723404	0.000599618	0.00019413067	0.00044875342
n	6.5589e-05	0.4107443	0.56587166	0.013956844	0.004607689	0.004753996
n	0.009970061	0.31336126	0.4454531	0.04619282	0.03971922	0.14530355
i	0.0013056503	0.38729516	0.12504074	0.25948	0.05374659	0.17313187
s	1.1140515e-06	0.0015973371	0.029688176	0.9282941	0.0025764008	0.037842862
t	0.0010051456	0.03533173	0.22416446	0.72724724	0.009956833	0.0022946482
o	0.0024020737	0.13796167	0.036567934	0.72814167	0.041312918	0.053613763
g	1.3383747e-07	4.261353e-05	0.0013829656	0.9516217	0.0060525653	0.040900018
r	0.00018549664	0.00012409255	0.0034585027	0.13997072	0.7731965	0.08306468
à	0.0012380498	0.025400426	0.012097189	0.40609545	0.3809673	0.17420156
t	1.6134675e-07	0.00039856718	0.0059537324	0.3372527	0.51341325	0.14298166
t	4.435321e-06	0.00049718336	0.003971857	0.50138116	0.36075747	0.1333879
i	4.3708646e-05	8.756644e-05	2.6554257e-05	0.282093	0.5009296	0.21681958
</S>	1.1120707e-07	8.3673626e-07	1.6501955e-06	0.05562017	0.05435264	0.8900246
