 	il	morto	vuole	pianto	</S>
o	0.40723878	0.12127511	0.006679444	0.06279983	0.40200683
p	0.28072295	0.70945495	0.009378215	0.0004416246	2.2697768e-06
e	0.0033794774	0.9573739	0.0008142335	0.03623222	0.002200313
s	0.11866448	0.7700224	0.10914186	0.0016994156	0.0004719458
a	0.945416	0.03786575	0.015865939	0.0007517409	0.00010068229
m	0.006006974	0.87536347	0.11192119	0.0041473564	0.0025609462
m	0.03573359	0.89609724	0.040796436	0.026563589	0.0008092217
è	0.94212675	0.056011435	0.0013807623	0.00012847218	0.00035253164
n	0.010267193	0.8101279	0.15070769	0.009386725	0.01951048
o	0.0035294802	0.74093103	0.113440044	0.013087872	0.12901147
t	3.530446e-07	0.016458958	0.90088403	0.043796934	0.03885983
è	0.00044111485	0.008346095	0.98649883	0.0028410458	0.001872876
l	1.5235091e-05	0.0023232922	0.49843973	0.3613541	0.13786769
i	0.0007213216	0.7321971	0.12681353	0.091643244	0.048624795
g	3.4549192e-08	4.645299e-06	0.17351077	0.76192	0.064564556
l	4.423769e-05	0.003889492	0.02048868	0.96986187	0.005715771
a	0.75045204	0.060717672	0.09291814	0.092440754	0.003471387
m	2.5200882e-07	2.351123e-05	0.14154728	0.7653437	0.09308522
m	0.0021622912	0.0016594965	0.1472969	0.8461769	0.00270442
è	0.48164794	0.04894435	0.20745738	0.2610517	0.00089857954
n	0.0001491815	0.0011621215	0.2715901	0.48521423	0.2418843
o	9.3312065e-06	0.0005343247	0.052776776	0.84673375	0.09994584
</S>	1.1936849e-09	6.9047445e-08	0.0020248967	0.34971786	0.6482572
