 	i	bambini	non	possono	mangiare	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
a	0.20258783	0.42652717	0.002273341	0.00027135861	0.00026186026	0.00011211567	0.0001264327	0.00035732437	0.00033810793	0.006243439	0.041651912	0.006667634	0.022007238	0.29057425
p	0.12410136	0.84194064	0.02984453	0.003497576	0.00048497785	2.352915e-05	4.3970816e-05	2.265486e-05	7.233764e-06	2.2316906e-05	8.100975e-06	1.6600711e-06	7.3007857e-07	6.777393e-07
e	0.9728022	0.024037171	0.0010145386	9.500497e-05	7.734965e-05	6.1810715e-05	5.760623e-05	8.003098e-05	8.996898e-05	0.00027967835	0.0008962044	0.00029188226	0.0001398251	7.678081e-05
t	0.0007250124	0.4672605	0.47092548	0.060434103	0.00053527066	4.108323e-05	5.144899e-05	1.1473769e-05	5.290731e-06	6.5763197e-06	1.4591282e-06	4.7955683e-07	3.0436766e-07	1.4790562e-06
ì	0.0013308113	0.9145255	0.079375	0.004661563	7.1776856e-05	1.9900677e-05	6.986101e-06	3.9015076e-06	3.417982e-06	4.645816e-07	8.954459e-08	2.717292e-07	5.0234178e-08	1.6699133e-07
a	0.00068648	0.01325178	0.9597503	0.023467274	0.002510059	0.00015834684	6.545021e-05	4.612852e-05	9.849186e-06	2.0865447e-05	1.2617476e-05	3.916794e-06	6.3845373e-06	1.0504701e-05
e	6.7015278e-09	0.00019357076	0.5381401	0.4520281	0.008681182	0.00067088666	0.00021212168	5.1187162e-05	1.4616218e-05	6.1128517e-06	3.2529277e-07	2.785937e-07	1.2028123e-07	1.3087614e-06
s	1.2087107e-08	6.0719456e-05	0.08933461	0.89113545	0.017488463	0.0011822998	0.00061876286	0.00014531473	2.6499236e-05	5.8009155e-06	4.3253843e-07	4.0893062e-07	3.540843e-07	8.894651e-07
ò	0.0001070465	0.0063489373	0.5200756	0.43618718	0.021317894	0.009885923	0.0027370667	0.0017630202	0.0012653201	8.691041e-05	3.550865e-05	0.00012330804	3.7272344e-05	2.8879891e-05
z	1.4964405e-05	0.00012944815	0.54148537	0.26013985	0.18345898	0.011674063	0.0017146617	0.0009220362	0.00011705847	0.0001214998	7.493557e-05	3.134815e-05	5.0718303e-05	6.50782e-05
u	0.0023651004	0.38357124	0.03495453	0.024446819	0.01124277	0.0009965131	0.00018170451	0.0004966284	0.00016978446	0.00027561656	0.002364098	0.00082059973	0.0039663585	0.53414816
n	1.0547494e-11	7.552736e-08	0.0030369363	0.45027235	0.41006327	0.11301987	0.020681143	0.0023378965	0.0004722773	9.387989e-05	3.954478e-06	2.9567097e-06	1.876444e-06	1.3593966e-05
e	4.126797e-08	5.9974587e-05	0.0048570107	0.7762548	0.1175102	0.06494285	0.024563154	0.005894651	0.005103655	0.00028505796	5.618504e-05	0.00018769184	0.00012989162	0.00015485649
f	1.0304449e-12	5.5917146e-09	5.023627e-05	0.10727348	0.5550593	0.22315526	0.10642289	0.006830068	0.0010326883	0.00015391839	3.1332104e-06	3.539878e-06	1.998273e-06	1.3485984e-05
à	0.0018419615	0.00041876934	0.02284605	0.023940496	0.51807296	0.20131794	0.037638783	0.049209267	0.019253908	0.020387027	0.038995545	0.043515928	0.015468751	0.0070926193
i	5.237079e-07	6.5789536e-06	0.0014879521	0.01722185	0.5904554	0.3213837	0.048572104	0.018110769	0.0014259772	0.00045386318	0.0002211228	0.000115922936	0.00027926094	0.00026499672
e	7.83988e-14	4.821515e-10	3.4924744e-07	0.0019864226	0.087487	0.3532255	0.53601533	0.014540805	0.0060843946	0.0006269965	5.5163723e-06	6.2384697e-06	3.923702e-06	1.7575474e-05
s	4.6760915e-12	1.78378e-08	6.360379e-07	0.0006322287	0.022729442	0.14387564	0.7711026	0.05493828	0.006229768	0.0004614062	4.5334473e-06	6.2096087e-06	7.590872e-06	1.1569588e-05
ò	3.0492185e-07	6.993226e-06	9.3699506e-05	0.005988482	0.022899725	0.28007704	0.49529785	0.1324233	0.059432052	0.0015002219	0.00031839107	0.0012233797	0.00054356206	0.00019506496
z	1.00911784e-07	3.5169145e-07	0.0002800702	0.000934009	0.04057129	0.33698675	0.24285129	0.34810007	0.01754157	0.007717071	0.003086355	0.00061969995	0.00080820406	0.00050320936
u	0.0010366702	0.07633979	0.0006051664	0.0029881285	0.17387035	0.12047212	0.1253771	0.12660877	0.009626261	0.015772015	0.0446055	0.0037812118	0.01835736	0.28055963
n	7.9757707e-13	1.7008011e-09	3.9456512e-07	6.342077e-05	0.0017033214	0.081677906	0.5151816	0.1406196	0.21272665	0.04645072	0.00083190104	0.00038247454	9.873865e-05	0.0002632635
f	6.490145e-09	5.745453e-06	4.1430349e-07	6.2549494e-05	0.0013113294	0.04439297	0.47483742	0.17882454	0.24892136	0.03803352	0.003217019	0.0068534897	0.0020473262	0.0014923684
à	0.0015579045	0.06577653	0.0010712852	0.005756589	0.019249355	0.030531453	0.13335353	0.30615646	0.20000722	0.07039841	0.04590579	0.02380474	0.011779467	0.08465129
i	3.0973466e-09	1.8547173e-07	1.5640526e-05	7.528423e-05	0.002847898	0.038115848	0.16317663	0.5541718	0.11897142	0.09593903	0.017405976	0.0040153125	0.0037905164	0.0014744197
o	2.0491454e-13	6.436815e-10	1.7477898e-09	1.3344192e-06	4.3803934e-06	0.0010280408	0.07769842	0.06928871	0.58651745	0.25921723	0.0021655355	0.0022028515	0.00062686705	0.0012491333
g	7.1533556e-12	2.4586193e-08	8.5543626e-08	3.7800335e-06	1.4834869e-05	0.0010082667	0.055678908	0.19632472	0.58930504	0.14867419	0.0024120628	0.003511494	0.0021142673	0.00095230626
e	0.00020044428	1.4555498e-05	5.236349e-07	5.228797e-06	0.00066330854	0.0054700444	0.02930878	0.33279285	0.20465074	0.14073575	0.16387355	0.08745907	0.024867859	0.009957256
l	7.8468547e-13	1.0843382e-09	1.0283858e-07	2.8393668e-05	0.0001329518	0.0037047022	0.028050408	0.035620622	0.7143051	0.185459	0.009269926	0.016991226	0.002541177	0.0038962949
à	0.0002829667	0.000499139	1.6808173e-05	4.6797697e-05	0.00129609	0.0044207475	0.025907053	0.3195303	0.4298701	0.086131416	0.039019812	0.08042934	0.010683554	0.0018658472
o	2.6730733e-09	1.2206598e-07	5.532806e-06	3.3800745e-05	0.00010881024	0.0008421984	0.006833375	0.11099815	0.11526747	0.46232143	0.20552509	0.061123848	0.03181451	0.0051255757
p	1.5792612e-12	3.3474616e-09	2.0401243e-09	6.1878933e-07	1.5138046e-07	2.0393854e-05	0.002197069	0.0053029945	0.4076982	0.48217157	0.015567004	0.04142297	0.015055957	0.03056292
r	0.0002570136	0.00021943291	1.1522208e-07	4.1646848e-07	1.6896154e-05	6.753642e-05	0.0018059838	0.051267177	0.18683767	0.20650454	0.13819139	0.33005783	0.07293035	0.011843709
ò	2.8814332e-08	1.9669871e-05	1.908492e-05	0.00028146422	0.0004642831	0.0008083473	0.0047578923	0.023126356	0.18410946	0.29548302	0.06621245	0.3177772	0.051064588	0.055876058
p	1.3760848e-10	1.1873923e-08	1.03524194e-07	1.9875658e-06	2.5835598e-06	3.6348712e-05	0.0007388437	0.009983688	0.03936558	0.37592426	0.26867467	0.16104223	0.13010032	0.014129356
p	2.3468308e-08	1.0011651e-05	2.4771748e-07	2.657376e-06	2.7891933e-06	1.0193907e-05	0.0002691642	0.0067175226	0.008941099	0.16888586	0.74397266	0.031470884	0.026170181	0.013546629
i	4.468792e-09	0.00019982751	5.508799e-07	7.6075357e-06	7.0758915e-06	5.778744e-06	5.782292e-05	0.00030416087	0.0045484873	0.25609693	0.35031164	0.104848735	0.0131838005	0.27042755
f	8.390582e-12	1.6740811e-09	2.2574496e-09	1.2813533e-06	2.2365224e-07	3.2573732e-06	0.00013181454	0.00039263838	0.036969747	0.13897823	0.057688106	0.21904185	0.16008872	0.38670415
à	4.18513e-05	5.2289884e-05	3.2553643e-08	1.7693817e-07	3.114106e-06	1.4102909e-05	0.0005378492	0.018739058	0.10236414	0.23109749	0.19776385	0.3767223	0.06034536	0.012318421
i	2.8697364e-09	4.0967484e-07	8.7965445e-06	5.5964574e-05	4.317379e-05	4.9559312e-05	0.00023786473	0.0024211123	0.0064493977	0.136753	0.2426438	0.31389633	0.24650979	0.0509308
</S>	1.0807431e-11	1.8947231e-08	3.5172412e-09	6.111067e-07	5.296953e-08	1.3041979e-06	7.769051e-05	0.000107173335	0.02590001	0.055428784	0.010468688	0.11071547	0.12997603	0.6673241
