 	guardando	le	nuvole	capisco	che	piove	</S>
k	0.9856697	0.00069865683	0.00028380583	0.0011256271	0.00017913857	2.5552026e-05	0.012017555
a	0.14267217	0.24384691	0.1254093	0.40561792	0.053857993	0.022991754	0.0056039686
n	0.93203205	0.06792123	2.7791268e-05	1.807919e-05	2.7077e-07	5.024397e-09	6.503622e-07
o	0.30119583	0.6980885	0.00057821814	0.00012240179	1.306927e-05	2.4500324e-07	1.6943362e-06
n	0.9749996	0.024695676	0.0002260862	5.7093584e-05	1.4839366e-05	1.4252699e-06	5.3429203e-06
ò	0.39794582	0.59784395	0.0035336814	0.0005547435	0.00011173072	7.0055553e-06	3.0875183e-06
n	0.5648548	0.25019616	0.17392531	0.0068524037	0.0010328025	0.0011896943	0.0019488734
t	0.019737197	0.66104335	0.17938149	0.015528006	0.0044342503	0.0048034694	0.115072265
a	7.965423e-05	0.9772061	0.0067775026	0.00298006	0.0007402154	4.2430755e-05	0.012174059
t	0.007267664	0.1443705	0.58782256	0.14591314	0.05749983	0.000780714	0.05634562
a	0.0018825853	0.6979388	0.2554171	0.033485383	0.009704157	0.00051755103	0.0010543823
s	7.2532624e-05	0.00079717214	0.36341986	0.5266284	0.08278448	0.002080606	0.024216935
ì	0.0007237544	0.05636884	0.63974315	0.27605617	0.023119703	0.0029317338	0.0010566897
n	5.7753266e-05	0.00033317332	0.78939897	0.18010314	0.011232773	0.011655589	0.0072185565
n	8.4561725e-06	0.004003486	0.33985364	0.48680764	0.053889293	0.06168753	0.05374994
e	3.6050053e-06	0.003845922	0.022798767	0.69169587	0.12282194	0.04360801	0.11522587
f	7.171608e-08	1.3292926e-06	0.00059577776	0.060524937	0.8856173	0.0032428363	0.050017744
a	1.1814208e-08	0.00010682252	0.018086536	0.92385674	0.038298894	0.005382203	0.014268725
n	1.0367138e-06	7.4334093e-06	0.00089131907	0.05951287	0.71729356	0.07800042	0.14429335
o	0.0001942336	0.0015606283	0.0017571048	0.09641847	0.7245173	0.15091562	0.024636628
ò	2.7053824e-08	6.300793e-08	1.1594804e-05	0.0017566109	0.9427342	0.016955577	0.038541816
k	1.6008676e-06	7.5670994e-07	0.00013088736	0.0033430639	0.77939975	0.1820316	0.03509236
a	0.0007899577	0.020383116	0.010011318	0.64810765	0.24879467	0.016200071	0.05571326
v	2.3792315e-07	9.887402e-06	1.0145232e-05	0.0010158711	0.11663476	0.66654897	0.21578018
r	3.519154e-07	0.0038155532	7.068643e-05	0.034612037	0.90984607	0.034059897	0.017595379
è	5.8006412e-06	0.00021651757	4.221125e-05	0.00024402673	0.028489929	0.7925306	0.17847097
c	4.3930157e-09	1.3563599e-06	6.1231012e-06	0.00011247698	0.036299154	0.85519683	0.1083841
h	0.048663504	0.42602596	0.17115182	0.33079618	0.0015404135	0.0002995378	0.021522634
i	1.4437974e-08	0.027058078	4.977939e-05	0.012331392	0.0774374	0.0031325934	0.8799907
</S>	1.5582022e-09	2.6311787e-07	3.395116e-08	4.9042237e-06	0.0073343376	0.06565481	0.9270057
