 	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.9279089	0.025283927	0.0025081006	0.0004265493	0.00017896369	4.9308665e-06	0.002292982	9.726561e-05	0.0037794628	0.03751898
n	0.8575992	0.07758624	0.045239925	0.01856989	0.00049059495	4.9826957e-07	0.0005080261	6.415235e-07	4.1197154e-06	8.3528926e-07
è	0.75554353	0.21349815	0.029136978	0.0017310559	3.7862417e-05	1.4885387e-06	4.7607966e-05	4.7125752e-07	2.0652226e-06	8.040992e-07
g	0.0152686825	0.97867155	0.0059340834	0.00012033262	2.7533429e-06	5.755466e-08	1.610907e-06	1.3242565e-07	3.6253067e-07	4.483223e-07
r	0.06415802	0.21323216	0.38866267	0.014227348	0.00040659076	0.0007829416	0.002333145	0.00011987932	0.0042250976	0.31185216
a	0.000622288	0.16436006	0.61979127	0.009576902	0.0001782278	8.1157275e-05	0.00012898269	8.3418445e-06	0.00042304138	0.20482968
t	1.0847147e-06	0.051047325	0.8089009	0.13768557	0.0020338004	1.34918155e-05	0.00023325165	2.0532723e-06	4.4846092e-06	7.796874e-05
s	2.021432e-06	0.01207468	0.7912028	0.19478497	0.0013555505	0.0003353393	9.932085e-05	9.731675e-06	1.8589291e-05	0.00011700379
a	3.674631e-06	0.023218328	0.7268686	0.24514364	0.0011493791	3.8803828e-05	0.00015316054	7.790419e-06	0.00011923241	0.003297278
m	1.0177214e-08	0.00013483083	0.03444811	0.74454415	0.2134564	0.0055198562	0.0012533199	0.00010674686	3.3279564e-05	0.00050328387
à	7.2340987e-07	3.8343253e-05	0.033792365	0.7884967	0.13542478	0.010337234	0.0120326355	0.0008661758	0.010626331	0.008384762
i	2.0805983e-08	0.000116266856	0.011938886	0.68917906	0.28200504	0.007534003	0.0029917248	0.0018573375	0.0024391343	0.0019385683
è	1.3022476e-10	2.3770376e-07	5.361986e-05	0.045551725	0.8998799	0.048987433	0.0035324374	0.0009883858	0.00010162219	0.0009046761
n	1.8388963e-08	5.7042444e-06	4.253376e-05	0.012006057	0.92570364	0.051469415	0.0032946675	0.0055842195	0.0014203979	0.00047340026
a	3.3367738e-07	3.499194e-05	0.00018109115	0.07768822	0.6603273	0.09567789	0.012788557	0.027145976	0.094355725	0.031799953
g	3.0778938e-10	6.828261e-08	8.255364e-07	0.00025512127	0.15568088	0.69130594	0.094071135	0.051678963	0.0026913187	0.0043157632
r	1.4240776e-06	1.22308e-06	5.1595423e-05	0.010948231	0.38240364	0.16502237	0.31687048	0.010308993	0.08132791	0.03306411
à	0.00010742363	0.01273199	0.0019626536	0.03311971	0.14386395	0.17368755	0.2396342	0.13970083	0.102519214	0.15267248
m	9.676956e-09	1.6488915e-06	5.501434e-06	0.00042117672	0.07514097	0.06211611	0.3635739	0.29425332	0.18913536	0.015352013
m	1.0186057e-08	2.449355e-06	0.001302089	0.04968315	0.36809862	0.00766508	0.2998961	0.004799926	0.14429554	0.12425713
a	1.13787126e-10	4.258568e-08	0.00016456445	0.0015837197	0.0019305508	3.0849435e-05	0.84863925	0.00030471745	0.0053300355	0.14201622
s	2.6992991e-11	2.536272e-09	4.2533934e-08	3.714478e-06	0.00049705827	0.003791927	0.5606826	0.19214042	0.080159195	0.16272502
o	1.9670376e-06	1.9054123e-05	1.2313969e-05	0.0002457536	0.007948681	0.010949531	0.6805192	0.07274833	0.054011066	0.17354406
n	5.631518e-11	3.1509952e-09	2.6748387e-08	2.6039768e-07	3.547009e-05	0.0053557577	0.025685532	0.7243611	0.057531133	0.1870307
a	1.3326255e-05	8.932787e-05	1.652854e-06	5.5246774e-06	0.0002291371	0.010667534	0.015054588	0.7432052	0.21127622	0.019457579
d	2.0889966e-10	8.477733e-09	3.9026368e-08	7.6332026e-07	0.00010047972	0.0033711812	0.0022523107	0.7734924	0.16770348	0.05307931
e	6.325538e-06	1.4871752e-06	4.4080143e-06	0.00044306365	0.0069480436	0.0026862475	0.10095481	0.08197011	0.789796	0.017189572
r	5.1765503e-10	4.8289376e-08	1.9410574e-07	9.647276e-06	0.00013782122	0.0003950882	0.03895125	0.2916044	0.4987367	0.17016485
f	5.450775e-05	9.970588e-05	1.5306003e-05	8.248182e-05	0.0005006069	0.000446678	0.013344897	0.11927669	0.8435791	0.022599962
ò	0.001057711	0.025647178	0.007637467	0.04828542	0.015369196	0.0005485896	0.084141165	0.028127037	0.75098073	0.038205456
m	3.025103e-08	1.7915436e-06	5.7520606e-07	3.841367e-06	3.533038e-05	0.00013903159	0.0069870315	0.12217352	0.82736605	0.04329286
m	3.1643137e-09	4.5888478e-07	4.664002e-05	0.00029730008	0.0010841447	0.0005530039	0.20483153	0.021500885	0.70070946	0.07097655
u	3.0752404e-11	1.9534554e-08	5.5848377e-05	0.00014571691	5.8447662e-05	1.05552e-06	0.1151397	0.00046414326	0.08465113	0.79948395
</S>	2.000164e-11	4.911013e-10	3.1077894e-09	2.3899402e-08	4.6215575e-07	5.538689e-06	0.00031682197	0.009402881	0.09343253	0.8968417
