 	la	pasta	vuole	sale	</S>
i	0.6769731	0.05536093	0.007935522	0.018224766	0.24150573
p	0.480445	0.1748657	0.3070543	0.037600134	3.4839628e-05
à	0.08630449	0.0363174	0.19464199	0.56941766	0.113318466
s	0.06152042	0.5819506	0.30337185	0.043782912	0.009374193
t	0.19624107	0.6478281	0.09464481	0.003960667	0.057325408
a	0.009445365	0.97019345	0.006567406	0.00053394085	0.013259751
ì	0.0009774977	0.018909654	0.83794093	0.10283751	0.03933439
t	0.0016460288	0.008141567	0.8493398	0.13067287	0.010199787
e	0.00062489446	0.019241866	0.93425703	0.029342772	0.016533423
l	1.9537727e-07	2.5784475e-06	0.014003598	0.7685555	0.2174382
e	0.03987172	0.04211814	0.39245883	0.48907384	0.036477536
à	7.968818e-08	1.4466489e-06	0.002251464	0.5798072	0.41793984
l	9.971599e-07	3.0531107e-06	0.0049466677	0.7939726	0.20107669
a	0.008056752	0.0062501305	0.17750077	0.69593513	0.11225722
</S>	8.562634e-08	1.5278099e-06	0.0001690085	0.1144709	0.8853585
