 	il	vestito	della	sposa	vuole	bianco	</S>
o	0.3406169	0.026362857	0.003775077	0.0007945928	0.0064398213	0.093030125	0.5289807
à	0.30573502	0.12409483	0.5670335	0.00057365786	0.0007855138	0.0017731428	4.1951553e-06
b	0.6831402	0.3091148	0.007661482	3.323313e-05	3.813287e-05	1.0237056e-05	1.8672299e-06
b	0.0071070013	0.31771937	0.029930247	0.004730014	0.044718266	0.5505762	0.045218837
i	0.06318215	0.9007463	0.014135243	0.00044551876	0.00014910952	0.00042204626	0.020919671
t	0.004591997	0.97165495	0.022433477	0.00015746686	0.00020141817	0.0004076377	0.00055319496
o	0.02189286	0.1573329	0.8094379	0.008280939	0.0019022261	0.0006087347	0.0005442885
u	8.1497e-06	0.023693314	0.8835082	0.085132256	0.0058712917	0.0009377583	0.000849043
k	1.7651282e-05	0.009648221	0.73912865	0.23907435	0.010964196	0.00045476956	0.0007122865
o	0.00034044293	0.011375647	0.13544494	0.03652763	0.063844316	0.7303972	0.022069784
r	6.6506263e-06	0.0011364971	0.04942317	0.7055329	0.19898269	0.024491282	0.020426743
a	0.09355915	0.05338676	0.23433621	0.31248584	0.28280553	0.018517695	0.0049087717
s	4.924327e-08	1.1866106e-05	0.014244172	0.8713185	0.101344734	0.009133574	0.0039471374
ì	0.004477634	0.0011504978	0.047556277	0.44660208	0.4907782	0.008077305	0.0013579655
u	4.639524e-06	0.000287724	0.004012714	0.10320408	0.8192911	0.040190164	0.033009633
t	3.5746492e-08	7.33047e-07	0.000559281	0.2144482	0.6783646	0.030091723	0.07653547
è	2.725527e-05	5.005558e-07	0.0003323183	0.056890413	0.91963744	0.017037395	0.0060746334
l	3.0733077e-06	2.163397e-05	0.00016077425	0.00087970786	0.59179735	0.2696949	0.13744251
i	0.00041271313	0.005887531	0.020764848	0.017862387	0.042016372	0.8143275	0.09872873
à	3.7449738e-08	1.9822268e-07	4.319358e-05	0.00054463075	0.28622058	0.6012423	0.11194912
s	4.4209898e-07	1.6700337e-06	1.9089899e-05	0.0006966339	0.6378472	0.10952256	0.25191244
p	9.735816e-05	1.4113647e-05	0.0018288417	0.005181619	0.34788778	0.5163942	0.12859613
r	6.0970524e-05	3.6104895e-05	0.0008222607	5.0448867e-05	0.00045297935	0.9959409	0.0026362764
o	1.7547258e-07	1.5627893e-06	0.00024495987	0.00020790208	0.02617115	0.4806391	0.49273515
</S>	8.140189e-08	4.6016066e-08	1.0511171e-06	2.116824e-05	0.0057667266	0.028317595	0.9658933
