 	dovevo	comprare	il	pane	</S>
ì	0.99480176	0.000110863366	7.233589e-05	0.00059308414	0.0044219224
c	0.9997131	0.00028688365	8.190104e-09	8.860572e-11	1.1295375e-11
h	0.5962731	0.28780186	0.04538007	0.02614408	0.04440087
a	0.04216611	0.8150553	0.084364	0.0036715001	0.05474308
n	0.71223503	0.25896254	0.025091218	0.0018076655	0.0019035862
a	0.030440502	0.3221079	0.63950247	0.006466354	0.001482755
a	0.0030044576	0.5968958	0.37033203	0.02116355	0.008604054
f	0.0044690287	0.4045477	0.5631102	0.02098978	0.00688336
o	4.00526e-05	0.025886076	0.05297414	0.8749645	0.04613529
r	0.00014268835	0.02012623	0.6069758	0.292831	0.07992429
à	0.09615628	0.37214246	0.4997462	0.026774256	0.0051807207
s	0.00039797532	0.011280646	0.63928753	0.23391938	0.11511444
o	0.00031697372	0.027567744	0.26941997	0.057218295	0.64547706
t	1.7966596e-09	1.128596e-06	0.049591288	0.75284106	0.19756655
o	5.5159976e-06	3.1848078e-05	0.416408	0.46138355	0.122171134
t	3.3664637e-08	4.7867525e-07	0.002463693	0.83086514	0.16667067
s	1.8006183e-05	0.00013284241	0.303326	0.6616362	0.034886964
o	0.0011210005	0.0023721978	0.124150984	0.68080956	0.19154628
m	8.063258e-09	1.19038035e-07	0.0026249907	0.8534696	0.14390528
ì	2.6891294e-05	0.0008671585	0.011810502	0.97644603	0.0108494675
</S>	7.1361427e-07	1.0499634e-05	0.008493256	0.3938291	0.59766644
