 	questa	la	costruirono	mastri	che	erano	i	muratori	</S>
t	0.7293119	0.0076586236	0.02210587	0.00089234527	0.0015767113	0.0064732665	0.009587387	0.009865764	0.21252817
ù	0.9998399	0.0001120449	4.7008092e-05	6.2483997e-07	1.6824062e-07	7.3164934e-08	4.3007265e-08	5.986499e-08	1.06701144e-07
o	0.9998759	0.00012276172	1.2882284e-06	5.923861e-10	1.05783604e-10	7.6876133e-10	5.30652e-10	4.863909e-11	8.49257e-09
o	0.31739274	0.67634714	0.006235718	2.018024e-05	1.7441797e-06	1.0698349e-06	2.853286e-07	8.418756e-08	1.0479534e-06
f	0.029553756	0.9675211	0.0026771596	0.00022474221	1.7609249e-05	3.4418051e-06	9.432957e-07	3.4538675e-07	8.369722e-07
r	0.557178	0.08274414	0.24586378	0.008357251	0.010789489	0.021497432	0.025752138	0.03247279	0.015344959
a	0.3773071	0.6074078	0.013969213	0.00020065924	0.00012213085	3.19254e-05	1.8920513e-05	0.00013532079	0.0008069512
b	2.2471473e-05	0.9838585	0.015261334	0.00076602364	6.78081e-05	7.045922e-06	1.7310929e-06	1.5780806e-06	1.3499178e-05
b	0.029111855	0.542433	0.41310525	0.0075993454	0.0031659093	0.0011170303	0.0005959896	0.002665105	0.00020647608
i	0.9960524	0.0031779897	0.0007058554	6.0348984e-06	7.0881424e-07	2.710749e-08	1.7731436e-08	8.632807e-07	5.5993703e-05
k	2.8274952e-05	0.8391041	0.15704893	0.003491141	0.00026100836	2.337301e-05	4.4204876e-06	4.1446165e-06	3.4511886e-05
è	0.0330542	0.457562	0.4884731	0.016693387	0.0027316099	0.0003947242	0.00014988484	0.0008485224	9.2532144e-05
s	0.00012769837	0.17806932	0.7581531	0.047602996	0.006936999	0.006105494	0.0021200462	0.00020885457	0.00067554077
s	0.002149327	0.044425964	0.7749393	0.06281117	0.02070212	0.011041278	0.010284617	0.019145489	0.05450068
a	0.00046582	0.0012760462	0.9827588	0.0055941516	0.0016850533	5.7761943e-05	4.0002215e-05	0.0022204577	0.005902018
n	2.7024885e-08	0.00014666843	0.029023325	0.9263338	0.042547494	0.0005424435	0.00021178222	0.00021172164	0.000982801
o	4.72236e-05	0.009152056	0.09729263	0.8423883	0.046690106	0.0019069447	0.0007066271	0.0013037146	0.0005123247
m	3.6554237e-08	5.9500755e-05	0.0006622794	0.87766343	0.11457074	0.003955514	0.0012115219	0.0003966329	0.0014803206
a	0.0006302639	0.0058143563	0.15591195	0.5768982	0.12515052	0.044518124	0.019425232	0.063135885	0.008515468
s	1.8008114e-08	9.707704e-05	0.00245268	0.63289243	0.35857046	0.0031083901	0.00013594069	0.00038070977	0.002362276
t	0.0006529164	0.004623528	0.014397391	0.7775793	0.18334119	0.008915092	0.0017201842	0.0070545576	0.001715844
ò	0.0009877995	0.003152693	0.27188814	0.3840365	0.2987762	0.0048855552	0.00088888564	0.02028116	0.015103081
r	5.1634476e-08	1.5434553e-05	0.0002297991	0.248005	0.5673674	0.16625072	0.010826351	0.0028876227	0.0044175866
i	0.0013756396	0.0012327379	0.0012439132	0.29716423	0.23605011	0.24252208	0.05503763	0.04661074	0.11876292
k	6.6810585e-10	4.8431946e-08	7.3542483e-06	0.0143006155	0.9162306	0.044051286	0.0035456105	0.011263682	0.01060083
a	0.0013372757	2.3474508e-05	0.00023141436	0.109379075	0.43349022	0.29841617	0.067451686	0.07678771	0.012883023
ì	2.960081e-09	4.8229947e-07	1.6969421e-05	0.008470124	0.81156033	0.090273134	0.009712387	0.044782724	0.035183884
a	1.7526673e-08	4.0501905e-07	7.009509e-07	0.0006276337	0.10533711	0.7408845	0.122241214	0.019738546	0.0111699
n	5.7697797e-08	1.0470878e-06	3.7606992e-06	0.00056532904	0.12910324	0.21166892	0.2638471	0.28049347	0.114317074
e	1.120211e-05	3.2262014e-06	2.2074887e-06	0.0020598846	0.14772537	0.11185279	0.07541977	0.6483572	0.014568333
e	1.6762821e-09	1.3282937e-07	1.0325094e-06	0.0006590147	0.030486774	0.03694709	0.2777265	0.5886598	0.065519616
f	9.658089e-09	3.1793073e-07	6.1527066e-07	0.00012459356	0.010258435	0.062368035	0.62725455	0.26355	0.036443383
r	0.0003926945	0.00010236176	0.00014476737	0.0053732516	0.028234912	0.1693982	0.2573022	0.53559595	0.003455657
a	8.0564496e-05	8.6529915e-05	2.8486926e-05	0.0008220369	0.01832528	0.031092567	0.036238443	0.8763336	0.036992412
b	9.43916e-09	1.773515e-07	4.2875763e-07	5.6548473e-05	0.008114004	0.021910423	0.09958851	0.73062444	0.13970552
b	0.00077054836	6.710156e-05	1.34540005e-05	0.00105201	0.011983725	0.11328391	0.22774413	0.6422538	0.002831275
i	0.38219127	0.044654004	0.018231494	0.013368962	0.016300937	0.01469079	0.03825748	0.46566942	0.006635725
k	8.81666e-08	1.6019669e-06	1.560671e-06	5.9318703e-05	0.0038492044	0.008124353	0.017936913	0.7420392	0.22798781
a	0.0058484315	0.00014415561	1.799475e-05	0.0005725096	0.0051886574	0.03473123	0.14465463	0.8064573	0.0023850894
t	5.1976844e-08	4.6085248e-07	3.873889e-07	1.9128795e-05	0.0011833708	0.0020029664	0.017700037	0.76971364	0.20937997
ò	5.4561755e-05	7.6681235e-06	4.916596e-07	3.0148767e-05	0.00071029697	0.00088659744	0.0064750635	0.9762818	0.015553267
