 	è	che	sono	ancora	svegli	che	ha	la	luce	accesa	</S>
è	0.93935895	0.0019959025	0.0003284651	5.2341813e-05	0.0018604762	2.7302847e-05	7.955992e-06	0.00022261516	0.0002251158	0.022039786	0.0338811
n	0.9408209	0.05917639	2.686239e-06	1.9412385e-08	4.193893e-09	6.550543e-10	1.5966615e-11	3.7535186e-10	6.167257e-11	5.697379e-10	1.6110123e-10
a	0.83872855	0.06623351	0.045592844	0.011571837	0.0006288229	0.00026216003	0.0007111913	0.0035299952	0.0028187223	0.018852755	0.011069654
s	0.083585344	0.83283144	0.081247784	0.0017611706	0.00045907468	3.5276207e-05	1.1601808e-06	2.1330456e-05	3.4481334e-06	4.0428018e-05	1.359596e-05
t	0.011836827	0.3313163	0.62320805	0.027491942	0.0019101078	0.00022062508	0.00018731371	0.001982848	0.0011147358	0.00058434106	0.0001469558
a	0.06727835	0.8935115	0.035033625	0.0035060004	3.4048615e-05	3.2220057e-06	2.3698665e-07	5.153093e-06	4.2886986e-06	4.8997048e-05	0.00057456683
s	5.0586473e-06	0.32310125	0.5668284	0.10885887	0.00091268396	0.00022979514	1.3437339e-05	2.8886472e-05	9.146235e-06	6.9147072e-06	5.53801e-06
ù	0.0003416292	0.27206331	0.6530093	0.07294125	0.0005035625	0.00012200446	0.00011434433	0.0005729337	0.00028949406	2.430692e-05	1.7868595e-05
n	2.7575823e-07	0.019832011	0.935163	0.037274882	0.00712943	0.0002470659	0.00023929944	3.110405e-05	1.6064585e-05	2.6822063e-05	3.9905382e-05
a	0.00015177153	0.109340094	0.55043554	0.23034477	0.04188044	0.0015294878	0.003057389	0.0037335423	0.0031359596	0.002644746	0.053746246
n	7.874821e-11	6.142228e-06	0.0024980865	0.9619486	0.029840814	0.00545899	0.0001321997	6.7262445e-05	2.8679488e-05	7.413295e-06	1.1847993e-05
k	1.1976311e-05	0.0037142127	0.03828814	0.95045537	0.00558412	0.0009632776	0.00050821784	0.00033905188	0.00012078435	5.9266345e-06	8.926006e-06
ò	0.10486916	0.61791724	0.14116654	0.025718845	0.038705558	0.0027081184	0.0014664242	0.00842401	0.0030670036	0.009092263	0.046864886
r	4.8902454e-08	0.0005833944	0.06927386	0.34608847	0.5507675	0.02034164	0.011622045	0.0006533907	0.00020685997	0.00012325145	0.00033958518
a	1.3816542e-05	0.0019898592	0.015254362	0.11224013	0.73483634	0.008537316	0.0015311484	0.011382832	0.0027359065	0.0032560772	0.10822219
a	1.0060946e-12	8.137648e-09	3.5371972e-06	0.08091921	0.63089764	0.28302765	0.00331107	0.0014188829	0.00033886184	2.9186753e-05	5.3961106e-05
t	6.005418e-09	5.43476e-07	1.2597938e-05	0.026851507	0.34008518	0.6166789	0.013125207	0.0019931076	0.0010332841	9.191993e-05	0.00012772973
s	1.6520341e-06	3.9025075e-05	0.0002390032	0.34079403	0.24492551	0.29181993	0.0679045	0.045519777	0.008265994	0.00016593504	0.00032473032
