 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
k	0.8773006	0.0019739366	0.00020125072	0.000984387	2.854014e-06	0.0011053757	0.013979218	0.104452394
u	0.83637094	0.08346173	0.030476447	0.014928264	0.010714274	0.017820258	0.005759163	0.00046883704
à	0.8062491	0.19362392	2.2823815e-05	6.673415e-05	1.678573e-08	9.078618e-06	1.2526736e-05	1.5838132e-05
i	0.0070991954	0.99135965	0.0013203009	0.00016875564	7.308248e-06	2.246475e-05	1.2159017e-05	1.0161294e-05
m	0.0035296613	0.9136057	0.078538425	0.0030288917	0.00074154197	0.00040657527	8.9411675e-05	5.984822e-05
è	0.0010110933	0.920622	0.031499967	0.011577487	0.0008813994	0.0074393726	0.025331125	0.0016374979
r	7.4473806e-05	0.8131175	0.18015067	0.004633744	0.0007866313	0.00039667048	0.000298922	0.00054138596
i	0.010760356	0.75715786	0.022860654	0.005957882	0.00028773173	0.0009095438	0.0021210292	0.19994496
n	1.6316523e-08	0.0010738898	0.9455519	0.050764035	0.0008797258	0.0011012625	0.0001931114	0.00043613487
g	0.00041471334	0.032479353	0.91458744	0.042261526	0.008116675	0.0017124759	0.00019542107	0.00023240669
h	0.2120435	0.69851524	0.015047087	0.009227403	0.0017934821	0.0028705415	0.0032801016	0.0572227
ì	0.00034334278	0.043038037	0.82301	0.11447962	0.0055309003	0.003508988	0.0012626023	0.008826443
z	1.31217e-07	0.0012417189	0.55825263	0.42412248	0.006157366	0.006798827	0.0015405898	0.0018862033
i	0.0001917425	0.5269989	0.17750883	0.1371384	0.0071727703	0.0039361436	0.002620893	0.14443238
n	1.3672223e-09	1.2078654e-06	0.042843122	0.889374	0.0038648234	0.052610036	0.0032746834	0.008032043
a	0.00014208988	6.542168e-05	0.08238496	0.81931365	0.041347746	0.048795775	0.003289954	0.0046603857
v	7.794854e-09	1.769339e-07	0.0039413897	0.10828274	0.7991296	0.065010674	0.018665256	0.0049701394
o	7.376821e-05	0.011181909	0.036072075	0.44478408	0.100803174	0.1253117	0.25796992	0.023803357
r	1.867046e-07	1.8978302e-05	0.024962299	0.16679038	0.13676073	0.4545821	0.15141556	0.06546978
à	0.043198083	0.024938386	0.015732238	0.33222827	0.117221095	0.39396912	0.04776756	0.024945226
s	1.9187848e-06	0.00029882806	0.009149984	0.16342036	0.045457374	0.49903408	0.17317224	0.10946528
o	4.606476e-05	0.0014699487	0.0010518893	0.29810503	0.0045221657	0.20781524	0.13850076	0.34848893
m	2.3278732e-10	2.399008e-09	1.9803365e-05	0.000862745	0.0008217083	0.5577714	0.32068995	0.11983444
e	0.00017792563	0.00026458304	0.00019546042	0.076909415	0.026250586	0.6402429	0.22487646	0.03108268
o	1.0935062e-09	1.4660366e-08	2.3085462e-05	0.00034784136	0.00020381778	0.42485133	0.3919128	0.18266112
t	6.641039e-08	9.331856e-09	1.0594503e-05	7.5079035e-05	0.0042485655	0.18806718	0.59386754	0.21373093
s	2.0158182e-05	1.03484666e-07	2.4040195e-05	0.00061598595	0.009371025	0.7151388	0.2519918	0.022838116
o	0.0026446877	0.00094442704	0.0029235773	0.025906224	0.0020030001	0.3200664	0.5481661	0.09734557
m	5.2060596e-09	1.1133668e-09	5.8275286e-06	4.705114e-05	0.0003950449	0.24275191	0.6354847	0.12131549
ì	0.010866089	0.0020118866	9.439892e-05	0.0032231132	0.00040408107	0.2466907	0.72857964	0.008130079
</S>	6.0152905e-07	4.542123e-06	8.0227015e-05	0.0002821945	0.0003158542	0.13077675	0.4154507	0.45308906
