 	questo	muro	vuole	uno	specchio	</S>
c	0.8739976	0.027892381	0.004790258	0.0014632992	0.00051248784	0.091343895
ì	0.032484803	0.03353005	0.57074785	0.3105955	0.0013439329	0.051297806
t	0.7660759	0.046112295	0.18717052	0.00011483261	2.674339e-06	0.00052379124
t	0.111611284	0.04773125	0.43797588	0.007734343	0.0015848372	0.39336234
o	0.031915013	0.0024319892	0.1758843	6.643076e-05	0.00024085809	0.7894614
t	0.0011496457	0.012763168	0.9595139	0.0011195693	6.41475e-05	0.025389526
ì	0.15931882	0.10312703	0.732506	0.0010241554	0.0013969112	0.002627066
c	4.0789353e-05	0.45716518	0.46277118	0.012805835	0.0011573208	0.06605973
h	0.026332133	0.0022979847	0.020889075	0.833654	0.00071158947	0.1161153
o	0.00041408834	0.0028400403	0.10156671	0.020219458	0.0019241605	0.8730355
t	3.951829e-07	0.0024068698	0.5457198	0.11659043	0.035905614	0.29937688
è	0.00018158028	0.002025575	0.9596739	0.007863525	0.01751206	0.012743371
l	8.951136e-07	0.013392507	0.02587196	0.5121436	0.017314635	0.43127647
i	3.10946e-05	0.0006736667	0.0369632	0.8049851	0.0005894074	0.15675752
è	3.872815e-09	8.973127e-06	0.0029093386	0.41547346	0.25005484	0.33155343
n	3.798986e-07	0.00026142132	0.005160309	0.8333771	0.06775702	0.09344371
a	4.8929724e-06	4.910566e-05	0.0029144045	0.88938886	0.07768051	0.02996219
n	8.513098e-10	6.748411e-08	2.825917e-05	0.008157353	0.55575526	0.43605906
j	3.0158833e-05	4.1891267e-06	0.0013455452	0.12043625	0.85387033	0.024313612
a	0.43075025	0.006987264	0.13196114	0.3894334	0.03416882	0.006699152
l	3.491967e-09	1.4169218e-07	2.529989e-05	0.0011662031	0.1413259	0.8574824
ì	0.007465698	0.000872873	0.022691028	0.60440445	0.3493445	0.01522143
</S>	3.3265123e-06	9.665666e-05	0.0024029226	0.008770184	0.122214444	0.8665124
