 	ora	ho	finito	di	scrivere	</S>
à	0.98762685	0.00046768718	0.0048872707	0.0002137108	7.9427016e-05	0.0067251385
r	0.99991226	8.726647e-05	3.803249e-07	9.7862745e-08	1.2586505e-10	2.4981367e-10
t	0.0018270841	0.083665915	0.90076876	0.004547298	0.0014164168	0.007774533
e	6.2172116e-06	0.10838694	0.8846656	0.0036847568	0.0019694634	0.001286974
s	0.0212886	0.078600384	0.898223	0.0018313257	1.2316748e-06	5.532266e-05
p	0.010152978	0.03810195	0.9364318	0.014465448	0.00066927366	0.00017855954
ì	0.0017357841	0.009964253	0.9567549	0.004143359	0.00031978535	0.027081955
c	0.0011606498	0.8197743	0.17355755	0.00084851735	0.00034707965	0.0043118293
c	0.00022168168	0.0008257008	0.964669	0.012843039	0.00018694192	0.02125365
e	7.831945e-06	0.009633766	0.96354383	0.023624303	0.00033481597	0.0028554115
t	0.008389469	0.31669864	0.6573833	0.0014037897	1.3661632e-05	0.016111221
s	3.3429956e-06	0.00027487302	0.9952252	0.002910598	7.8808116e-05	0.0015071937
a	1.586527e-06	0.0001518525	0.98469144	0.0020353314	5.285033e-05	0.013067017
t	1.173608e-06	0.0018219528	0.15640067	0.57250357	0.0425852	0.22668742
s	2.5793704e-05	0.00073913595	0.947603	0.043044597	0.0053470884	0.0032403043
e	0.0002852894	0.0016478673	0.7916828	0.10389534	0.014444299	0.08804434
g	8.355044e-08	2.4155474e-05	0.0032020374	0.6078341	0.2508976	0.13804205
r	9.220797e-06	7.5735916e-05	0.036559336	0.7592656	0.11818604	0.08590405
à	0.004077135	0.0055527487	0.07901457	0.22296166	0.38825053	0.30014333
t	4.411797e-06	0.0009244288	0.0012884809	0.3299998	0.3882995	0.2794834
s	2.2077528e-07	5.2298317e-05	0.0140167745	0.46232802	0.36969683	0.15390588
i	8.950978e-08	1.04047385e-05	0.006469232	0.32216284	0.19979955	0.47155783
</S>	3.4925302e-10	1.6464703e-07	5.052389e-05	0.009255187	0.4304345	0.5602596
