 	qui	ancora	stanno	con	la	luce	accesa	e	stanno	svegli	</S>
e	0.9248593	0.0029867608	0.0008169474	0.0003421043	0.00014277705	4.7595502e-05	0.002769045	9.4302035e-05	0.0032303564	0.02069564	0.044015285
t	0.32335088	0.5875043	0.08512785	0.0019085009	0.0013598897	0.00019228834	0.00037169235	8.333059e-06	0.00016420962	5.4789916e-06	6.5066993e-06
t	0.939656	0.05931586	0.00087289495	0.0001017001	4.5014076e-05	5.7278394e-06	7.5682175e-07	4.2335392e-07	1.4302415e-06	1.1124629e-07	1.4517195e-07
ù	0.8517725	0.1381356	0.009880173	0.00013912967	5.8501053e-05	5.7746997e-06	3.0056333e-06	1.6472018e-07	2.40169e-06	8.860634e-08	2.7100134e-06
a	0.022016887	0.9665256	0.010935329	0.0003654931	0.0001365438	1.1260642e-05	3.6708634e-06	5.540214e-07	1.3401905e-06	7.336372e-07	2.5679255e-06
n	0.00036958657	0.9802209	0.018679354	0.00024404991	0.00039953075	8.115706e-05	2.4176416e-06	8.3592903e-07	1.0060503e-06	1.1684447e-07	1.0166772e-06
k	0.0039990516	0.9482326	0.038160454	0.0059040743	0.003229468	0.00045233738	2.293315e-06	1.13467295e-05	6.5913155e-06	3.801771e-07	1.36493e-06
ò	0.95914143	0.03156124	0.0033756127	0.003224785	0.00085992785	0.0001264768	0.0001833493	3.6083136e-05	0.0003973474	3.0484573e-05	0.0010631824
r	0.0001485549	0.567528	0.32308766	0.09519077	0.0116916485	0.0014675838	0.00014726675	0.00012659281	9.26566e-05	3.5750043e-05	0.000483526
a	0.06831958	0.18017581	0.45928183	0.17104687	0.056198563	0.005430913	0.00088528503	0.0005279673	0.0010834575	0.0016417651	0.055407885
s	2.3252333e-09	0.0023231334	0.9079373	0.01880817	0.04970483	0.020706752	0.00039153185	6.608049e-05	2.4594096e-05	9.621332e-07	3.6633424e-05
t	0.00033361244	0.08292455	0.7536687	0.07908054	0.07471531	0.00895396	4.3672982e-05	0.00017592107	6.801028e-05	2.2156728e-06	3.3445373e-05
è	8.454559e-06	0.0037225974	0.98253006	0.006245466	0.0066532586	0.0007484545	3.265066e-05	2.6943742e-05	4.195785e-06	6.459136e-07	2.7222015e-05
o	4.7475073e-08	0.0013536217	0.18737254	0.15722682	0.43873602	0.20309955	0.008943081	0.0013466206	0.0005522663	8.028093e-05	0.0012891331
n	1.4779762e-07	0.00037550292	0.062109318	0.10569852	0.43764195	0.38747737	0.005276317	0.0008703137	0.00020294674	3.0564624e-05	0.00031694604
m	5.600795e-05	0.00267477	0.07766989	0.14915961	0.6704157	0.09864994	0.000443944	0.00081084063	8.093808e-05	1.1477873e-05	2.6909427e-05
o	0.039629444	0.09127953	0.07443685	0.3044093	0.37364575	0.014774649	0.08337434	0.0017625906	0.009719605	0.00061697455	0.006350959
l	8.779144e-11	2.446224e-06	0.0068752444	0.038722336	0.63622713	0.2943971	0.023001352	0.00055885664	0.00013760562	1.01337e-05	6.7837005e-05
ì	0.0014185372	0.0036253685	0.010512637	0.19354883	0.5512691	0.07448438	0.12537614	0.0110756345	0.027642375	0.00047765084	0.0005693902
m	6.243739e-09	2.3892817e-05	0.00064826524	0.08669121	0.6477879	0.18595578	0.06792408	0.008614565	0.0008884398	0.00024279261	0.0012230497
o	3.9239443e-05	0.0004666744	0.004025497	0.08370819	0.74812603	0.06385447	0.09527122	0.0019730364	0.0011238742	0.00035728197	0.0010544347
a	3.033997e-11	2.1011186e-08	2.3179997e-05	0.00011119047	0.023276605	0.72759414	0.2078701	0.036683783	0.0036513207	0.00029903703	0.0004907166
n	1.955258e-08	4.7259746e-07	3.5893142e-06	0.00036310652	0.013622899	0.88525635	0.030851325	0.059178222	0.0048613055	0.0049887244	0.000874052
a	5.726199e-05	2.043432e-05	0.0002473823	0.0030798987	0.15424892	0.7258697	0.0116287945	0.099025145	0.0045911255	0.0010325931	0.00019874277
m	3.0325715e-09	1.4397175e-06	2.4254861e-05	0.00029742077	0.008780334	0.22338492	0.060763996	0.359925	0.17127158	0.16961199	0.0059390743
m	0.00033540995	0.0004878878	0.0006765072	0.019687042	0.09031633	0.056310304	0.28323525	0.13001756	0.40291998	0.014871645	0.0011420426
è	0.12885177	0.014015393	0.038008798	0.0936902	0.42740893	0.060578804	0.20818956	0.014131752	0.013626595	0.0012429445	0.00025518428
n	5.4697745e-07	0.00012096656	0.00023209913	0.0024831097	0.03889175	0.09690684	0.44271645	0.3431695	0.035259247	0.028946094	0.011273383
o	2.5209627e-06	3.992535e-06	1.20389695e-05	5.8928996e-05	0.002802879	0.008049648	0.9031753	0.039393637	0.032493602	0.01167882	0.0023287365
c	6.345535e-10	9.309856e-09	6.334576e-07	6.349231e-07	6.6166096e-05	0.060139928	0.06343936	0.6044191	0.22815824	0.033987828	0.009788046
e	0.00030990454	0.004356192	0.004169235	0.12178279	0.116628766	0.009435313	0.6517146	0.005918923	0.06504343	0.012988485	0.0076523474
e	4.788875e-07	5.4881635e-05	0.00019618093	0.00028457085	0.009283747	0.06360104	0.053384777	0.48815212	0.25966564	0.06162855	0.063747995
s	3.3881463e-07	1.0686119e-06	2.5618122e-06	3.0551334e-06	0.00013616547	0.038806215	0.0043632686	0.61572224	0.21115644	0.09357669	0.036231976
t	0.003353403	8.829261e-05	5.6914956e-05	6.917317e-05	0.002985333	0.060934618	0.011942397	0.6442806	0.2485837	0.025581779	0.0021237428
è	0.0033849964	0.0021620798	0.034414448	0.00072367996	0.02331092	0.074581906	0.24887246	0.15526251	0.4245644	0.02729956	0.005423067
o	1.9383081e-07	1.2948066e-06	2.4058136e-06	1.6258053e-06	3.978133e-05	0.0030446711	0.008783112	0.3780106	0.19222647	0.37182602	0.04606379
n	6.249534e-08	1.1980062e-07	9.1345777e-07	4.6671857e-07	8.111027e-06	0.0026498018	0.0014699278	0.294296	0.29239994	0.22551452	0.18366015
e	0.0023638716	1.2930879e-05	4.2203123e-06	2.193323e-06	5.958219e-05	0.008501279	0.0012397005	0.5810138	0.2552984	0.12892032	0.02258373
a	1.31617925e-08	9.704476e-08	4.2829024e-07	1.0465902e-06	1.3721772e-05	0.0058980235	0.00017488937	0.1480906	0.11556584	0.33099654	0.3992588
s	4.3209333e-08	2.0233401e-07	4.062071e-07	1.0507893e-06	8.862379e-06	0.0022303553	0.0001707331	0.14561224	0.09516237	0.57462275	0.18219106
s	0.001035817	9.928856e-05	8.97189e-05	9.519511e-05	0.0032715427	0.049662117	0.001904398	0.5930929	0.2768481	0.06762266	0.0062782923
ù	0.0048185927	0.0025739693	0.02638202	0.0011923441	0.0344578	0.15462528	0.07577689	0.18796891	0.46098846	0.029719263	0.021496393
n	7.1714254e-07	2.2824154e-06	2.7087658e-06	5.928064e-07	9.247e-06	0.0005014533	0.0018677176	0.16612384	0.21688432	0.5365811	0.078026086
n	3.7409074e-05	2.1805342e-06	1.407346e-06	1.6984116e-07	4.8140528e-06	9.492794e-05	0.004730822	0.030946339	0.317436	0.6381043	0.008641631
i	3.785601e-06	2.1327396e-06	1.7669157e-05	9.0941235e-08	2.7738924e-06	0.00026922076	0.00734796	0.017754719	0.59338593	0.25286177	0.1283539
t	1.2658831e-08	3.1807364e-08	9.3522584e-07	9.364195e-08	7.6561435e-07	0.0001074543	5.158719e-05	0.011553016	0.05709082	0.22022356	0.7109717
i	0.0002786617	1.2187488e-06	9.936253e-07	1.5467738e-07	7.1466566e-06	0.0013593347	0.002141743	0.16997875	0.65868086	0.10573697	0.06181417
