 	i	bambini	non	possono	mangiare	il	gelato	prima	che	che	mangiano	</S>
t	0.18151385	0.36669472	0.0021839147	0.00027405765	0.00053755764	0.00045669198	0.004248855	0.05928711	0.00475242	0.015195906	0.006532241	0.3583227
a	0.91296726	0.08699016	3.60334e-05	3.2755559e-06	7.040238e-07	6.9211745e-07	4.376009e-07	9.273044e-07	1.6202448e-07	2.1917667e-07	3.758942e-09	1.971314e-07
p	0.015809806	0.9757646	0.008087032	0.00031969472	9.165221e-06	3.838781e-06	3.290568e-06	2.1445549e-06	7.156053e-08	1.4998092e-07	3.441128e-09	2.4704735e-07
e	0.9756623	0.020966634	0.0011902952	4.8382775e-05	7.616719e-05	6.5910106e-05	0.0001365262	0.0012747882	0.0001483505	0.00035538158	8.783254e-06	6.651991e-05
d	0.0002865589	0.25145897	0.7168231	0.030715328	0.00043148384	0.00017254548	8.48487e-05	1.4681745e-05	2.1580634e-06	3.3578447e-06	1.4335994e-07	6.797195e-06
ì	0.4518265	0.4910083	0.053658746	0.00068652857	0.0008047199	0.00033351898	0.0002477276	0.00063064357	0.00026796537	0.00047545446	1.1931682e-05	4.791641e-05
a	0.00030106536	0.02485363	0.95134604	0.018842166	0.004196901	0.00018479065	0.00013347622	6.995598e-05	1.567711e-05	1.6054515e-05	1.734722e-05	2.2921118e-05
e	7.2795614e-10	4.457096e-05	0.40765467	0.582387	0.0072093867	0.002440599	0.00024213981	4.617746e-06	5.0069457e-06	2.8622244e-06	4.850628e-07	8.598198e-06
s	1.0698628e-09	1.7152344e-05	0.061500143	0.9287463	0.0082296245	0.001426499	6.887167e-05	1.0077954e-06	4.0014706e-06	2.233656e-06	5.81734e-07	3.667962e-06
ò	2.5722982e-05	0.0018703378	0.331088	0.6017142	0.050399505	0.013649822	0.00039712316	0.00011010536	0.00039485545	0.00023115397	7.976649e-05	3.9403538e-05
z	1.4152592e-05	8.599487e-05	0.365682	0.3817616	0.24281545	0.004707262	0.002725556	0.0012398405	0.00021358072	0.0002294217	0.00023891749	0.00028616434
