 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a	0.75668335	0.057232298	0.008742116	0.0009304688	0.00025481716	2.6353035e-05	4.584306e-05	3.715789e-05	0.0016175391	0.00029866587	0.00035737426	1.2183758e-05	0.0005315013	0.17323025
n	0.8739033	0.09611084	0.010944259	0.011571502	0.0024661974	2.7579632e-05	9.9264e-05	2.39744e-05	0.004767463	2.543703e-05	5.555282e-06	1.6854773e-06	3.887727e-05	1.4080335e-05
è	0.926327	0.07269576	0.00068117795	0.00018918524	3.86082e-05	2.1316605e-06	3.800425e-06	2.079655e-06	5.5324002e-05	1.7752776e-06	9.339225e-07	1.4429939e-07	1.5143193e-06	4.966093e-07
r	0.04699592	0.9019513	0.049648285	0.0012721868	7.882053e-05	9.3121025e-06	6.7545066e-06	2.0068778e-06	2.4705496e-05	1.2151822e-06	7.37546e-07	2.793211e-07	2.4238175e-06	6.0091065e-06
t	0.12129201	0.7437239	0.0842177	0.0081626605	0.002030124	0.0048909197	0.0017247678	0.00326056	0.0010580119	0.00016597737	0.0003801913	0.0017942557	0.00083677395	0.026461976
i	0.0005418843	0.3801245	0.5882141	0.02486826	0.0010185137	0.0015762162	0.00021704545	0.00032926362	4.8797592e-05	6.413903e-06	9.912054e-06	1.8646246e-05	3.6471206e-07	0.0030261374
s	3.5013502e-06	0.1959114	0.7488282	0.052235637	0.00257454	0.00015334008	8.96866e-05	1.975374e-05	0.00016560136	1.9772954e-06	5.5275336e-07	7.567627e-08	2.0129998e-07	1.5536549e-05
e	0.0019081396	0.23541862	0.56670564	0.1508244	0.03243047	0.0024877363	0.0033336184	0.003553988	0.0017990202	0.0003180483	0.00054416136	0.00019481174	6.871238e-05	0.00041263993
s	2.5600366e-09	0.0012685183	0.68611234	0.2616837	0.042774603	0.0052101607	0.0022171147	0.00054307224	0.00017289011	8.901416e-06	2.7502917e-06	1.3326255e-06	2.6328559e-07	4.318909e-06
e	6.5672895e-05	0.018000074	0.43096337	0.42376995	0.10650294	0.0037508074	0.007657465	0.0061221058	0.0020138451	0.00033921757	0.0005323641	0.0001572648	7.8690544e-05	4.6287936e-05
t	2.6978003e-10	3.0250507e-05	0.1059153	0.39874738	0.3902265	0.058642764	0.0363357	0.008957145	0.0010249584	7.4729345e-05	2.0090662e-05	1.2453476e-05	9.751183e-07	1.1847828e-05
t	1.8794269e-07	0.00077424484	0.4753625	0.39954746	0.07936233	0.019632459	0.0142698875	0.010246056	0.00048853975	0.00011718806	0.000110686255	8.161119e-05	5.0451076e-06	1.7829262e-06
à	3.4020636e-07	0.0008264433	0.769074	0.19310853	0.02512843	0.007519587	0.0021242925	0.0014308082	0.00070616574	2.5277432e-05	1.9433275e-05	1.4137794e-05	1.9854858e-06	2.0453273e-05
a	1.1739544e-09	1.0330259e-05	0.006535488	0.0966799	0.6162415	0.082990974	0.15820701	0.03434501	0.0041511534	0.00044499605	0.00018924978	0.0001327123	2.2439583e-05	4.9165643e-05
n	6.3018213e-10	4.8452575e-06	0.0022437067	0.032274917	0.32694128	0.15395299	0.36293966	0.10731182	0.012552521	0.0013087931	0.00033311278	9.083303e-05	1.02578115e-05	3.533797e-05
d	1.2156409e-06	7.88208e-05	0.0073564067	0.029471895	0.12341595	0.09632211	0.35628518	0.3601068	0.021153875	0.0022002065	0.0018787849	0.0014371785	0.0002639077	2.7712036e-05
e	0.01216653	0.012970983	0.03227538	0.049073566	0.1498973	0.048417006	0.1530339	0.272246	0.18914196	0.0070131524	0.010006645	0.02473956	0.0090119755	0.030006038
m	3.294349e-12	1.26026105e-08	0.00024505166	0.0055846684	0.048309695	0.27390155	0.26173893	0.31862938	0.08875532	0.0023224682	0.0002213527	0.0002222464	2.6329913e-05	4.297472e-05
i	7.060572e-05	0.00011351003	5.3546955e-05	0.00079492666	0.04427195	0.003983033	0.11347973	0.14074717	0.55628866	0.04533167	0.051122207	0.0101687275	0.02687604	0.0066982484
n	5.3230914e-12	8.579335e-09	2.738561e-05	0.00017397969	0.003698978	0.05820689	0.15564616	0.36069825	0.3993447	0.020013332	0.0013501728	0.00049255614	0.00015161904	0.00019595493
d	7.613932e-07	4.2956566e-05	0.00026869474	0.00015678626	0.0018406714	0.017607061	0.17504883	0.47656274	0.2970764	0.022873005	0.0050506694	0.0013192922	0.0021088263	4.330843e-05
è	0.0010473671	0.00022651	7.859779e-05	0.00033280766	0.0073288283	0.0011857726	0.034665857	0.14463112	0.557913	0.08175706	0.06767631	0.016148718	0.08120806	0.005800022
l	3.319164e-09	5.3419245e-07	1.8395838e-05	2.8876644e-05	0.0011170012	0.011368557	0.09136726	0.13442495	0.5816001	0.124561004	0.023322392	0.0061992393	0.023287222	0.0027044928
a	5.4695025e-08	1.2262672e-05	2.6551408e-05	0.00020956704	0.0025743002	0.005742137	0.039278768	0.024692273	0.9071887	0.01395694	0.0015827989	0.00013925535	0.0027378805	0.00185849
p	8.493682e-12	2.1600555e-09	1.9661616e-06	9.2535e-06	5.4933647e-05	0.00031698094	0.0018219495	0.007985626	0.7878374	0.13482255	0.01406681	0.003171055	0.027050419	0.022861142
l	3.615675e-05	3.9790502e-06	7.250744e-07	3.2888474e-06	0.00010252529	4.838128e-05	0.002542621	0.009015423	0.60887665	0.22774327	0.07709092	0.003739839	0.05465447	0.016141769
è	0.00024214626	0.0042523253	0.029670594	0.05892943	0.022720002	0.010264496	0.007848319	0.0096117025	0.8417818	0.0118050715	0.0011658067	0.000102930804	0.00028806963	0.0013172422
o	1.15442935e-08	5.248948e-06	7.554734e-05	5.1238e-05	0.00023705592	0.0007496186	0.0054604346	0.019813022	0.41398978	0.21126907	0.05629882	0.03418294	0.21300894	0.044858288
k	2.870013e-10	1.9441522e-07	4.4183744e-05	1.05280005e-05	9.821292e-06	0.00012518196	0.00042484852	0.00857017	0.19565746	0.36311197	0.09841616	0.0041810316	0.03454141	0.294907
a	3.2167267e-05	1.6095065e-06	1.7973734e-07	6.8074473e-07	2.2933202e-05	7.5250928e-06	0.00040530734	0.0016048762	0.10739448	0.29643944	0.27288413	0.010696885	0.24994242	0.06056734
