 	ho	rotto	una	bottiglia	</S>
è	0.9505461	0.008385744	0.0004754491	0.013461716	0.027130958
g	0.32999042	0.67000717	2.407738e-06	1.463028e-08	4.5202295e-10
l	0.0011107345	0.08876007	0.013030455	0.88221717	0.014881595
a	0.0002781001	0.97080696	0.025548266	0.0023634855	0.0010031589
s	0.08597029	0.85029507	0.0094715385	0.03449414	0.01976896
a	5.88949e-05	0.7889748	0.10218148	0.1067874	0.0019973924
m	2.0202012e-06	0.29961923	0.6325575	0.049488097	0.018333206
i	1.5587937e-06	0.012120909	0.041517045	0.9373886	0.00897188
a	4.263433e-07	0.03436737	0.7129953	0.17986122	0.07277571
b	1.2989703e-07	0.0009996626	0.8129762	0.12811054	0.057913475
u	2.115538e-06	0.0005945613	0.03690439	0.961177	0.0013218749
t	1.0318467e-07	0.00038780813	0.21589655	0.70880514	0.07491037
t	0.00030962678	0.04323498	0.5817818	0.32985702	0.044816487
ì	0.00028258722	0.062400497	0.10532364	0.7195183	0.112474956
g	4.0320205e-07	0.0005035839	0.62232584	0.17662638	0.20054382
l	1.4810153e-06	0.012717402	0.39080152	0.5574562	0.03902342
i	2.1279534e-06	0.01195081	0.05756573	0.87057877	0.059902575
a	9.4240935e-11	3.6781745e-07	0.0017584572	0.7210486	0.27719256
</S>	9.021302e-09	2.3465602e-06	0.003265373	0.16004114	0.8366912
