 	Marika	cerca	una	macchina	che	consuma	fa	poco	consumo	in	benzina	</S>
e	0.9994641	4.9569007e-05	3.997943e-06	5.4531887e-07	3.2336507e-07	1.1287691e-06	8.9973156e-07	2.7778485e-06	1.3593389e-05	4.1948922e-05	2.8781706e-05	0.00039235488
M	0.99476177	0.0041497904	0.0010382343	2.6716207e-05	9.733443e-06	9.377197e-06	7.196651e-07	5.33731e-07	2.8815373e-07	2.7270262e-06	1.5527452e-07	7.355692e-08
à	0.9462474	0.008874132	0.015964812	0.002855469	0.0014833565	0.0025391253	0.001153404	0.0010608969	0.0020625489	0.00912971	0.0065127634	0.0021164857
r	0.9981103	0.001882169	6.9490025e-06	1.5014655e-07	4.486788e-08	3.9764085e-08	1.067227e-08	1.4526405e-08	2.984436e-08	9.3816936e-08	5.2056194e-08	2.823847e-07
i	0.9936486	0.00572694	0.00023274428	9.678608e-06	4.440196e-06	2.2108993e-06	5.214223e-07	4.6860012e-07	1.545591e-06	7.809205e-06	7.88976e-06	0.0003573292
k	3.689909e-05	0.9962405	0.0036860108	2.9800232e-05	4.992011e-06	9.810308e-07	1.5011702e-07	9.415412e-08	6.085427e-08	3.0412284e-07	2.9314657e-08	2.2551573e-07
a	0.0054194545	0.18906951	0.6666088	0.07555359	0.0210676	0.007891888	0.004460601	0.0017320883	0.00184359	0.0063055553	0.00999906	0.010048324
j	5.218344e-08	0.94556165	0.0527136	0.0015252442	0.00018020226	1.33994345e-05	3.1367135e-06	7.8942105e-07	2.7214517e-07	6.3901285e-07	1.473346e-07	8.676918e-07
u	0.00024142493	0.0048136045	0.82458186	0.14457105	0.01872148	0.002901219	0.00052204984	0.00010101329	6.2438885e-05	0.000115367075	0.00040315118	0.002965304
r	7.827406e-09	0.7350659	0.24188612	0.020235056	0.0026500567	0.00012176231	2.9990195e-05	5.157562e-06	1.1329694e-06	2.0230364e-06	4.563409e-07	2.317046e-06
è	5.0203605e-05	0.12657173	0.84465325	0.024852863	0.0034366327	0.00034698631	5.1419494e-05	1.0407812e-05	3.914134e-06	4.4991343e-06	1.0020412e-05	8.089225e-06
i	2.7272836e-08	0.03445786	0.7914175	0.16067056	0.012318199	0.00061999867	0.0003940354	6.988844e-05	1.0362264e-05	1.5039036e-05	9.638844e-06	1.6875385e-05
m	1.0582806e-11	0.03770746	0.35685334	0.45896253	0.13586128	0.008670024	0.0015437205	0.0003340917	2.9439867e-05	1.8707746e-05	2.0937212e-06	1.722065e-05
i	7.2044113e-06	0.000429609	0.68613106	0.24767654	0.036682997	0.013213519	0.004271138	0.0015823721	0.0011098782	0.001748784	0.0055635637	0.001583278
a	6.6949315e-12	0.004411509	0.101138264	0.6957246	0.18802315	0.009570256	0.0009772286	0.00010635437	1.9673298e-05	1.0312649e-05	2.0501807e-06	1.666514e-05
m	3.0448546e-11	0.0030527818	0.017502278	0.45350635	0.49185953	0.029383298	0.0034085142	0.0011354549	9.515732e-05	3.665375e-05	3.7177617e-06	1.6307187e-05
à	3.23055e-05	0.00017739022	0.16217873	0.46479258	0.18509823	0.12118686	0.026157701	0.009710815	0.0069271126	0.005340834	0.016828042	0.0015694321
k	2.1531484e-08	0.0008822935	0.022088083	0.7317649	0.2200455	0.019123064	0.005250148	0.0005485217	9.775375e-05	4.2385116e-05	4.7023063e-05	0.00011027139
i	9.680184e-05	0.0023964	0.15816699	0.48030338	0.18715593	0.047399167	0.005119531	0.001946072	0.00091403385	0.0007804659	0.0022230903	0.11349808
n	8.160822e-14	8.732454e-06	0.00013247646	0.071329236	0.50650483	0.3828816	0.03590282	0.0029842958	0.00021393935	1.0967826e-05	4.28318e-06	2.6785989e-05
a	2.6637972e-09	0.0007659167	0.0009692673	0.1256334	0.5298019	0.29940677	0.03537934	0.0068997717	0.000720469	3.4105407e-05	0.0001716892	0.00021737779
k	5.5504733e-13	8.642954e-06	1.367139e-05	0.0072632977	0.28031313	0.4230253	0.16065887	0.119830534	0.008328901	0.00045150155	2.5532023e-05	8.065948e-05
a	1.4573536e-05	1.935554e-05	0.009818519	0.100772835	0.2584336	0.3998265	0.099988915	0.037303656	0.036043122	0.016162349	0.030733764	0.010882814
k	1.3447602e-12	0.00011083705	0.00021259759	0.025594654	0.32304636	0.4223535	0.19850636	0.02551995	0.0041605146	0.00029812832	3.9972903e-05	0.00015716799
o	1.5760246e-05	0.00019375852	0.006955001	0.056811977	0.28808376	0.5588906	0.07037446	0.013148406	0.0032414563	0.00037451385	0.0010707492	0.0008395915
n	5.824364e-13	3.7997404e-05	3.26049e-05	0.008638781	0.17623615	0.519104	0.25496486	0.036851995	0.0038217565	0.00018951354	3.419882e-05	8.813043e-05
