 	le	melanzane	vogliono	ee	girate	</S>
t	0.84774595	0.0013607803	0.0013437172	0.0008946581	0.016274603	0.13238037
e	0.9997665	0.00016180414	3.4233934e-05	6.6191496e-06	2.7350841e-05	3.467758e-06
s	0.9321663	0.06624522	0.0014433983	8.282244e-05	5.0093793e-05	1.2242691e-05
m	0.9740272	0.022468954	0.0016281105	0.00038191915	0.0014429743	5.0873965e-05
a	0.9998534	6.8729e-05	3.6821343e-06	3.035537e-07	6.7472106e-06	6.702245e-05
r	0.013091132	0.98124105	0.0049771825	0.00028054224	0.00016072801	0.00024937477
a	0.7298206	0.26230207	0.0050167656	0.00092460023	0.0018493636	8.652777e-05
n	2.2422839e-05	0.9836879	0.015421513	0.0005369619	0.00010348212	0.00022779152
g	0.0032107478	0.98968154	0.0060915113	0.0008682448	0.0001316966	1.6242215e-05
i	0.9623771	0.029796222	0.0018708217	0.00095105113	0.004126307	0.0008786102
à	6.5765e-07	0.6537076	0.3311057	0.009643506	0.0013091513	0.004233475
n	5.406981e-06	0.6653617	0.28933832	0.038483966	0.0035342078	0.0032764256
e	0.0071640112	0.17503785	0.44271392	0.15911792	0.098890536	0.11707574
t	2.5913236e-09	0.004147352	0.8770401	0.10552396	0.0038277989	0.009460739
è	3.5781908e-05	0.019583736	0.75264823	0.20996766	0.01377413	0.003990463
l	3.9541014e-06	0.007207045	0.08779706	0.6645982	0.14858055	0.09181313
u	0.018618172	0.008666068	0.16790496	0.13669652	0.0919755	0.57613873
n	6.0810903e-09	0.00012689442	0.016527655	0.66406786	0.26906344	0.050214145
e	0.00010067004	0.0004919929	0.015972188	0.7992668	0.17485529	0.009313046
e	1.0505053e-09	5.465918e-05	0.005929609	0.48346862	0.44846782	0.06207928
e	1.9454124e-08	4.791971e-05	0.0022634321	0.7299808	0.21873584	0.048972033
v	1.2430793e-08	1.8526325e-05	0.0011511681	0.38353962	0.501968	0.11332269
o	0.00019852066	0.00018377994	0.0018219436	0.061542608	0.9345046	0.0017485963
t	2.5806386e-09	9.33272e-06	0.00035562943	0.017457373	0.8520818	0.1300959
i	1.1464975e-05	2.299592e-05	0.0003459128	0.045961045	0.93205553	0.021603052
m	7.0813706e-09	1.7720524e-05	0.0003135842	0.016580855	0.7958613	0.18722658
m	0.0007486716	0.0003438445	0.00070238253	0.019981634	0.97637093	0.0018524862
è	0.1450594	0.0010711144	0.0046939184	0.019362135	0.8256962	0.004117233
n	1.3499492e-06	0.00020288517	0.00040382124	0.024107315	0.8666025	0.10868217
e	4.849751e-07	2.0056938e-05	0.0003169219	0.025783282	0.86276865	0.11111063
</S>	2.301664e-10	1.7753903e-08	1.2750078e-06	0.00014860308	0.05077274	0.94907737
