 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
e	0.98094577	0.0043597296	0.0007484076	6.15194e-05	0.00016515749	7.894589e-06	0.00026367963	0.0013161735	0.012131711
n	0.78485125	0.07392614	0.14097196	0.00016532475	7.896689e-05	9.437566e-08	5.197297e-06	8.8995773e-07	2.0885228e-07
è	0.77703696	0.21026026	0.012573455	9.516733e-05	2.3923682e-05	6.6265636e-07	7.6284773e-06	1.4037548e-06	5.872714e-07
n	0.17694911	0.82155126	0.0014563885	3.4408222e-05	4.868595e-06	1.9690506e-07	9.1393514e-07	1.1627402e-06	1.6876712e-06
a	0.32681486	0.59660214	0.05610964	0.0010128268	0.0002558713	7.023518e-05	0.0003963774	0.0015455212	0.017192507
m	1.5955322e-05	0.3668797	0.63028383	0.002509373	0.0002471752	2.8182212e-06	1.8548573e-05	7.878957e-06	3.4704888e-05
i	2.9214734e-05	0.029770015	0.9395264	0.008142787	0.0035030625	0.0024721005	0.005112434	0.0055590156	0.0058849924
l	3.1063742e-08	0.0046810503	0.8976323	0.094959214	0.0022887143	5.82008e-05	0.00010302175	4.0960116e-05	0.00023647495
ì	1.597641e-05	0.00382473	0.9776123	0.01277101	0.0026346024	0.0006736235	0.0011045934	0.00071544957	0.00064775406
s	3.5235676e-06	0.012263061	0.2043822	0.74455947	0.022840036	0.009281854	0.0016151257	0.0022135726	0.0028411318
i	1.3663139e-06	0.0037587937	0.48503396	0.11604293	0.044078406	0.010873478	0.008328281	0.038576037	0.29330674
m	2.6309182e-11	1.4725471e-07	0.028109541	0.8002083	0.16444068	0.004321048	0.0017379117	0.00023208931	0.00095035
b	1.8729604e-06	0.0001556579	0.6879148	0.16780904	0.09366829	0.020083025	0.012648586	0.008323202	0.009395518
r	6.145574e-05	0.0011069954	0.965832	0.021200959	0.007200984	2.0862932e-05	8.720905e-05	2.6790733e-05	0.0044627744
ò	2.6485383e-09	6.002672e-06	0.0020445078	0.8598879	0.12715416	0.007560514	0.0013109641	0.0005685721	0.0014673473
s	3.431057e-09	2.291556e-06	0.0009845104	0.2919048	0.54378027	0.14303221	0.011086655	0.005722344	0.0034869574
t	4.3826435e-07	6.77317e-05	0.0069414764	0.13104624	0.57764304	0.096508674	0.028015032	0.0457923	0.11398515
i	2.7049664e-08	4.406295e-06	0.0050122635	0.096493766	0.66671515	0.008839795	0.047632284	0.031152224	0.14415006
n	9.5674635e-11	5.2691584e-09	1.7953658e-05	0.009670741	0.19878784	0.61927867	0.14056474	0.005432588	0.02624744
A	2.020607e-06	3.2836592e-06	2.6235788e-05	0.011207374	0.051455818	0.87938625	0.050297637	0.0059079914	0.0017134285
n	6.4886294e-08	7.4166956e-06	3.571603e-05	0.009347811	0.019720208	0.6529099	0.15391542	0.13982773	0.024235796
n	1.516149e-07	2.0468471e-05	0.00012876074	0.0048165135	0.22474068	0.35813248	0.19848566	0.14696473	0.066710554
a	1.4306227e-08	1.2092733e-07	1.618421e-05	0.0009265125	0.030029897	0.08973611	0.48363376	0.29639766	0.09925971
à	1.8061028e-11	2.8359642e-10	5.0587954e-07	3.5052617e-05	0.001246213	0.1114969	0.7389574	0.06229054	0.08597333
t	1.942391e-08	1.606739e-07	8.66543e-07	6.074675e-05	0.0012200694	0.31859332	0.50989175	0.14232533	0.027907725
s	1.7277869e-09	1.7074631e-08	3.6759093e-07	2.1627618e-05	0.0028161341	0.20167789	0.4152026	0.35696632	0.023315055
e	2.930867e-08	1.0424071e-06	0.0005343761	0.002779123	0.017659672	0.0031821653	0.47244954	0.43736756	0.0660265
t	2.1142789e-11	1.4389537e-10	1.5199679e-07	2.8654238e-06	4.5187415e-05	0.006573057	0.4558272	0.31606886	0.2214827
ù	6.836193e-08	1.6136147e-08	9.145582e-07	5.5679134e-06	0.00015117363	0.009543582	0.5301808	0.31521037	0.14490753
o	5.9001217e-09	7.888721e-08	1.3479355e-06	5.3788763e-06	3.3010252e-05	0.0013839713	0.04097765	0.8693396	0.088259
</S>	5.489177e-10	2.3993123e-09	1.6334621e-07	3.1742668e-06	1.3077235e-05	0.0017941393	0.16011599	0.40266743	0.435406
