 	il	vestito	della	sposa	deve	essere	bianco	</S>
o	0.36217013	0.024441775	0.0038511476	0.0009753663	0.00026141963	0.0037507555	0.10718328	0.49736613
à	0.2695327	0.103653714	0.62388504	0.0011441596	4.42846e-05	4.1222243e-05	0.0016956575	3.2826972e-06
b	0.6711967	0.31807056	0.010703018	1.9923242e-05	3.9897623e-06	1.4947019e-06	3.741189e-06	5.9942136e-07
b	0.006169486	0.33161566	0.022646606	0.0038016802	0.003411264	0.023643633	0.57589763	0.032813996
e	0.07584664	0.884274	0.017558258	0.00025392018	5.0055478e-05	5.4263917e-05	0.00030184537	0.021660985
t	0.0036118128	0.967161	0.028661292	0.00022377653	7.235046e-06	1.0555691e-05	0.00015834285	0.00016587765
o	0.01413888	0.09914933	0.8807594	0.0051965374	1.9939615e-05	0.00025125503	0.0002488831	0.00023575735
u	5.7735283e-06	0.017057056	0.908583	0.07149186	0.0019203578	0.0003808647	0.00034347226	0.0002176121
k	1.61766e-05	0.008363655	0.770147	0.20494092	0.014858223	0.0011721001	0.00027178612	0.00023017067
o	0.0002518097	0.008203934	0.0714903	0.08029998	0.0070544262	0.035967592	0.77969825	0.017033763
r	7.715047e-06	0.001746503	0.075367495	0.7855252	0.10023095	0.017507255	0.01119763	0.008417298
a	0.103334464	0.0696807	0.3808454	0.29759905	0.071941	0.057037298	0.015410105	0.004152019
s	5.4116057e-08	1.5311922e-05	0.018242285	0.8890139	0.0822143	0.007303113	0.0021410189	0.0010700069
ì	0.0052209627	0.0017623161	0.101826705	0.37058452	0.36563948	0.14717986	0.006653982	0.0011321553
u	3.1175452e-06	0.00021310133	0.002773843	0.08765593	0.77444595	0.12147975	0.006871668	0.006556551
è	3.7690505e-08	8.543963e-07	0.00059533014	0.16301046	0.5346722	0.261293	0.018621642	0.02180649
n	8.7740574e-08	8.073476e-07	2.5793088e-05	0.0019304686	0.78815305	0.20293012	0.004130936	0.002828608
a	2.1772224e-05	1.973882e-06	0.00036252697	0.010749082	0.33508286	0.5977114	0.017693207	0.038377088
n	9.89121e-09	2.9811183e-08	1.5199267e-06	5.5078293e-05	0.027805308	0.8792008	0.07708803	0.015849207
e	8.177816e-05	3.5383155e-07	4.1448886e-05	0.00023707502	0.048268516	0.9332496	0.015769996	0.0023512659
à	4.2365484e-09	2.937989e-08	4.230031e-06	7.0132366e-05	0.01089395	0.59402907	0.3697883	0.025214389
s	5.7750192e-08	1.6740194e-07	2.6217103e-06	1.648934e-05	0.036294874	0.840164	0.1119067	0.01161509
p	0.00028852152	2.9983285e-05	0.0013101483	0.00054410484	0.034954257	0.5721639	0.36024994	0.03045913
r	0.00046696945	5.0191687e-05	0.00043943067	8.720273e-05	0.00013662134	0.003455805	0.991135	0.0042287335
o	1.2480709e-06	3.6807353e-06	0.0003144795	0.0001115529	0.00046590818	0.090185925	0.58938235	0.31953487
</S>	7.231741e-08	3.403721e-08	1.0484265e-06	3.6279378e-06	1.3545132e-05	0.04377042	0.047532294	0.90867895
