 	che	impara	una	cosa	che	studia	una	cosa	</S>
n	0.6188936	0.035676412	0.0020114812	0.0018280481	0.0010926633	0.0051916796	0.0047926116	0.026979603	0.3035339
a	0.62628424	0.37364772	5.889604e-05	7.505121e-06	6.088585e-07	6.233631e-07	1.0125282e-07	1.425696e-07	1.2414631e-07
m	0.71111697	0.26949942	0.017109511	0.0020645736	0.00013324963	6.2138985e-05	5.574516e-06	4.8214984e-06	3.698651e-06
à	0.0146843465	0.609789	0.0978636	0.030519938	0.015742902	0.039567705	0.030408956	0.14427812	0.017145427
t	0.008112861	0.8719519	0.11560616	0.0026327085	0.000504898	0.00036193238	0.000106775915	0.00019956226	0.00052313413
i	0.0034970832	0.88981426	0.055688225	0.009267382	0.0022058687	0.00033781974	0.0009794198	0.0047350335	0.03347487
è	6.0474962e-05	0.0068561435	0.93871504	0.05023875	0.003390446	0.0004500534	5.9647296e-05	7.347491e-05	0.00015604382
n	4.933029e-05	0.0021375106	0.97050864	0.024375906	0.0024445874	0.00032683724	6.97276e-05	3.7891732e-05	4.952979e-05
a	0.0008597437	0.034239687	0.6649318	0.22701098	0.03809448	0.0029015436	0.0062015643	0.009669996	0.016090233
p	1.8340627e-07	6.408359e-06	0.34453696	0.58688897	0.06501084	0.0029204187	0.00022475889	0.00014652277	0.00026496281
r	1.314134e-05	0.0043031923	0.34696737	0.46347252	0.073148526	0.029151706	0.014013952	0.057769034	0.011160496
à	0.017154153	0.03772947	0.18572235	0.5065869	0.1609693	0.010751662	0.0044681286	0.013439602	0.06317852
m	3.1645547e-07	8.7801545e-06	0.13180293	0.4516722	0.38408285	0.026842214	0.0031395063	0.00118096	0.0012703147
a	2.570891e-06	0.037034146	0.122277066	0.6084777	0.08517536	0.007460534	0.003450968	0.005671311	0.13045026
n	1.141089e-09	2.3023707e-08	0.00027992437	0.0756492	0.82175666	0.09553954	0.0023558792	0.0016227934	0.0027959447
a	7.6879514e-05	4.1234216e-06	0.00082458876	0.08246286	0.755924	0.13186248	0.018456083	0.0076301354	0.0027587847
s	1.3097364e-08	1.7278698e-08	6.0401286e-05	0.0043264944	0.38290703	0.5780348	0.029251907	0.0027741657	0.002645196
t	3.953763e-05	6.1423157e-06	0.0023540405	0.07807948	0.7174747	0.16383557	0.028493695	0.00813172	0.0015851118
u	0.0025656926	0.0020704998	0.0065009384	0.12843299	0.3585848	0.28579822	0.050887704	0.059958503	0.1052007
d	2.5421256e-09	3.5675982e-09	7.548131e-06	0.0019221092	0.33759332	0.62417763	0.030244965	0.0036815207	0.002372896
i	0.00015382498	0.00012390799	0.00022647904	0.0023667477	0.09478605	0.6486989	0.174633	0.075645775	0.003365306
è	3.285088e-09	6.7777304e-09	1.9116229e-05	0.00097371096	0.12134283	0.5160861	0.26579583	0.06474543	0.031037008
t	6.032762e-08	2.309948e-08	5.1351863e-06	3.075132e-05	0.011981557	0.56023395	0.39568132	0.025481407	0.0065857726
s	4.477675e-07	1.109592e-08	1.3855002e-06	4.872403e-05	0.017331311	0.5188031	0.31911334	0.12690182	0.017799791
i	5.940436e-05	2.3304603e-05	0.00019577227	0.0025329983	0.017671019	0.1426119	0.33138472	0.43482554	0.07069537
è	1.0223343e-09	1.4182772e-09	8.05355e-08	3.2054002e-06	0.00046828788	0.11739296	0.53668153	0.24677098	0.09868302
n	1.0151613e-07	3.0959104e-08	5.2208975e-07	1.6374156e-06	0.00026517626	0.09829434	0.7503231	0.11591634	0.03519871
a	4.4567078e-06	4.8823857e-08	5.4405194e-07	6.4623146e-06	0.000984141	0.09284951	0.61873287	0.24358834	0.04383368
p	1.4395297e-09	9.540752e-10	7.709091e-08	5.057913e-07	4.651506e-05	0.0029307026	0.21253043	0.6899755	0.09451627
r	1.6109603e-05	1.5038128e-05	1.7680339e-05	8.7105305e-05	0.0015482884	0.027804324	0.5899199	0.36991933	0.010672121
à	0.0001785815	2.9091305e-05	4.9163664e-05	8.388933e-05	0.0008991429	0.010822616	0.23065744	0.6634207	0.093859375
m	5.3606993e-08	8.024846e-08	3.1153759e-06	4.529077e-06	0.00014611462	0.015104159	0.29364508	0.52828956	0.16280727
a	1.8595817e-07	7.948199e-05	8.720777e-05	0.000570126	0.0031444447	0.22973047	0.57765025	0.12741077	0.061327126
</S>	3.7542036e-10	1.9057202e-09	5.0393467e-08	4.3475393e-07	3.0641652e-06	0.0002522762	0.0077517917	0.26069662	0.7312958
