 	è	che	stanno	ancora	svegli	</S>
è	0.9137008	0.0025601469	0.0031985682	0.0006994862	0.027200615	0.052640457
n	0.9743591	0.025636764	4.134461e-06	2.6564222e-09	5.527235e-10	3.0683298e-10
a	0.9356356	0.025031852	0.020005034	0.0013326266	0.0069275247	0.01106725
s	0.013333578	0.20837809	0.7769119	0.00094918144	0.0003037767	0.00012340907
t	0.00049986964	0.28177708	0.6288277	0.08777107	0.0009082647	0.00021601
a	0.17902547	0.5778448	0.22720766	0.0013229704	0.00043534252	0.014163701
t	1.2654713e-06	0.31435075	0.66637474	0.017961405	0.00068492536	0.0006268718
ù	2.00577e-05	0.56232405	0.4118663	0.025653174	5.3047374e-05	8.34036e-05
n	8.803915e-06	0.10798044	0.26468736	0.19593853	0.32878777	0.10259706
e	0.0003246134	0.06615213	0.28634995	0.51109415	0.05525339	0.080825746
a	1.1351885e-10	3.9665492e-06	0.005118066	0.93504006	0.043707345	0.016130462
n	3.850822e-08	3.471893e-05	0.0006066447	0.77487373	0.2097519	0.014732867
k	9.938381e-06	0.0013625122	0.0068015065	0.97265965	0.018093012	0.0010734276
ò	0.43678367	0.5202253	0.01880907	0.004608642	0.018055052	0.0015182535
r	1.8721706e-06	0.0030200698	0.0071588443	0.22113629	0.63661456	0.13206834
a	4.7985723e-06	0.0023577688	0.068503834	0.3010438	0.5998471	0.028242707
a	8.378471e-12	4.625335e-09	6.6385e-06	0.051371478	0.9059009	0.04272098
t	1.9760718e-09	2.6551854e-07	2.3643595e-06	0.015042322	0.922294	0.062661104
s	3.7637162e-07	5.4975953e-06	0.0001332873	0.6481994	0.3376896	0.013971831
ù	0.00019094076	0.040321942	0.23311572	0.21528244	0.165322	0.3457669
n	7.54539e-09	9.2904736e-07	3.6481754e-06	0.00388247	0.95530534	0.04080753
n	1.0997942e-06	4.2493913e-05	0.00017508901	0.037094787	0.94330746	0.019379044
i	1.0813979e-07	3.137198e-06	4.9631864e-05	0.001308075	0.8910966	0.10754244
t	1.5548537e-10	8.86518e-09	1.2751332e-06	0.0008158612	0.43723392	0.56194896
i	1.2923585e-06	2.2236513e-06	2.3053695e-05	0.03157668	0.72750944	0.2408873
</S>	6.257231e-11	6.166446e-09	1.4449928e-07	0.00015479192	0.030671729	0.9691733
