 	l	anno	che	viene	devo	mangiare	molti	dolci	</S>
o	0.3429412	0.1653899	0.0021265075	0.0008810644	0.00023811721	0.001655966	0.007334316	0.011694238	0.46773863
c	0.24875544	0.7236991	0.022131054	0.004949192	0.00021918668	0.0001761641	5.9002356e-05	8.957637e-06	1.9443044e-06
h	0.0014148473	0.016421039	0.007368855	0.118619815	0.07221623	0.11974463	0.22632264	0.28208992	0.15580203
r	0.38978642	0.6090175	0.0010376773	0.0001098386	1.0232807e-05	6.2485656e-06	2.302553e-05	5.6553845e-06	3.443839e-06
ò	0.24643384	0.7527938	0.0007304138	3.1478587e-05	4.2591314e-06	1.433925e-06	2.0983452e-06	7.656036e-07	1.9197482e-06
n	0.010327998	0.9705658	0.018264735	0.0004186251	0.0002406888	7.3083494e-05	2.0420594e-05	2.0493206e-05	6.813119e-05
o	0.02498933	0.90871984	0.017694598	0.0006552142	0.0003419104	0.00091425824	0.0005993262	0.0015163706	0.044569205
k	0.000107938184	0.13483413	0.8300681	0.032962423	0.0015258016	0.00037199134	6.490423e-05	1.1699468e-05	5.3037686e-05
a	0.00095323473	0.6499998	0.1966566	0.044217404	0.009335356	0.02221247	0.031073878	0.030842004	0.014709291
m	1.6608017e-05	0.063795835	0.7710629	0.15858857	0.005506464	0.0006208203	0.00017819695	4.205743e-05	0.000188445
b	0.0043907366	0.4283409	0.4043484	0.10642956	0.014905398	0.019074786	0.012636882	0.008074125	0.0017991455
è	0.08274235	0.9114249	0.001928435	0.0035781579	9.810146e-06	1.0042059e-05	1.6243015e-05	2.0631858e-06	0.00028808214
n	0.00055215176	0.08625793	0.73078436	0.053038128	0.11195005	0.013379347	0.0011251314	0.0010705094	0.0018424254
n	0.0038391473	0.071101524	0.29383722	0.19213301	0.047338832	0.043110162	0.062793836	0.07678648	0.20905979
i	0.00045859875	0.012057693	0.27800643	0.4879827	0.024383793	0.010441056	0.093983226	0.030815294	0.06187116
è	5.736239e-07	2.8424132e-05	0.012644381	0.59612083	0.26098704	0.11342	0.011803103	0.0005534335	0.004442133
n	1.6416458e-06	1.5180578e-05	0.0035292588	0.050388362	0.81942815	0.12507275	0.0010195861	0.00020827234	0.00033678752
a	8.639962e-05	5.749399e-05	0.008145612	0.06956361	0.54978895	0.26333773	0.05288866	0.02773237	0.028399205
f	3.231304e-08	2.1017445e-07	0.0002108284	0.0015685003	0.1625077	0.7264679	0.10015739	0.004836286	0.0042511066
à	4.2971096e-05	0.00012829289	0.0021795994	0.005966197	0.13323104	0.7183593	0.08768541	0.03429523	0.018112024
o	1.8284967e-05	8.568386e-05	0.0006534774	0.0006820068	0.21435796	0.47919488	0.18418011	0.09000826	0.03081951
p	9.181423e-09	8.363597e-08	3.7147836e-06	0.00048303595	0.0011881238	0.0358961	0.8412006	0.060201168	0.06102721
o	4.6929813e-06	1.9727395e-06	1.0955771e-05	8.194167e-05	0.0048958077	0.5757037	0.34881312	0.05935743	0.01113033
d	7.679072e-09	5.4863655e-08	1.4188677e-05	2.5868188e-05	0.00024181268	0.0072519355	0.7785821	0.16503479	0.048849225
d	0.00020456013	2.5409008e-05	8.5486114e-05	0.00014103837	0.0033573366	0.23695947	0.66917914	0.08411967	0.0059277667
h	0.17813255	0.024145832	0.004429137	0.0007528186	0.0009842954	0.025971847	0.7335298	0.021555347	0.010498364
à	4.8206584e-06	8.706355e-06	0.00010993471	8.289384e-05	0.00059565384	0.008946509	0.45396918	0.4711992	0.06508304
g	1.2272912e-07	2.4011717e-07	3.0543138e-06	3.535568e-05	0.00020478315	0.0063958955	0.13571851	0.77883196	0.07881009
l	3.1958662e-06	8.323029e-05	7.709549e-05	0.00057848584	0.0051238523	0.24552089	0.5651497	0.05554291	0.12792067
i	0.00010895807	0.0015694937	8.6899025e-05	7.202588e-05	2.1907112e-05	0.0024422028	0.6187208	0.16034137	0.21663631
c	8.0076895e-10	6.1257333e-09	3.345344e-07	3.948576e-06	7.3576064e-07	3.4132747e-05	0.064323485	0.5963802	0.3392572
è	0.0024909072	0.08059839	0.038709372	0.3462345	0.21237421	0.13912281	0.04573598	0.053278245	0.08145563
a	2.2636534e-05	5.0031944e-05	0.0001170445	5.8937418e-05	0.00016462643	0.0012794259	0.059804827	0.89214736	0.046355102
</S>	2.2340739e-08	5.3329366e-08	2.1972922e-07	2.7644203e-06	2.377063e-07	1.8966806e-05	0.02036218	0.2763646	0.70325094
