 	sto	e	cucino	</S>
e	0.9897657	0.007657034	0.00086691615	0.0017103173
s	0.7726445	0.22598282	0.0013717817	9.4967123e-07
t	0.61393416	0.2887813	0.09696098	0.00032358008
è	0.27595598	0.7207989	0.00066094374	0.0025841186
c	0.0037398767	0.98871595	0.007146575	0.00039764846
e	0.91808933	0.05840931	0.023068411	0.00043281834
m	5.6197034e-05	0.899027	0.05430305	0.046613716
a	0.0037373265	0.017535511	0.9271266	0.051600542
r	2.895336e-06	0.544505	0.18866321	0.26682884
è	0.001869817	0.84313226	0.15169728	0.003300752
o	9.850424e-07	0.06378956	0.91800565	0.01820387
</S>	3.4408963e-08	0.0062573603	0.09755422	0.8961884
