 	cosa	fa	Anna	il	sabato	mattina	</S>
t	0.7264825	0.045695934	0.00029921567	0.00076321536	0.017050296	0.009034962	0.20067374
i	0.96205527	0.037703484	6.6835135e-05	6.574357e-05	7.8883924e-05	6.923237e-06	2.2961349e-05
k	0.24799362	0.75154275	0.00015786373	0.0002443277	5.2494106e-05	1.987742e-06	6.9922357e-06
à	0.32790408	0.4114862	0.025284007	0.0128428275	0.14664827	0.03993874	0.035895914
n	0.0076743877	0.9708175	0.015699767	0.0013996452	0.0026478241	0.00036669098	0.0013941885
n	0.13798428	0.34842473	0.04252668	0.0058873626	0.0328462	0.03547417	0.39685658
i	0.15774605	0.72091657	0.006755995	0.014014349	0.009879353	0.01417741	0.07651039
e	2.7776478e-05	0.061036237	0.8306717	0.100767106	0.00057026144	0.0013249862	0.005601988
A	8.894015e-06	0.0047719283	0.95277065	0.042010497	7.8895e-05	9.8810146e-05	0.0002602933
n	7.482699e-07	0.009057772	0.927175	0.042353246	0.013328153	0.0028894898	0.0051955343
n	0.000111086876	0.005184691	0.4906563	0.1044519	0.12519185	0.1860813	0.088322885
a	9.946646e-05	0.0012870266	0.055167895	0.33353335	0.07070594	0.36096588	0.17824046
o	2.3170259e-08	1.4686971e-06	0.031984385	0.9436785	0.0016453053	0.005113481	0.01757678
s	7.057633e-07	7.2167672e-06	0.06120509	0.9264239	0.006551929	0.0022004996	0.0036106214
à	0.0005551368	0.00057916716	0.22702175	0.65387654	0.035882164	0.0712166	0.010868533
m	5.353182e-07	0.0001645332	0.003854466	0.017143266	0.8686961	0.087211646	0.02292943
b	0.00023379018	0.0027634534	0.0011388613	0.011163845	0.8873523	0.014204685	0.0831432
a	3.3808297e-05	4.1155112e-05	2.5440709e-06	0.00066793856	0.89466673	0.035048075	0.0695398
p	5.675247e-10	1.4837998e-08	4.070766e-06	0.005478384	0.050349504	0.76091576	0.1832522
o	0.00064571045	0.00010005943	0.0001331635	0.018436737	0.49537882	0.3450949	0.1402106
r	2.9377811e-09	1.258673e-08	2.0049515e-06	0.000554195	0.007285979	0.6665322	0.3256255
n	0.014992621	0.00029389636	0.0002820416	0.0062550823	0.1026876	0.67948735	0.19600138
ò	2.989441e-06	1.0752452e-05	5.608892e-06	0.00029791443	0.047466364	0.8289094	0.12330695
</S>	8.5261895e-08	9.588763e-07	6.239718e-05	0.003164651	0.044221822	0.65969896	0.29285112
